session_id,qc_pass,qc_fail_reason,pace_spm,acc_mag_rms,gyro_mag_mean,dom_freq_hz,dom_freq_power,dom_freq_power_log,gyro_acc_ratio,acc_mag_mean,gyro_mag_std
session_1_2025-11-20_23-05-56,True,,48.421052631578945,2048.429788030634,1222.9396677847012,0.40350877192982454,113937.84744693057,11.643417157544667,0.5970132219956837,2042.1789967700113,908.0252851128845
