session_id,qc_pass,qc_fail_reason,pace_spm,acc_mag_rms,gyro_mag_mean,dom_freq_hz,dom_freq_power,dom_freq_power_log,gyro_acc_ratio,acc_mag_mean,gyro_mag_std
session_1_2025-11-29_11-30-39,False,low_variance,36.0,2023.8441021975977,207.61349092915785,0.3,258.878241459302,5.560213219248255,0.10258373691116696,2023.8301865125234,2.808289945037683
