session_id,qc_pass,qc_fail_reason,pace_spm,acc_mag_rms,gyro_mag_mean,dom_freq_hz,dom_freq_power,dom_freq_power_log,gyro_acc_ratio,acc_mag_mean,gyro_mag_std
session_1_2025-12-06_11-42-05,True,,36.0,2135.6552975609147,1695.5232396006209,0.3,954106.9554159405,13.768532104841576,0.7939124078385903,2110.018320872448,1642.2980470146142
