session_id,qc_pass,qc_fail_reason,pace_spm,acc_mag_rms,gyro_mag_mean,dom_freq_hz,dom_freq_power,dom_freq_power_log,gyro_acc_ratio,acc_mag_mean,gyro_mag_std
session_1_2025-12-05_20-32-33,True,,50.526315789473685,2062.0732796208567,659.6969642771252,0.42105263157894735,26398.469466334587,10.181099192960305,0.3199192631981054,2059.3277648627018,636.9895739985816
