session_id,qc_pass,qc_fail_reason,pace_spm,acc_mag_rms,gyro_mag_mean,dom_freq_hz,dom_freq_power,dom_freq_power_log,gyro_acc_ratio,acc_mag_mean,gyro_mag_std
session_1_2025-11-20_23-02-53,False,low_variance,47.14285714285714,2010.277286310807,210.60343710414864,0.39285714285714285,234.6054356055614,5.4621585228421985,0.10476337694216115,2010.2606237106515,2.9256473268444063
