session_id,qc_pass,qc_fail_reason,pace_spm,acc_mag_rms,gyro_mag_mean,dom_freq_hz,dom_freq_power,dom_freq_power_log,gyro_acc_ratio,acc_mag_mean,gyro_mag_std
session_1_2025-12-05_20-31-47,False,low_variance,46.0,2017.5819314218693,213.88132778420783,0.3833333333333333,6613.600194953432,8.797034635562058,0.10600874465274937,2017.3398405397786,32.53672176142815
