ax,ay,az,gx,gy,gz,session,reading_index
728,-1892,-25,-261,-383,261,2025-11-13_00-09-24,24
906,-1156,-1190,1912,711,749,2025-11-13_00-09-24,25
704,-1864,-294,-535,-134,174,2025-11-13_00-09-24,26
751,-1888,232,2842,725,124,2025-11-13_00-09-24,27
767,-1917,-437,-1000,458,-94,2025-11-13_00-09-24,28
499,-2103,-887,-1268,992,101,2025-11-13_00-09-24,29
815,-1254,-1119,-12,830,534,2025-11-13_00-09-24,30
801,-1888,-52,-443,201,210,2025-11-13_00-09-24,31
911,-1622,-650,3025,941,204,2025-11-13_00-09-24,32
378,-1959,37,-808,584,113,2025-11-13_00-09-24,33
686,-1584,282,-694,292,-155,2025-11-13_00-09-24,34
683,-1986,-364,-1235,1067,68,2025-11-13_00-09-24,35
1210,-2232,777,-495,-137,-53,2025-11-13_00-09-24,36
1050,-2099,-194,-1959,1357,-28,2025-11-13_00-09-24,37
456,-2017,21,-631,-124,281,2025-11-13_00-09-24,38
481,-1344,-1347,1671,478,61,2025-11-13_00-09-24,39
611,-1924,-84,-353,-189,196,2025-11-13_00-09-24,40
320,-1564,1000,445,792,470,2025-11-13_00-09-24,41
1088,-2055,-584,-3290,2616,387,2025-11-13_00-09-24,42
420,-1965,-78,-704,-57,370,2025-11-13_00-09-24,43
852,-1371,-1142,2311,374,561,2025-11-13_00-09-24,44
666,-1939,-466,-420,17,144,2025-11-13_00-09-24,45
880,-1970,44,3076,410,112,2025-11-13_00-09-24,46
1043,-1812,-371,-471,-303,-154,2025-11-13_00-09-24,47
438,-1577,4,574,-2878,962,2025-11-13_00-09-24,48
986,-2115,223,-1854,363,-443,2025-11-13_00-09-24,49
1354,-1704,126,-309,-872,385,2025-11-13_00-09-24,50
814,-1658,-685,2797,537,42,2025-11-13_00-09-24,51
601,-1808,96,-462,-386,177,2025-11-13_00-09-24,52
529,-1542,163,-633,-1759,330,2025-11-13_00-09-24,53
979,-2170,-345,-3082,2095,284,2025-11-13_00-09-24,54
726,-1883,-85,-557,80,62,2025-11-13_00-09-24,55
977,-1945,15,3070,1369,-68,2025-11-13_00-09-24,56
1340,-1676,-601,-2811,2952,341,2025-11-13_00-10-25,0
430,-1951,182,-661,127,149,2025-11-13_00-10-25,1
733,-1752,-700,3271,363,-137,2025-11-13_00-10-25,2
832,-1794,-15,-853,-115,31,2025-11-13_00-10-25,3
3873,-3235,790,364,-2431,348,2025-11-13_00-10-25,4
732,-1534,-1204,-326,377,451,2025-11-13_00-10-25,5
565,-1930,-205,-520,-125,83,2025-11-13_00-10-25,6
585,-1383,256,-526,-1077,48,2025-11-13_00-10-25,7
671,-2289,-790,-2467,2258,235,2025-11-13_00-10-25,8
632,-1907,68,-401,197,115,2025-11-13_00-10-25,9
937,-1715,-338,2457,1565,-359,2025-11-13_00-10-25,10
561,-1926,-528,-689,518,24,2025-11-13_00-10-25,11
-86,-2310,441,-1827,103,675,2025-11-13_00-10-25,12
1027,-1783,-1383,-456,-319,-202,2025-11-13_00-10-25,13
852,-1815,-47,-505,107,236,2025-11-13_00-10-25,14
795,-1616,424,2890,617,-79,2025-11-13_00-10-25,15
1416,-1860,471,-2071,618,-138,2025-11-13_00-10-25,16
598,-1949,-269,-305,-1193,483,2025-11-13_00-10-25,17
968,-1906,-671,3940,607,21,2025-11-13_00-10-25,18
602,-1935,-389,-520,137,186,2025-11-13_00-10-25,19
710,-1466,550,-940,921,-17,2025-11-13_00-10-25,20
820,-1880,-581,-1333,1196,-43,2025-11-13_00-10-25,21
368,-1930,-19,-840,-674,-123,2025-11-13_00-10-25,22
874,-1736,-1346,-1863,3277,401,2025-11-13_00-10-25,23
612,-1869,84,-699,428,112,2025-11-13_00-10-25,24
580,-1826,-880,4151,-1611,-351,2025-11-13_00-10-25,25
706,-1854,-246,-481,-66,81,2025-11-13_00-10-25,26
564,-1677,-198,-773,-1872,574,2025-11-13_00-10-25,27
1088,-2162,268,-2287,767,-170,2025-11-13_00-10-25,28
976,-1870,-150,-221,-1370,326,2025-11-13_00-10-25,29
1360,-1712,-598,3873,416,-176,2025-11-13_00-10-25,30
555,-1955,-230,-674,334,128,2025-11-13_00-10-25,31
735,-1541,-88,-1212,-502,111,2025-11-13_00-10-25,32
926,-1612,-134,-1740,1324,-117,2025-11-13_00-10-25,33
940,-1632,-24,-1056,831,118,2025-11-13_00-10-25,34
1000,-1477,-1361,-1065,572,558,2025-11-13_00-10-25,35
614,-1893,73,-384,451,97,2025-11-13_00-10-25,36
1046,-1790,-298,3535,167,-188,2025-11-13_00-10-25,37
633,-2046,-182,-1009,409,-63,2025-11-13_00-10-25,38
-41,-2535,-1375,-1218,1317,267,2025-11-13_00-10-25,39
885,-1293,-1369,-619,-116,-9,2025-11-13_00-10-25,40
925,-1783,-60,-160,-369,230,2025-11-13_00-10-25,41
1103,-1810,184,3419,794,-104,2025-11-13_00-10-25,42
372,-2058,-205,-563,672,147,2025-11-13_00-10-25,43
3728,-3130,1349,146,-1673,334,2025-11-13_00-10-25,44
765,-1806,-87,-1631,1151,-130,2025-11-13_00-10-25,45
898,-1726,-218,-906,921,-124,2025-11-13_00-10-25,46
651,-1652,-1584,-1656,2155,494,2025-11-13_00-10-25,47
825,-1857,-31,-387,261,159,2025-11-13_00-10-25,48
785,-1825,-511,3261,401,-129,2025-11-13_00-10-25,49
777,-1841,-169,-373,-87,35,2025-11-13_00-10-25,50
513,-1358,928,1261,223,427,2025-11-13_00-10-25,51
808,-1914,-439,-1042,504,-5,2025-11-13_00-10-25,52
704,-1657,-6,-1489,453,286,2025-11-13_00-10-25,53
1153,-1669,-1194,-2037,2398,198,2025-11-13_00-10-25,54
437,-1930,-180,-550,-469,374,2025-11-13_00-10-25,55
815,-1163,-1303,2326,755,800,2025-11-13_00-10-25,56
450,-1953,21,-653,336,149,2025-11-13_00-11-25,0
959,-1904,-29,3853,1138,-171,2025-11-13_00-11-25,1
732,-1996,-343,-1334,255,-142,2025-11-13_00-11-25,2
1021,-1821,-145,-841,-254,367,2025-11-13_00-11-25,3
828,-1238,-1301,2490,301,884,2025-11-13_00-11-25,4
583,-1837,91,-346,-388,178,2025-11-13_00-11-25,5
4168,-4147,2155,914,-3826,449,2025-11-13_00-11-25,6
924,-1940,-1042,-1657,3013,372,2025-11-13_00-11-25,7
688,-1885,-347,-644,285,72,2025-11-13_00-11-25,8
1215,-1515,-891,1899,1779,1360,2025-11-13_00-11-25,9
605,-1889,-263,-930,956,29,2025-11-13_00-11-25,10
662,-1498,817,2310,739,204,2025-11-13_00-11-25,11
514,-2544,-392,-911,420,-235,2025-11-13_00-11-25,12
1163,-1750,-104,-482,-392,348,2025-11-13_00-11-25,13
619,-1461,-1398,3185,-125,218,2025-11-13_00-11-25,14
596,-1887,-339,-455,-268,207,2025-11-13_00-11-25,15
860,-2448,1041,13,-2568,348,2025-11-13_00-11-25,16
858,-1726,-1517,-1171,1475,559,2025-11-13_00-11-25,17
663,-1832,93,-474,558,255,2025-11-13_00-11-25,18
646,-1239,952,860,718,3,2025-11-13_00-11-25,19
1280,-1904,-323,-2312,2257,173,2025-11-13_00-11-25,20
687,-1960,-198,-449,218,125,2025-11-13_00-11-25,21
984,-1935,-293,4180,785,-302,2025-11-13_00-11-25,22
1129,-1971,-358,-1510,395,-143,2025-11-13_00-11-25,23
717,-2041,-269,-475,-1562,493,2025-11-13_00-11-25,24
907,-1482,-785,4003,821,17,2025-11-13_00-11-25,25
844,-1986,-240,-1495,737,-107,2025-11-13_00-11-25,26
553,-1936,-147,-908,620,-74,2025-11-13_00-11-25,27
850,-1497,-951,4076,1021,504,2025-11-13_00-11-25,28
534,-2026,-473,-1002,1396,123,2025-11-13_00-11-25,29
345,-3374,994,-1071,1364,-213,2025-11-13_00-11-25,30
343,-1397,-1764,-1827,2851,1140,2025-11-13_00-11-25,31
606,-1931,-27,-807,438,163,2025-11-13_00-11-25,32
852,-2130,-116,3788,566,-119,2025-11-13_00-11-25,33
1090,-2544,711,-2824,878,-508,2025-11-13_00-11-25,34
832,-1835,-143,-401,214,149,2025-11-13_00-11-25,35
906,-1849,-251,3683,1327,10,2025-11-13_00-11-25,36
759,-1920,-223,-1044,478,-7,2025-11-13_00-11-25,37
1395,-1459,214,-997,-1254,764,2025-11-13_00-11-25,38
1030,-1021,-1555,72,57,390,2025-11-13_00-11-25,39
604,-1849,151,-746,1014,199,2025-11-13_00-11-25,40
655,-1555,-814,2904,2719,187,2025-11-13_00-11-25,41
479,-1987,-238,-772,830,167,2025-11-13_00-11-25,42
552,-1577,-299,-946,-902,0,2025-11-13_00-11-25,43
1018,-2462,-72,-2633,1814,-63,2025-11-13_00-11-25,44
998,-1813,-16,-563,-79,338,2025-11-13_00-11-25,45
889,-1700,-709,4181,1102,-162,2025-11-13_00-11-25,46
687,-2023,-127,-1125,594,-45,2025-11-13_00-11-25,47
1608,-1923,1183,395,-1861,-231,2025-11-13_00-11-25,48
734,-1814,-193,-1447,931,-214,2025-11-13_00-11-25,49
1115,-1748,-450,-444,-88,131,2025-11-13_00-11-25,50
1099,-1764,-81,604,727,229,2025-11-13_00-11-25,51
981,-2048,-666,-953,1998,-294,2025-11-13_00-11-25,52
246,-2158,16,-503,1128,-144,2025-11-13_00-11-25,53
929,-1621,187,1060,624,-50,2025-11-13_00-11-25,54
1157,-1648,-329,-739,244,-152,2025-11-13_00-11-25,55
804,-1829,320,-431,1042,-124,2025-11-13_00-11-25,56
680,-1950,-480,3550,-280,630,2025-11-13_00-17-29,0
740,-1660,-820,1090,3290,2170,2025-11-13_00-17-29,1
500,-2000,-620,-1330,1840,110,2025-11-13_00-17-29,2
-130,-2010,-210,-810,1410,-190,2025-11-13_00-17-29,3
-220,-2720,-1120,-1970,280,250,2025-11-13_00-17-29,4
140,-1580,-570,2280,-80,430,2025-11-13_00-17-29,5
480,-1780,-990,3660,-750,850,2025-11-13_00-17-29,6
490,-2240,-310,-950,1130,320,2025-11-13_00-17-29,7
190,-2130,-560,-1110,2100,-70,2025-11-13_00-17-29,8
110,-1980,-210,-920,980,60,2025-11-13_00-17-29,9
-30,-2730,180,-1340,1630,-230,2025-11-13_00-17-29,10
320,-2000,-740,2950,-590,900,2025-11-13_00-17-29,11
640,-2620,720,-1840,-120,-820,2025-11-13_00-17-29,12
280,-1920,-70,-930,-60,-120,2025-11-13_00-17-29,13
90,-2020,-430,-860,-260,-120,2025-11-13_00-17-29,14
420,-1840,-1090,-1220,-1170,-770,2025-11-13_00-17-29,15
660,-1870,-440,3300,120,920,2025-11-13_00-17-29,16
850,-1750,-630,1170,1180,1570,2025-11-13_00-17-29,17
110,-2110,-320,-1190,1680,-30,2025-11-13_00-17-29,18
70,-1910,-20,-780,310,-140,2025-11-13_00-17-29,19
60,-2550,-1480,-1770,1100,230,2025-11-13_00-17-29,20
200,-1520,-140,-170,-490,460,2025-11-13_00-17-29,21
430,-1920,-770,3840,-990,1080,2025-11-13_00-17-29,22
360,-1670,-670,390,2190,430,2025-11-13_00-17-29,23
460,-2220,-610,-1950,1780,-190,2025-11-13_00-17-29,24
-260,-2090,50,-730,1260,80,2025-11-13_00-17-29,25
-100,-1290,-240,-1010,-610,-160,2025-11-13_00-17-29,26
500,-1970,-620,3820,-1280,940,2025-11-13_00-17-29,27
360,-2170,-580,240,1410,-170,2025-11-13_00-17-29,28
-40,-2420,220,-2120,620,-660,2025-11-13_00-17-29,29
260,-2010,-210,-940,-80,10,2025-11-13_00-17-29,30
-190,-2090,-210,-850,-300,-170,2025-11-13_00-17-29,31
1150,-2230,-800,-1480,-1160,-790,2025-11-13_00-17-29,32
860,-1790,310,3040,1030,650,2025-11-13_00-17-29,33
900,-1860,-410,630,3190,1870,2025-11-13_00-17-29,34
300,-2170,-290,-1410,1110,-480,2025-11-13_00-17-29,35
190,-1940,10,-720,270,-140,2025-11-13_00-17-29,36
50,-1980,-1370,-1650,550,200,2025-11-13_00-17-29,37
240,-1680,-340,-1570,-410,160,2025-11-13_00-17-29,38
830,-1880,-530,4050,-1360,1120,2025-11-13_00-17-29,39
390,-1970,-490,1350,2780,1850,2025-11-13_00-17-29,40
100,-2080,-520,-1510,1610,-140,2025-11-13_00-17-29,41
-70,-1940,-20,-670,990,10,2025-11-13_00-17-29,42
880,-1380,-190,-1420,-760,420,2025-11-13_00-17-29,43
320,-2010,-840,3370,-2580,1080,2025-11-13_00-17-29,44
260,-2070,-780,1140,1170,150,2025-11-13_00-17-29,45
200,-2070,-130,-1310,1230,-330,2025-11-13_00-17-29,46
140,-1980,-150,-860,500,-180,2025-11-13_00-17-29,47
220,-1560,-1190,-1470,610,160,2025-11-13_00-17-29,48
670,-1780,300,1510,2210,260,2025-11-13_00-17-29,49
980,-1870,-600,-390,3090,1600,2025-11-13_00-17-29,50
210,-2060,-280,-1120,1640,-210,2025-11-13_00-17-29,51
630,-1990,10,-880,-950,10,2025-11-13_00-17-29,52
1750,-3500,310,-1660,-2530,140,2025-11-13_00-17-29,53
540,-1990,-590,3560,-1430,1130,2025-11-13_00-17-29,54
760,-2400,-190,-410,1720,510,2025-11-13_00-17-29,55
360,-2040,-250,-1420,1700,-280,2025-11-13_00-17-29,56
120,-1960,110,-860,1190,-10,2025-11-13_00-17-29,57
320,-2930,1150,-360,640,40,2025-11-13_00-17-29,58
310,-2070,-840,2130,500,1290,2025-11-13_00-17-29,59
690,-2960,-250,-460,-1040,50,2025-11-13_00-18-30,0
1040,-1880,-210,-870,830,-250,2025-11-13_00-18-30,1
-20,-1830,220,1040,-1280,-450,2025-11-13_00-18-30,2
340,-2050,-370,1830,-1770,-380,2025-11-13_00-18-30,3
230,-2510,240,-1020,60,-30,2025-11-13_00-18-30,4
410,-2050,-230,-490,-400,-110,2025-11-13_00-18-30,5
-320,-1950,470,-880,2060,-580,2025-11-13_00-18-30,6
20,-2040,-330,2750,340,-130,2025-11-13_00-18-30,7
-570,-2420,660,-1780,-400,180,2025-11-13_00-18-30,8
280,-1920,-40,-620,-300,-140,2025-11-13_00-18-30,9
780,-2210,-880,-930,-940,-220,2025-11-13_00-18-30,10
170,-2010,20,2880,530,-370,2025-11-13_00-18-30,11
-370,-1990,-660,-290,900,100,2025-11-13_00-18-30,12
360,-2040,-240,-670,-130,-110,2025-11-13_00-18-30,13
-560,-2270,-240,-320,-1990,-120,2025-11-13_00-18-30,14
-60,-1920,180,2450,1010,-130,2025-11-13_00-18-30,15
1280,-1940,-810,-410,-780,690,2025-11-13_00-18-30,16
380,-1970,-140,-200,530,-120,2025-11-13_00-18-30,17
130,-2020,-410,1960,1440,-10,2025-11-13_00-18-30,18
-10,-2260,380,-1140,-440,230,2025-11-13_00-18-30,19
300,-1990,-190,-470,-290,-120,2025-11-13_00-18-30,20
-120,-1370,-340,-1230,1730,-540,2025-11-13_00-18-30,21
430,-2080,-260,2270,-370,-540,2025-11-13_00-18-30,22
360,-2010,-180,-890,-630,100,2025-11-13_00-18-30,23
430,-2010,-210,-840,210,-250,2025-11-13_00-18-30,24
20,-1710,130,-60,610,-430,2025-11-13_00-18-30,25
610,-1900,-720,2090,-280,-210,2025-11-13_00-18-30,26
230,-2090,-180,-800,-450,80,2025-11-13_00-18-30,27
60,-2100,-220,-400,-1610,-130,2025-11-13_00-18-30,28
100,-2000,30,2790,730,-220,2025-11-13_00-18-30,29
-220,-2570,-110,-1550,-1340,330,2025-11-13_00-18-30,30
150,-2050,-50,-460,630,-140,2025-11-13_00-18-30,31
350,-1870,-40,1750,1550,-670,2025-11-13_00-18-30,32
140,-2450,-290,-1320,-80,620,2025-11-13_00-18-30,33
-390,-2210,-230,-540,490,-130,2025-11-13_00-18-30,34
310,-1950,-230,2190,1030,-380,2025-11-13_00-18-30,35
-140,-2440,-70,-700,-480,440,2025-11-13_00-18-30,36
350,-1990,-150,-790,310,-260,2025-11-13_00-18-30,37
70,-2040,-210,1810,-430,-140,2025-11-13_00-18-30,38
460,-2040,-480,-860,-930,80,2025-11-13_00-18-30,39
530,-2060,-320,-1090,970,-320,2025-11-13_00-18-30,40
90,-1960,-180,1490,700,-540,2025-11-13_00-18-30,41
710,-1780,-910,-790,610,370,2025-11-13_00-18-30,42
370,-1990,-260,-610,-60,-40,2025-11-13_00-18-30,43
-360,-1950,-1300,-3230,3150,-400,2025-11-13_00-18-30,44
200,-1990,-360,2430,130,-350,2025-11-13_00-18-30,45
-50,-2790,540,-1600,-160,-20,2025-11-13_00-18-30,46
250,-2020,130,-680,-120,-180,2025-11-13_00-18-30,47
460,-1610,-430,-1190,3320,-560,2025-11-13_00-18-30,48
750,-1960,-520,1830,1310,1160,2025-11-13_00-18-30,49
880,-1810,-710,-1370,2050,-390,2025-11-13_00-18-30,50
170,-1940,110,2280,1160,-340,2025-11-13_00-18-30,51
1260,-2110,-800,-440,-150,580,2025-11-13_00-18-30,52
250,-1950,-210,-530,90,-180,2025-11-13_00-18-30,53
-440,-1690,-30,-2080,1850,-670,2025-11-13_00-18-30,54
170,-1950,-570,2910,240,-270,2025-11-13_00-18-30,55
1180,-2230,-660,-590,-870,500,2025-11-13_00-18-30,56
490,-1910,-110,-710,120,-200,2025-11-13_00-18-30,57
-310,-2550,-480,-650,-1260,-390,2025-11-13_00-18-30,58
130,-1830,160,1440,1290,-540,2025-11-13_00-18-30,59
481,-1355,-1023,633,412,181,2025-11-15_14-53-25,0
685,-1949,-273,-345,672,76,2025-11-15_14-53-25,1
762,-1800,-268,2547,212,348,2025-11-15_14-53-25,2
260,-1866,24,-1089,596,-174,2025-11-15_14-53-25,3
1380,-2060,424,44,-2525,-223,2025-11-15_14-53-25,4
936,-2205,-394,-1424,706,-709,2025-11-15_14-53-25,5
414,-2455,-569,-1080,333,-166,2025-11-15_14-53-25,6
-60,-1799,-1372,-107,-501,-880,2025-11-15_14-53-25,7
749,-1902,-177,-346,-452,209,2025-11-15_14-53-25,8
1103,-1746,-860,3170,16,674,2025-11-15_14-53-25,9
353,-1964,-123,-537,1188,5,2025-11-15_14-53-25,10
750,-1975,-45,1967,-461,-18,2025-11-15_14-53-25,11
414,-1970,-229,-496,645,-28,2025-11-15_14-53-25,12
1013,-1702,-746,3427,76,981,2025-11-15_14-53-25,13
663,-1915,-544,-511,103,-29,2025-11-15_14-53-25,14
629,-1643,41,-456,344,22,2025-11-15_14-53-25,15
648,-1866,-409,-1190,959,-201,2025-11-15_14-53-25,16
2292,-2738,909,187,-1738,237,2025-11-15_14-53-25,17
744,-2092,-270,-1084,606,-483,2025-11-15_14-53-25,18
2175,-2175,1110,416,-2747,-200,2025-11-15_14-53-25,19
676,-1299,-1079,-911,2248,187,2025-11-15_14-53-25,20
245,-1886,523,-406,-128,274,2025-11-15_14-53-25,21
985,-1065,-858,769,731,940,2025-11-15_14-53-25,22
282,-1930,-38,-1220,2146,-93,2025-11-15_14-53-25,23
1082,-1250,-790,-43,1489,1173,2025-11-15_14-53-25,24
400,-1916,61,-786,533,85,2025-11-15_14-53-25,25
1117,-1810,-530,2148,1188,883,2025-11-15_14-53-25,26
343,-1913,336,-412,534,14,2025-11-15_14-53-25,27
802,-1803,-806,2875,-644,170,2025-11-15_14-53-25,28
522,-1873,-83,-603,-653,32,2025-11-15_14-53-25,29
572,-1469,260,510,371,244,2025-11-15_14-53-25,30
593,-2020,-463,-1114,857,-284,2025-11-15_14-53-25,31
1569,-2736,878,-333,-318,44,2025-11-15_14-53-25,32
778,-1920,-345,-1982,522,-243,2025-11-15_14-53-25,33
764,-1786,-78,-1078,1050,64,2025-11-15_14-53-25,34
808,-972,-1159,718,894,1131,2025-11-15_14-53-25,35
627,-1890,-48,-443,391,128,2025-11-15_14-53-25,36
676,-1881,-251,2845,1471,755,2025-11-15_14-53-25,37
319,-2016,-311,-521,-110,39,2025-11-15_14-53-25,38
497,-1564,357,726,991,52,2025-11-15_14-53-25,39
801,-1864,-586,-1189,1122,-304,2025-11-15_14-53-25,40
894,-2464,-181,-1108,-292,29,2025-11-15_14-53-25,41
1065,-1486,-1951,-1196,574,-95,2025-11-15_14-53-25,42
647,-1926,-179,-245,-175,76,2025-11-15_14-53-25,43
630,-1578,-202,1814,740,254,2025-11-15_14-53-25,44
1057,-2670,-503,-1283,537,-321,2025-11-15_14-53-25,45
434,-1898,166,-651,-356,52,2025-11-15_14-53-25,46
932,-1624,-869,2477,126,704,2025-11-15_14-53-25,47
400,-1914,-157,-602,-226,56,2025-11-15_14-53-25,48
503,-1361,295,-522,576,9,2025-11-15_14-53-25,49
566,-2753,-227,-1334,1507,-342,2025-11-15_14-53-25,50
557,-1942,171,-588,260,48,2025-11-15_14-53-25,51
952,-1394,-1093,1143,1607,1457,2025-11-15_14-53-25,52
332,-1986,-42,-530,790,54,2025-11-15_14-53-25,53
855,-1919,-30,2630,-532,450,2025-11-15_14-53-25,54
129,-1954,-230,-470,386,-66,2025-11-15_14-53-25,55
452,-1545,-125,-891,-1534,145,2025-11-15_14-53-25,56
620,-2282,-186,-750,422,-704,2025-11-15_14-53-25,57
441,-1903,-29,-480,-965,59,2025-11-15_14-53-25,58
786,-1548,-987,2871,77,684,2025-11-15_14-53-25,59
497,-1886,-274,-693,90,-133,2025-11-15_14-54-27,0
-79,-2958,6,-772,-1173,188,2025-11-15_14-54-27,1
1045,-1620,-1014,-1196,1133,280,2025-11-15_14-54-27,2
535,-1964,-144,-414,-223,111,2025-11-15_14-54-27,3
962,-1353,394,1620,1257,-58,2025-11-15_14-54-27,4
615,-1967,-622,-1334,1132,-123,2025-11-15_14-54-27,5
1798,-1868,-220,-881,-1523,673,2025-11-15_14-54-27,6
1122,-1679,-734,-259,53,-280,2025-11-15_14-54-27,7
621,-1874,-158,-486,-453,75,2025-11-15_14-54-27,8
813,-1762,-283,2098,554,391,2025-11-15_14-54-27,9
430,-2045,-584,-801,956,-177,2025-11-15_14-54-27,10
1500,-2041,114,-1190,-561,190,2025-11-15_14-54-27,11
376,-1706,-1335,-564,2075,-33,2025-11-15_14-54-27,12
546,-1931,-254,-405,-328,-21,2025-11-15_14-54-27,13
876,-1911,-612,2882,529,746,2025-11-15_14-54-27,14
430,-1969,-543,-709,831,-50,2025-11-15_14-54-27,15
514,-1238,576,-264,395,138,2025-11-15_14-54-27,16
537,-1856,-497,-1215,1025,66,2025-11-15_14-54-27,17
867,-1699,-632,-632,-2372,494,2025-11-15_14-54-27,18
1021,-1500,-1454,-1651,2005,193,2025-11-15_14-54-27,19
502,-1985,-288,-572,451,59,2025-11-15_14-54-27,20
776,-2073,-623,3485,-554,411,2025-11-15_14-54-27,21
576,-2020,-396,-824,-303,-227,2025-11-15_14-54-27,22
1233,-1928,-65,-1218,-672,167,2025-11-15_14-54-27,23
1050,-1437,-549,-198,680,413,2025-11-15_14-54-27,24
442,-1944,-26,-705,946,10,2025-11-15_14-54-27,25
464,-1453,295,1456,1282,71,2025-11-15_14-54-27,26
861,-2423,34,-1684,1284,-340,2025-11-15_14-54-27,27
561,-1959,-28,-764,747,146,2025-11-15_14-54-27,28
1112,-1661,-720,1901,2085,1378,2025-11-15_14-54-27,29
251,-1977,-347,-735,535,12,2025-11-15_14-54-27,30
416,-1399,-136,-890,-678,-127,2025-11-15_14-54-27,31
227,-2069,-659,-563,1696,-462,2025-11-15_14-54-27,32
519,-1925,-249,-514,-554,52,2025-11-15_14-54-27,33
579,-1565,194,2142,-246,458,2025-11-15_14-54-27,34
996,-2351,-215,-1866,1085,-689,2025-11-15_14-54-27,35
640,-1928,-222,-677,-156,196,2025-11-15_14-54-27,36
887,-1981,-822,3646,578,746,2025-11-15_14-54-27,37
660,-1960,-584,-1161,665,-238,2025-11-15_14-54-27,38
203,-1810,-68,-1174,594,-96,2025-11-15_14-54-27,39
1035,-1525,-812,1894,669,1361,2025-11-15_14-54-27,40
212,-1918,24,-991,746,-84,2025-11-15_14-54-27,41
266,-1290,476,-124,1319,210,2025-11-15_14-54-27,42
633,-2779,-122,-1769,1055,-233,2025-11-15_14-54-27,43
403,-1959,57,-587,-412,38,2025-11-15_14-54-27,44
556,-1902,-904,3381,-450,457,2025-11-15_14-54-27,45
587,-1989,-124,-663,-102,-297,2025-11-15_14-54-27,46
8,-2450,-1049,-1460,1127,353,2025-11-15_14-54-27,47
871,-1373,-1115,1465,221,678,2025-11-15_14-54-27,48
403,-1911,-252,-618,142,17,2025-11-15_14-54-27,49
673,-1411,-143,-1389,-261,-214,2025-11-15_14-54-27,50
365,-1940,-743,-1400,3105,390,2025-11-15_14-54-27,51
474,-2019,-195,-578,-360,273,2025-11-15_14-54-27,52
1210,-1811,-591,1337,2263,1568,2025-11-15_14-54-27,53
391,-1977,-192,-929,1458,18,2025-11-15_14-54-27,54
669,-1861,-37,2731,315,454,2025-11-15_14-54-27,55
539,-2034,-335,-903,605,-184,2025-11-15_14-54-27,56
901,-1642,-28,-893,-151,455,2025-11-15_14-55-28,0
1171,-2099,-1084,-905,421,-240,2025-11-15_14-55-28,1
547,-1942,-180,-436,-752,105,2025-11-15_14-55-28,2
841,-2073,-457,3311,-707,866,2025-11-15_14-55-28,3
455,-1924,-340,-604,669,110,2025-11-15_14-55-28,4
686,-1608,210,1865,893,410,2025-11-15_14-55-28,5
345,-1943,-512,-661,1004,-53,2025-11-15_14-55-28,6
381,-1619,129,-1653,2038,-26,2025-11-15_14-55-28,7
577,-1793,-826,-1153,1398,90,2025-11-15_14-55-28,8
96,-1364,-880,-280,-2050,-308,2025-11-15_14-55-28,9
1142,-1783,-401,-1552,816,-303,2025-11-15_14-55-28,10
457,-1961,-219,-469,-1676,120,2025-11-15_14-55-28,11
967,-1497,-865,818,-542,95,2025-11-15_14-55-28,12
650,-1901,-87,-309,726,95,2025-11-15_14-55-28,13
959,-2185,-492,3471,-417,341,2025-11-15_14-55-28,14
636,-1924,-315,-485,94,-50,2025-11-15_14-55-28,15
570,-1471,279,1609,-217,323,2025-11-15_14-55-28,16
622,-2040,-743,-761,874,-92,2025-11-15_14-55-28,17
633,-2048,648,-1240,-804,-70,2025-11-15_14-55-28,18
456,-2451,-206,-1639,1192,-447,2025-11-15_14-55-28,19
1648,-1693,324,-515,-1490,480,2025-11-15_14-55-28,20
1003,-1897,-796,-1612,2080,166,2025-11-15_14-55-28,21
448,-2022,-231,-673,1005,180,2025-11-15_14-55-28,22
1141,-1567,-1048,-904,3267,332,2025-11-15_14-55-28,23
389,-1956,82,-142,-706,99,2025-11-15_14-55-28,24
638,-1497,-1128,2727,605,941,2025-11-15_14-55-28,25
183,-2039,-27,-585,1196,-17,2025-11-15_14-55-28,26
837,-1938,-703,2958,597,523,2025-11-15_14-55-28,27
498,-1933,-442,-416,-104,-34,2025-11-15_14-55-28,28
113,-1411,459,493,-203,292,2025-11-15_14-55-28,29
616,-2010,-647,-791,945,-159,2025-11-15_14-55-28,30
551,-1638,83,-747,-1415,-229,2025-11-15_14-55-28,31
593,-2002,-614,-889,733,-166,2025-11-15_14-55-28,32
306,-1662,129,-969,-1192,120,2025-11-15_14-55-28,33
554,-2821,-394,-990,757,-476,2025-11-15_14-55-28,34
335,-1833,237,-782,-416,90,2025-11-15_14-55-28,35
178,-2290,-88,-1131,1225,-237,2025-11-15_14-55-28,36
250,-1878,-72,-995,337,-58,2025-11-15_14-55-28,37
586,-1760,-470,-1429,1752,-327,2025-11-15_14-55-28,38
-374,-2371,223,-198,-994,374,2025-11-15_14-55-28,39
671,-2362,-270,-1129,714,-301,2025-11-15_14-55-28,40
682,-1597,-44,354,-1472,-90,2025-11-15_14-55-28,41
887,-1916,-295,-1243,613,-398,2025-11-15_14-55-28,42
694,-2019,-48,-599,-105,154,2025-11-15_14-55-28,43
746,-2067,-948,1266,948,371,2025-11-15_14-55-28,44
404,-1990,-290,-604,833,-26,2025-11-15_14-55-28,45
872,-1685,-74,2372,-258,270,2025-11-15_14-55-28,46
