ax,ay,az,gx,gy,gz,session,reading_index
879,-1804,188,-234,-50,42,2025-11-13_00-12-26,0
884,-1639,92,505,362,204,2025-11-13_00-12-26,1
1244,-1642,-331,-341,958,-20,2025-11-13_00-12-26,2
757,-1899,56,-176,-340,132,2025-11-13_00-12-26,3
1031,-1738,56,1022,498,26,2025-11-13_00-12-26,4
710,-2133,-374,-502,487,-202,2025-11-13_00-12-26,5
779,-1987,-310,-609,352,104,2025-11-13_00-12-26,6
1147,-1660,-224,400,318,48,2025-11-13_00-12-26,7
971,-1800,-109,-295,81,60,2025-11-13_00-12-26,8
931,-1693,373,-348,1433,20,2025-11-13_00-12-26,9
696,-1939,-331,-604,1015,-196,2025-11-13_00-12-26,10
784,-1858,-111,-782,316,163,2025-11-13_00-12-26,11
1140,-1745,36,1059,1077,-122,2025-11-13_00-12-26,12
987,-1778,-219,-461,308,-100,2025-11-13_00-12-26,13
922,-1600,148,425,-613,314,2025-11-13_00-12-26,14
1047,-1703,-408,-12,82,-103,2025-11-13_00-12-26,15
498,-2000,-74,-377,-511,278,2025-11-13_00-12-26,16
1035,-1783,-257,921,479,5,2025-11-13_00-12-26,17
882,-1774,350,-243,342,-34,2025-11-13_00-12-26,18
1049,-1741,165,727,19,90,2025-11-13_00-12-26,19
821,-1846,-135,-203,215,-70,2025-11-13_00-12-26,20
1095,-1662,-26,855,212,122,2025-11-13_00-12-26,21
976,-1769,-232,-280,90,-164,2025-11-13_00-12-26,22
956,-1565,213,178,-177,99,2025-11-13_00-12-26,23
1135,-1667,-150,-620,335,-243,2025-11-13_00-12-26,24
992,-1754,181,-678,827,83,2025-11-13_00-12-26,25
1084,-1714,-96,657,930,70,2025-11-13_00-12-26,26
889,-1784,-55,-409,479,-66,2025-11-13_00-12-26,27
1144,-1547,154,14,1926,97,2025-11-13_00-12-26,28
1025,-1806,-313,-803,931,-174,2025-11-13_00-12-26,29
1633,-1700,328,-350,-944,11,2025-11-13_00-12-26,30
1055,-1795,-33,-86,1118,-47,2025-11-13_00-12-26,31
921,-1758,57,-314,230,-72,2025-11-13_00-12-26,32
930,-1670,-43,-74,-27,141,2025-11-13_00-12-26,33
999,-1604,9,30,666,-188,2025-11-13_00-12-26,34
965,-1709,-67,-189,-555,54,2025-11-13_00-12-26,35
820,-1807,-58,1086,-422,173,2025-11-13_00-12-26,36
731,-1991,-248,-440,311,-102,2025-11-13_00-12-26,37
989,-1722,151,546,-228,156,2025-11-13_00-12-26,38
1464,-2035,-459,-687,828,-167,2025-11-13_00-12-26,39
967,-1684,246,-252,-675,148,2025-11-13_00-12-26,40
748,-1931,-275,-559,1124,-282,2025-11-13_00-12-26,41
931,-1676,184,-23,786,55,2025-11-13_00-12-26,42
1014,-1760,-197,-432,-23,-180,2025-11-13_00-12-26,43
1006,-1636,180,2,-681,146,2025-11-13_00-12-26,44
848,-1998,-318,-696,1122,-312,2025-11-13_00-12-26,45
1166,-1656,12,639,718,0,2025-11-13_00-12-26,46
800,-1866,-227,-264,394,-82,2025-11-13_00-12-26,47
1276,-1701,-40,603,1140,93,2025-11-13_00-12-26,48
779,-1850,37,-70,358,-146,2025-11-13_00-12-26,49
1098,-1533,147,8,1525,-30,2025-11-13_00-12-26,50
977,-1997,-272,-572,1028,-258,2025-11-13_00-12-26,51
1819,-1918,458,-524,-403,86,2025-11-13_00-12-26,52
691,-1571,-472,-699,75,-99,2025-11-13_00-12-26,53
520,-1997,134,-332,-394,321,2025-11-13_00-12-26,54
1031,-1688,-162,373,700,-55,2025-11-13_00-12-26,55
880,-1831,-158,-475,-236,284,2025-11-13_00-12-26,56
1151,-1796,-157,1112,649,93,2025-11-13_00-13-27,0
599,-1900,-1,-369,399,-13,2025-11-13_00-13-27,1
1124,-1802,-203,1062,344,-16,2025-11-13_00-13-27,2
788,-1916,-555,-275,216,-12,2025-11-13_00-13-27,3
1128,-1789,-37,1107,584,178,2025-11-13_00-13-27,4
791,-1851,-123,-263,105,88,2025-11-13_00-13-27,5
1195,-1599,-370,171,1431,311,2025-11-13_00-13-27,6
831,-1846,124,-404,73,287,2025-11-13_00-13-27,7
1140,-2028,-502,-994,1361,-308,2025-11-13_00-13-27,8
1021,-1570,352,-351,934,45,2025-11-13_00-13-27,9
560,-1910,-148,-414,537,-45,2025-11-13_00-13-27,10
1201,-1743,-65,941,1063,-115,2025-11-13_00-13-27,11
653,-1901,145,-228,152,84,2025-11-13_00-13-27,12
1097,-1608,-449,-488,192,-106,2025-11-13_00-13-27,13
1070,-1820,-111,-678,382,354,2025-11-13_00-13-27,14
909,-1776,-290,574,332,-92,2025-11-13_00-13-27,15
1014,-1814,-136,-607,-116,482,2025-11-13_00-13-27,16
986,-1658,-673,-478,391,-161,2025-11-13_00-13-27,17
789,-1793,69,-497,446,202,2025-11-13_00-13-27,18
909,-1627,-507,-688,202,-214,2025-11-13_00-13-27,19
1278,-1871,711,36,-504,32,2025-11-13_00-13-27,20
838,-1534,-517,-695,539,-310,2025-11-13_00-13-27,21
798,-1621,288,-198,-550,136,2025-11-13_00-13-27,22
802,-1865,-471,-1100,869,-228,2025-11-13_00-13-27,23
813,-1699,211,-230,-891,180,2025-11-13_00-13-27,24
1275,-2018,-375,-704,683,-175,2025-11-13_00-13-27,25
901,-1595,125,-85,1203,-56,2025-11-13_00-13-27,26
623,-1984,-223,-396,496,44,2025-11-13_00-13-27,27
1334,-1684,-207,584,919,-67,2025-11-13_00-13-27,28
898,-1822,-50,-146,474,-102,2025-11-13_00-13-27,29
1283,-1668,184,469,996,204,2025-11-13_00-13-27,30
1051,-2027,-492,-848,1171,-260,2025-11-13_00-13-27,31
1096,-1632,174,459,488,119,2025-11-13_00-13-27,32
1236,-1728,-260,-636,350,-154,2025-11-13_00-13-27,33
1015,-1751,-66,-771,-126,301,2025-11-13_00-13-27,34
1152,-1718,-250,-578,744,-135,2025-11-13_00-13-27,35
795,-1625,132,54,-836,136,2025-11-13_00-13-27,36
1151,-1774,23,-1055,515,-10,2025-11-13_00-13-27,37
916,-1901,-59,-638,-23,371,2025-11-13_00-13-27,38
1163,-1760,-281,-709,775,-184,2025-11-13_00-13-27,39
1059,-1638,272,-121,-210,213,2025-11-13_00-13-27,40
667,-1881,-397,-944,1238,-208,2025-11-13_00-13-27,41
928,-1608,183,224,-430,308,2025-11-13_00-13-27,42
849,-1800,-131,-427,399,-150,2025-11-13_00-13-27,43
1077,-1619,26,1050,443,34,2025-11-13_00-13-27,44
904,-1774,60,-318,98,-85,2025-11-13_00-13-27,45
1160,-1745,22,856,593,71,2025-11-13_00-13-27,46
931,-1723,256,-239,228,-63,2025-11-13_00-13-27,47
1226,-1701,92,777,1316,183,2025-11-13_00-13-27,48
901,-1829,-109,-242,430,-78,2025-11-13_00-13-27,49
1206,-1713,32,372,1026,121,2025-11-13_00-13-27,50
749,-1848,92,-296,414,47,2025-11-13_00-13-27,51
1051,-1810,-141,-754,1421,93,2025-11-13_00-13-27,52
916,-1818,-101,-353,-164,236,2025-11-13_00-13-27,53
1058,-1759,-276,-114,205,23,2025-11-13_00-13-27,54
777,-1877,108,-278,-398,252,2025-11-13_00-13-27,55
1044,-1729,-319,-161,223,29,2025-11-13_00-13-27,56
1003,-1555,306,330,-436,221,2025-11-13_00-14-27,0
1550,-2206,-311,-438,899,-503,2025-11-13_00-14-27,1
905,-1652,272,454,-247,33,2025-11-13_00-14-27,2
1317,-2126,-276,-695,1210,-351,2025-11-13_00-14-27,3
509,-1993,-339,-489,-386,493,2025-11-13_00-14-27,4
1176,-1605,-48,-313,286,-208,2025-11-13_00-14-27,5
1029,-1719,269,206,214,160,2025-11-13_00-14-27,6
970,-1766,-217,-494,384,-137,2025-11-13_00-14-27,7
1036,-1665,187,835,720,202,2025-11-13_00-14-27,8
885,-1812,-250,-452,555,-111,2025-11-13_00-14-27,9
1084,-1715,159,1208,-27,103,2025-11-13_00-14-27,10
843,-1831,-428,-583,704,-28,2025-11-13_00-14-27,11
883,-1641,-352,-962,3167,762,2025-11-13_00-14-27,12
903,-1643,192,-264,1885,-128,2025-11-13_00-14-27,13
787,-2441,-860,-148,749,-135,2025-11-13_00-14-27,14
858,-1615,165,-199,-640,172,2025-11-13_00-14-27,15
1041,-1702,-440,-541,26,-142,2025-11-13_00-14-27,16
896,-1609,242,138,-97,-23,2025-11-13_00-14-27,17
1125,-1999,-719,-451,218,-248,2025-11-13_00-14-27,18
1878,-2082,1025,-273,-1821,107,2025-11-13_00-14-27,19
879,-1604,-645,-594,-12,-38,2025-11-13_00-14-27,20
1096,-1654,147,373,412,84,2025-11-13_00-14-27,21
1305,-1642,-299,-281,-62,15,2025-11-13_00-14-27,22
1202,-1721,58,1144,674,73,2025-11-13_00-14-27,23
921,-1688,154,-403,255,-112,2025-11-13_00-14-27,24
1175,-1591,-74,323,117,202,2025-11-13_00-14-27,25
827,-1795,-40,-396,487,146,2025-11-13_00-14-27,26
995,-1844,-156,1035,347,171,2025-11-13_00-14-27,27
637,-1843,-165,-514,232,50,2025-11-13_00-14-27,28
1004,-1517,306,357,1337,19,2025-11-13_00-14-27,29
912,-2240,-160,-1385,1314,-55,2025-11-13_00-14-27,30
376,-1985,61,-551,-161,161,2025-11-13_00-14-27,31
1040,-1709,-300,744,463,170,2025-11-13_00-14-27,32
821,-1876,-273,-250,138,61,2025-11-13_00-14-27,33
1099,-1677,-228,1062,108,57,2025-11-13_00-14-27,34
950,-1817,-352,-259,150,86,2025-11-13_00-14-27,35
982,-1902,-245,1705,76,61,2025-11-13_00-14-27,36
834,-1780,-63,-390,50,21,2025-11-13_00-14-27,37
931,-1779,100,1695,-64,100,2025-11-13_00-14-27,38
720,-1866,-338,142,-808,-107,2025-11-13_00-14-27,39
656,-1961,-652,2339,-2046,-348,2025-11-13_00-14-27,40
806,-1811,-260,-635,288,-247,2025-11-13_00-14-27,41
949,-1698,164,778,918,60,2025-11-13_00-14-27,42
742,-1847,-397,-595,309,-123,2025-11-13_00-14-27,43
1041,-1543,109,574,522,144,2025-11-13_00-14-27,44
770,-1828,-367,-637,430,-156,2025-11-13_00-14-27,45
992,-1635,250,-147,1815,84,2025-11-13_00-14-27,46
385,-2025,-406,-593,1095,-279,2025-11-13_00-14-27,47
866,-1630,241,-318,226,-96,2025-11-13_00-14-27,48
1272,-1940,-287,-961,1283,-270,2025-11-13_00-14-27,49
1074,-1650,-103,296,31,39,2025-11-13_00-14-27,50
1151,-1818,153,-198,532,-211,2025-11-13_00-14-27,51
1030,-1606,156,602,337,113,2025-11-13_00-14-27,52
1040,-1987,215,-479,242,-215,2025-11-13_00-14-27,53
751,-1737,-514,-609,844,234,2025-11-13_00-14-27,54
1121,-1724,17,595,570,42,2025-11-13_00-14-27,55
607,-2394,-454,-233,794,-235,2025-11-13_00-14-27,56
1091,-1690,-68,-664,26,-193,2025-11-13_00-15-28,0
1222,-1758,-599,-199,235,70,2025-11-13_00-15-28,1
987,-1472,-90,-116,71,217,2025-11-13_00-15-28,2
1035,-1747,-127,218,516,57,2025-11-13_00-15-28,3
959,-1744,-228,-715,160,-102,2025-11-13_00-15-28,4
1090,-1584,-174,-392,6,141,2025-11-13_00-15-28,5
1141,-1607,-304,1100,-30,18,2025-11-13_00-15-28,6
919,-1745,78,-107,-103,-86,2025-11-13_00-15-28,7
737,-1909,-340,1665,-2231,315,2025-11-13_00-15-28,8
915,-1739,-316,765,-511,-100,2025-11-13_00-15-28,9
889,-1874,-319,-43,-127,3,2025-11-13_00-15-28,10
901,-1713,133,544,26,98,2025-11-13_00-15-28,11
1195,-1633,-309,-684,474,-159,2025-11-13_00-15-28,12
1115,-1754,-316,158,-105,-69,2025-11-13_00-15-28,13
1079,-1598,261,521,145,189,2025-11-13_00-15-28,14
1167,-1638,-286,19,814,-187,2025-11-13_00-15-28,15
728,-1858,-55,-169,352,-155,2025-11-13_00-15-28,16
1034,-1556,68,498,299,132,2025-11-13_00-15-28,17
1164,-1698,-29,-64,541,-20,2025-11-13_00-15-28,18
931,-1738,215,-586,793,-225,2025-11-13_00-15-28,19
783,-1611,208,-350,-228,27,2025-11-13_00-15-28,20
1148,-1664,99,345,233,84,2025-11-13_00-15-28,21
1119,-1673,-176,-258,-172,-78,2025-11-13_00-15-28,22
1009,-1625,-165,-760,162,168,2025-11-13_00-15-28,23
1076,-1730,44,282,207,76,2025-11-13_00-15-28,24
616,-1857,142,-392,145,-137,2025-11-13_00-15-28,25
780,-1946,-762,-238,-141,91,2025-11-13_00-15-28,26
1155,-1715,-6,876,694,144,2025-11-13_00-15-28,27
1151,-1662,-195,-481,80,-93,2025-11-13_00-15-28,28
1034,-1747,-160,-256,255,-124,2025-11-13_00-15-28,29
834,-1628,279,-619,635,45,2025-11-13_00-15-28,30
1141,-1655,-221,-597,2313,98,2025-11-13_00-15-28,31
818,-1706,397,-816,811,-168,2025-11-13_00-15-28,32
694,-1641,-430,-600,344,123,2025-11-13_00-15-28,33
1153,-1683,32,1019,158,108,2025-11-13_00-15-28,34
1015,-1991,150,-553,782,-343,2025-11-13_00-15-28,35
1241,-1842,-594,-347,-168,221,2025-11-13_00-15-28,36
1011,-1657,3,816,146,91,2025-11-13_00-15-28,37
1251,-1686,-233,-279,144,-178,2025-11-13_00-15-28,38
985,-1833,-388,-28,-186,-54,2025-11-13_00-15-28,39
994,-1673,36,813,239,309,2025-11-13_00-15-28,40
1007,-1795,7,883,9,45,2025-11-13_00-15-28,41
895,-2270,-347,-218,166,-202,2025-11-13_00-15-28,42
1165,-1946,-384,-377,369,-136,2025-11-13_00-15-28,43
1189,-1736,-101,680,287,219,2025-11-13_00-15-28,44
716,-1856,-80,-523,924,-127,2025-11-13_00-15-28,45
1024,-1749,-168,-156,172,57,2025-11-13_00-15-28,46
1032,-1643,-150,-712,569,-92,2025-11-13_00-15-28,47
1026,-1754,6,-31,-327,-53,2025-11-13_00-15-28,48
1131,-1804,72,423,1129,111,2025-11-13_00-15-28,49
950,-1792,-9,-813,1339,-188,2025-11-13_00-15-28,50
1410,-1645,-102,-463,645,-36,2025-11-13_00-15-28,51
1213,-1662,96,9,1619,-180,2025-11-13_00-15-28,52
809,-1849,-153,-527,735,-62,2025-11-13_00-15-28,53
974,-1625,83,132,43,174,2025-11-13_00-15-28,54
1341,-1536,-291,-885,585,51,2025-11-13_00-15-28,55
693,-2009,-435,-30,-35,41,2025-11-13_00-15-28,56
910,-1517,-34,-137,-904,359,2025-11-13_00-16-29,0
970,-1723,-238,-140,-411,-168,2025-11-13_00-16-29,1
624,-1948,-241,-308,407,14,2025-11-13_00-16-29,2
1105,-1706,-84,431,429,94,2025-11-13_00-16-29,3
789,-1968,196,-716,1195,-444,2025-11-13_00-16-29,4
922,-1957,-635,-440,40,91,2025-11-13_00-16-29,5
958,-1744,30,-56,492,85,2025-11-13_00-16-29,6
1064,-1712,71,877,-84,250,2025-11-13_00-16-29,7
1087,-1835,194,-539,-115,-168,2025-11-13_00-16-29,8
1036,-1759,-378,-81,-213,-103,2025-11-13_00-16-29,9
1053,-1623,-282,-394,-335,159,2025-11-13_00-16-29,10
974,-1759,32,1049,1364,320,2025-11-13_00-16-29,11
882,-1901,-206,-312,494,-159,2025-11-13_00-16-29,12
287,-2030,-307,-444,614,15,2025-11-13_00-16-29,13
1023,-1500,309,-109,1541,-101,2025-11-13_00-16-29,14
1164,-1606,90,256,1697,212,2025-11-13_00-16-29,15
1480,-1559,451,-1054,1083,-274,2025-11-13_00-16-29,16
699,-1914,-177,-505,-65,205,2025-11-13_00-16-29,17
878,-1512,151,366,718,47,2025-11-13_00-16-29,18
875,-1941,-169,-879,771,-292,2025-11-13_00-16-29,19
1158,-1583,184,-60,-631,-78,2025-11-13_00-16-29,20
968,-1692,-60,986,-362,129,2025-11-13_00-16-29,21
1041,-1580,-219,512,749,-16,2025-11-13_00-16-29,22
897,-1777,43,-515,617,-134,2025-11-13_00-16-29,23
1533,-1720,-664,-1895,-1076,-49,2025-11-13_00-16-29,24
1039,-1789,-62,1744,204,28,2025-11-13_00-16-29,25
1529,-2168,207,-839,614,-332,2025-11-13_00-16-29,26
987,-1899,-549,-567,-794,362,2025-11-13_00-16-29,27
778,-1847,-170,1337,-796,87,2025-11-13_00-16-29,28
723,-1965,-129,51,80,-350,2025-11-13_00-16-29,29
957,-1840,-637,-37,-96,-290,2025-11-13_00-16-29,30
1247,-1673,-156,858,182,198,2025-11-13_00-16-29,31
1466,-2092,47,-564,165,-51,2025-11-13_00-16-29,32
605,-1847,167,-70,1,36,2025-11-13_00-16-29,33
1111,-1736,-174,967,10,117,2025-11-13_00-16-29,34
953,-1599,-139,-910,60,-109,2025-11-13_00-16-29,35
395,-2039,-258,-88,-281,186,2025-11-13_00-16-29,36
839,-1602,52,140,-137,152,2025-11-13_00-16-29,37
1069,-1631,-580,-523,2038,4,2025-11-13_00-16-29,38
1162,-1679,-32,-147,237,-111,2025-11-13_00-16-29,39
897,-2138,-177,-1418,394,-145,2025-11-13_00-16-29,40
1132,-1674,-180,369,1224,212,2025-11-13_00-16-29,41
851,-1740,-21,-695,671,-160,2025-11-13_00-16-29,42
895,-1648,259,-299,786,295,2025-11-13_00-16-29,43
1172,-1622,-401,-672,1882,28,2025-11-13_00-16-29,44
1023,-1772,-288,-97,-81,-100,2025-11-13_00-16-29,45
975,-1600,92,645,-24,143,2025-11-13_00-16-29,46
1353,-1497,-543,-577,944,258,2025-11-13_00-16-29,47
1068,-1849,-621,-77,2624,-416,2025-11-13_00-16-29,48
777,-1860,-164,-333,497,44,2025-11-13_00-16-29,49
1043,-1701,-133,823,566,60,2025-11-13_00-16-29,50
1506,-1824,6,-920,1706,-203,2025-11-13_00-16-29,51
1059,-1819,-228,-488,-249,187,2025-11-13_00-16-29,52
1176,-1626,-16,73,1408,-46,2025-11-13_00-16-29,53
847,-2984,-915,-14,831,-332,2025-11-13_00-16-29,54
690,-1988,-201,-499,355,223,2025-11-13_00-16-29,55
896,-1592,-33,455,259,193,2025-11-13_00-16-29,56
556,-1878,43,1450,-269,197,2025-11-15_22-12-04,0
1013,-2076,-187,-294,476,-535,2025-11-15_22-12-04,1
1875,-2058,600,-9,-1256,124,2025-11-15_22-12-04,2
758,-1883,-172,-499,86,-94,2025-11-15_22-12-04,3
379,-2005,53,-63,-288,-17,2025-11-15_22-12-04,4
892,-1774,91,788,498,269,2025-11-15_22-12-04,5
1032,-1971,-58,-737,507,-413,2025-11-15_22-12-04,6
804,-1825,351,-478,517,160,2025-11-15_22-12-04,7
970,-1817,-74,1270,264,-21,2025-11-15_22-12-04,8
787,-1864,-82,-560,888,-219,2025-11-15_22-12-04,9
825,-1666,-79,-597,-249,105,2025-11-15_22-12-04,10
770,-1661,-320,-335,-198,-330,2025-11-15_22-12-04,11
562,-1979,-203,-361,-334,95,2025-11-15_22-12-04,12
909,-1755,115,1111,740,143,2025-11-15_22-12-04,13
918,-2186,-76,-912,960,-476,2025-11-15_22-12-04,14
1183,-1795,218,-548,384,155,2025-11-15_22-12-04,15
988,-1862,-76,1226,148,318,2025-11-15_22-12-04,16
691,-1895,-179,-307,-157,-199,2025-11-15_22-12-04,17
717,-1766,-46,926,-471,414,2025-11-15_22-12-04,18
966,-2112,-208,-400,541,-492,2025-11-15_22-12-04,19
1572,-2150,491,-494,-1322,158,2025-11-15_22-12-04,20
849,-1799,-200,909,-933,-62,2025-11-15_22-12-04,21
622,-1886,17,-301,231,-124,2025-11-15_22-12-04,22
805,-1704,33,121,-487,314,2025-11-15_22-12-04,23
907,-1794,-603,-663,176,-165,2025-11-15_22-12-04,24
693,-1851,187,-653,228,-236,2025-11-15_22-12-04,25
1087,-1814,119,-1058,-412,103,2025-11-15_22-12-04,26
1000,-1898,-161,195,441,-15,2025-11-15_22-12-04,27
567,-1922,160,-270,207,-22,2025-11-15_22-12-04,28
894,-1836,-134,1129,150,227,2025-11-15_22-12-04,29
750,-1767,-193,-766,814,-302,2025-11-15_22-12-04,30
887,-1772,3,-220,64,86,2025-11-15_22-12-04,31
981,-1843,-141,1275,664,427,2025-11-15_22-12-04,32
523,-1955,-271,-499,217,-217,2025-11-15_22-12-04,33
781,-1720,212,-443,539,166,2025-11-15_22-12-04,34
921,-1670,-340,-500,537,-194,2025-11-15_22-12-04,35
480,-1937,51,-367,423,119,2025-11-15_22-12-04,36
1069,-1743,-117,744,1160,406,2025-11-15_22-12-04,37
613,-1893,-182,-524,387,-233,2025-11-15_22-12-04,38
737,-1780,231,-435,335,182,2025-11-15_22-12-04,39
916,-1738,-266,-698,848,-83,2025-11-15_22-12-04,40
439,-1988,-15,-323,161,11,2025-11-15_22-12-04,41
844,-1696,278,670,1312,76,2025-11-15_22-12-04,42
703,-2125,162,-601,523,-375,2025-11-15_22-12-04,43
505,-1988,103,-393,-43,227,2025-11-15_22-12-04,44
1064,-1798,-3,877,1131,1,2025-11-15_22-12-04,45
854,-1874,-211,-886,1072,-379,2025-11-15_22-12-04,46
610,-1918,109,-631,469,149,2025-11-15_22-12-04,47
1059,-1734,-44,611,1201,105,2025-11-15_22-12-04,48
727,-1853,-8,-411,435,-151,2025-11-15_22-12-04,49
752,-1661,234,-93,309,145,2025-11-15_22-12-04,50
938,-1756,-381,-710,828,-214,2025-11-15_22-12-04,51
1074,-1887,69,-465,-68,229,2025-11-15_22-12-04,52
833,-1868,-134,643,630,161,2025-11-15_22-12-04,53
647,-1956,-78,-371,151,-64,2025-11-15_22-12-04,54
1006,-1840,99,1166,1170,119,2025-11-15_22-12-04,55
393,-2142,-404,-669,933,-344,2025-11-15_22-12-04,56
994,-1727,371,-697,399,50,2025-11-15_22-12-04,57
1104,-1716,-207,-678,996,-207,2025-11-15_22-12-04,58
561,-1922,247,-380,101,202,2025-11-15_22-12-04,59
526,-1944,-89,-451,413,29,2025-11-15_22-13-07,0
884,-1785,44,731,915,192,2025-11-15_22-13-07,1
1039,-1842,-324,-674,929,-333,2025-11-15_22-13-07,2
830,-1751,276,-682,62,-13,2025-11-15_22-13-07,3
931,-1838,72,945,99,-7,2025-11-15_22-13-07,4
660,-1848,53,-541,278,-233,2025-11-15_22-13-07,5
764,-1648,41,206,-901,227,2025-11-15_22-13-07,6
753,-1643,-259,774,-130,-35,2025-11-15_22-13-07,7
743,-1801,12,-439,72,-184,2025-11-15_22-13-07,8
793,-1591,150,41,-334,262,2025-11-15_22-13-07,9
974,-1696,-133,156,572,1,2025-11-15_22-13-07,10
517,-1899,120,-263,-77,-114,2025-11-15_22-13-07,11
872,-1759,190,663,642,135,2025-11-15_22-13-07,12
869,-1846,-320,-763,729,-345,2025-11-15_22-13-07,13
837,-1799,321,-598,922,-38,2025-11-15_22-13-07,14
1064,-1785,-63,874,862,289,2025-11-15_22-13-07,15
634,-1938,-312,-628,804,-246,2025-11-15_22-13-07,16
671,-1710,413,-141,276,23,2025-11-15_22-13-07,17
936,-1779,-148,-14,1247,98,2025-11-15_22-13-07,18
630,-1899,51,-350,169,-57,2025-11-15_22-13-07,19
813,-1659,59,553,48,102,2025-11-15_22-13-07,20
524,-2059,24,-760,598,-549,2025-11-15_22-13-07,21
727,-1691,310,-526,-586,250,2025-11-15_22-13-07,22
970,-1902,-356,1424,275,404,2025-11-15_22-13-07,23
615,-1864,31,-687,399,-312,2025-11-15_22-13-07,24
719,-1698,225,-210,-301,209,2025-11-15_22-13-07,25
766,-1877,-229,-333,393,-62,2025-11-15_22-13-07,26
695,-1871,109,-436,194,-15,2025-11-15_22-13-07,27
879,-1697,35,838,654,133,2025-11-15_22-13-07,28
824,-2177,64,-827,904,-565,2025-11-15_22-13-07,29
1196,-1762,167,-599,175,134,2025-11-15_22-13-07,30
940,-1733,17,517,1103,471,2025-11-15_22-13-07,31
605,-1889,10,-594,336,-102,2025-11-15_22-13-07,32
923,-1657,211,201,1431,29,2025-11-15_22-13-07,33
1042,-2087,-262,-931,1417,-384,2025-11-15_22-13-07,34
1016,-1831,120,-440,-218,311,2025-11-15_22-13-07,35
1010,-1750,-124,336,1193,76,2025-11-15_22-13-07,36
698,-1845,168,-491,623,-107,2025-11-15_22-13-07,37
833,-1777,141,879,68,138,2025-11-15_22-13-07,38
893,-1756,-297,-541,413,-474,2025-11-15_22-13-07,39
767,-1842,212,-450,798,75,2025-11-15_22-13-07,40
865,-1916,-124,1407,-174,279,2025-11-15_22-13-07,41
899,-1788,-316,-666,-165,-244,2025-11-15_22-13-07,42
1065,-1959,125,-1099,-723,170,2025-11-15_22-13-07,43
842,-1746,-1,838,255,140,2025-11-15_22-13-07,44
672,-1789,221,-610,350,-164,2025-11-15_22-13-07,45
829,-1698,202,133,880,260,2025-11-15_22-13-07,46
1114,-1740,-431,-452,723,-12,2025-11-15_22-13-07,47
626,-1920,-72,-460,385,-56,2025-11-15_22-13-07,48
910,-1808,4,769,1134,163,2025-11-15_22-13-07,49
1477,-2079,-423,-732,883,-331,2025-11-15_22-13-07,50
627,-1718,-131,-385,-829,208,2025-11-15_22-13-07,51
1170,-1685,-213,261,1282,140,2025-11-15_22-13-07,52
483,-1905,60,-726,833,-326,2025-11-15_22-13-07,53
779,-1649,160,-131,245,80,2025-11-15_22-13-07,54
808,-1943,-251,-320,138,-177,2025-11-15_22-13-07,55
511,-1881,41,-580,236,-162,2025-11-15_22-14-07,0
745,-1793,-64,-89,-378,345,2025-11-15_22-14-07,1
939,-1673,-27,194,348,-22,2025-11-15_22-14-07,2
667,-1900,10,-354,-380,28,2025-11-15_22-14-07,3
929,-1737,56,633,1419,450,2025-11-15_22-14-07,4
787,-1937,-478,-958,1002,-383,2025-11-15_22-14-07,5
839,-1848,309,-298,919,23,2025-11-15_22-14-07,6
886,-1795,2,232,1307,418,2025-11-15_22-14-07,7
522,-1951,-282,-516,643,-86,2025-11-15_22-14-07,8
773,-1807,205,166,2046,313,2025-11-15_22-14-07,9
899,-1789,-284,-780,597,-337,2025-11-15_22-14-07,10
727,-1874,281,-396,256,247,2025-11-15_22-14-07,11
959,-1883,-250,1059,26,108,2025-11-15_22-14-07,12
727,-1858,-244,-548,22,-232,2025-11-15_22-14-07,13
750,-1771,-41,391,-434,130,2025-11-15_22-14-07,14
707,-1733,-390,-454,87,-251,2025-11-15_22-14-07,15
336,-2032,-122,-355,263,70,2025-11-15_22-14-07,16
944,-1780,-300,853,590,194,2025-11-15_22-14-07,17
723,-2054,-398,-942,1033,-525,2025-11-15_22-14-07,18
383,-2016,-127,-579,-743,506,2025-11-15_22-14-07,19
629,-1794,-286,508,1236,289,2025-11-15_22-14-07,20
653,-1857,40,-580,601,-190,2025-11-15_22-14-07,21
907,-1625,-38,-347,182,74,2025-11-15_22-14-07,22
923,-1645,-33,507,1122,236,2025-11-15_22-14-07,23
680,-1814,204,-520,723,-201,2025-11-15_22-14-07,24
851,-1725,-92,-154,1562,257,2025-11-15_22-14-07,25
973,-1573,-720,-701,434,-222,2025-11-15_22-14-07,26
466,-1911,-163,-185,715,-17,2025-11-15_22-14-07,27
1021,-1767,-328,800,1193,452,2025-11-15_22-14-07,28
571,-2004,-535,-455,103,-176,2025-11-15_22-14-07,29
585,-1741,-55,662,66,155,2025-11-15_22-14-07,30
918,-1736,-653,-642,602,-312,2025-11-15_22-14-07,31
1009,-1738,-102,-218,438,-73,2025-11-15_22-14-07,32
947,-1901,-323,1017,321,344,2025-11-15_22-14-07,33
412,-2262,-81,-596,504,-431,2025-11-15_22-14-07,34
703,-1988,-21,-405,194,-14,2025-11-15_22-14-07,35
863,-1592,-278,-498,112,-74,2025-11-15_22-14-07,36
684,-1897,-154,-328,360,-96,2025-11-15_22-14-07,37
1039,-1853,-306,900,833,216,2025-11-15_22-14-07,38
896,-2179,-163,-926,1214,-543,2025-11-15_22-14-07,39
651,-1895,-118,-255,415,59,2025-11-15_22-14-07,40
