ax,ay,az,gx,gy,gz,session,reading_index
205,-1960,-417,-1058,515,-792,2025-11-15_23-18-02,11
287,-1857,-719,1323,393,296,2025-11-15_23-18-02,12
295,-1933,-375,-439,34,-130,2025-11-15_23-18-02,13
333,-1937,-520,830,1347,43,2025-11-15_23-18-02,14
129,-2132,-714,-764,-317,140,2025-11-15_23-18-02,15
-486,-2404,-350,-1169,2258,-600,2025-11-15_23-18-02,16
114,-1892,-599,-53,824,333,2025-11-15_23-18-02,17
303,-1912,-338,-327,14,-131,2025-11-15_23-18-02,18
-42,-2002,-449,1471,822,132,2025-11-15_23-18-02,19
420,-1937,-693,-605,-439,-51,2025-11-15_23-18-02,20
-92,-2331,39,-946,1143,-223,2025-11-15_23-18-02,21
-114,-1727,-798,281,-131,-37,2025-11-15_23-18-02,22
357,-1849,-399,-246,-120,-172,2025-11-15_23-18-02,23
190,-1969,-453,895,1140,140,2025-11-15_23-18-02,24
175,-2619,-663,-682,-421,-115,2025-11-15_23-18-02,25
192,-1913,-808,-236,-651,-200,2025-11-15_23-18-02,26
60,-2003,-535,1834,740,318,2025-11-15_23-18-02,27
332,-1947,-475,-544,-277,-136,2025-11-15_23-18-02,28
25,-1736,-491,-206,2119,-359,2025-11-15_23-18-02,29
282,-1701,-847,-616,790,216,2025-11-15_23-18-02,30
146,-2015,-654,-554,810,-199,2025-11-15_23-18-02,31
295,-1922,-435,1310,982,432,2025-11-15_23-18-02,32
36,-2569,-905,-687,-167,330,2025-11-15_23-18-02,33
700,-2544,-476,-616,579,-440,2025-11-15_23-18-02,34
91,-1885,-662,89,415,-234,2025-11-15_23-18-02,35
342,-1858,-453,-437,663,-11,2025-11-15_23-18-02,36
230,-1921,-600,769,-109,-245,2025-11-15_23-18-02,37
120,-2053,-878,-704,-327,195,2025-11-15_23-18-02,38
293,-1907,-258,-239,553,-285,2025-11-15_23-18-02,39
212,-1847,-836,1459,18,-286,2025-11-15_23-18-02,40
414,-1881,-614,-441,159,-73,2025-11-15_23-18-02,41
-19,-1785,-247,580,533,24,2025-11-15_23-18-02,42
70,-1715,-1048,-582,-390,111,2025-11-15_23-18-02,43
438,-1892,-186,-326,287,-283,2025-11-15_23-18-02,44
-22,-1958,-592,1328,1440,220,2025-11-15_23-18-02,45
321,-1888,-541,-539,399,-94,2025-11-15_23-18-02,46
53,-1801,-668,739,788,52,2025-11-15_23-18-02,47
319,-2155,-835,-609,-346,329,2025-11-15_23-18-02,48
351,-1912,-926,-370,43,-80,2025-11-15_23-18-02,49
-2,-1742,-744,558,1231,114,2025-11-15_23-18-02,50
285,-1840,-608,-426,212,73,2025-11-15_23-18-02,51
249,-1875,-613,819,2347,218,2025-11-15_23-18-02,52
52,-2137,-668,-452,-571,456,2025-11-15_23-18-02,53
32,-1707,-854,-453,219,-390,2025-11-15_23-18-02,54
112,-1675,-854,100,18,-276,2025-11-15_23-18-02,55
359,-1912,-417,-196,-34,-54,2025-11-15_23-18-02,56
-52,-2085,-533,1395,297,-65,2025-11-15_23-18-02,57
466,-1855,-791,-559,-231,12,2025-11-15_23-18-02,58
42,-1714,-289,-736,870,-264,2025-11-15_23-18-02,59
