ax,ay,az,gx,gy,gz,session,reading_index
214,-1885,-358,-1154,996,-234,2025-11-12_20-08-30,17
129,-1977,-105,-730,400,-432,2025-11-12_20-08-30,18
1334,-2315,-385,-1082,1088,41,2025-11-12_20-08-30,19
1360,-3615,2106,-1859,-2982,-459,2025-11-12_20-08-30,20
849,-2417,-1031,5475,-335,1524,2025-11-12_20-08-30,21
675,-800,-1637,2261,-741,871,2025-11-12_20-08-30,22
766,-3112,173,-3709,1112,-458,2025-11-12_20-08-30,23
-85,-2071,-334,-1325,1330,-48,2025-11-12_20-08-30,24
418,-1987,-243,-676,257,-14,2025-11-12_20-08-30,25
459,-1848,-521,-930,176,-346,2025-11-12_20-08-30,26
-1416,-1966,-353,-1827,6969,1321,2025-11-12_20-08-30,27
237,-2207,-1293,134,-682,-200,2025-11-12_20-08-30,28
1013,-2811,-962,-1819,259,-679,2025-11-12_20-08-30,29
207,-1996,-162,-548,437,-185,2025-11-12_20-08-30,30
619,-2012,-793,-733,-458,-467,2025-11-12_20-08-30,31
1097,-2233,-1540,-1072,-2673,-268,2025-11-12_20-08-30,32
1576,-2338,-1623,6403,-652,1300,2025-11-12_20-08-30,33
428,-985,-1603,2048,-1361,438,2025-11-12_20-08-30,34
850,-3881,819,-3768,1102,-762,2025-11-12_20-08-30,35
-26,-1945,29,-953,557,-184,2025-11-12_20-08-30,36
236,-2071,-337,-512,65,-198,2025-11-12_20-08-30,37
-880,-1946,-709,-453,-760,-120,2025-11-12_20-08-30,38
-443,-1483,336,-1078,2313,-396,2025-11-12_20-08-30,39
450,-777,-1443,1303,425,2342,2025-11-12_20-08-30,40
780,-2745,474,-2705,911,-657,2025-11-12_20-08-30,41
315,-1959,271,-903,-153,-459,2025-11-12_20-08-30,42
899,-1853,-261,-615,-169,-257,2025-11-12_20-08-30,43
-122,-1862,-649,-583,-1152,-515,2025-11-12_20-08-30,44
-271,-2615,-236,-930,-1858,-398,2025-11-12_20-08-30,45
805,-3058,-588,5395,1064,1498,2025-11-12_20-08-30,46
325,-915,-1411,1266,450,1304,2025-11-12_20-08-30,47
1084,-2678,239,-2789,1472,-486,2025-11-12_20-08-30,48
321,-1984,-473,-771,-152,-280,2025-11-12_20-08-30,49
212,-2027,-426,-516,354,-161,2025-11-12_20-08-30,50
3356,-1763,73,138,-1855,403,2025-11-12_20-08-30,51
1014,-1612,-1086,2862,-1873,625,2025-11-12_20-08-30,52
745,-2621,29,-3053,679,-785,2025-11-12_20-08-30,53
76,-1867,112,-1091,296,-354,2025-11-12_20-08-30,54
429,-1946,-162,-700,417,-167,2025-11-12_20-08-30,55
-652,-2260,-536,-355,-2643,-876,2025-11-12_20-08-30,56
614,-1721,-575,-1930,1577,-128,2025-11-12_20-09-30,0
879,-891,-1259,4405,722,2032,2025-11-12_20-09-30,1
333,-1214,-1060,153,1054,471,2025-11-12_20-09-30,2
930,-2691,404,-2872,242,-601,2025-11-12_20-09-30,3
110,-1847,103,-1250,119,-373,2025-11-12_20-09-30,4
296,-1748,-14,-697,34,-314,2025-11-12_20-09-30,5
-142,-1837,-342,606,-1226,372,2025-11-12_20-09-30,6
879,-1462,-1286,3022,-859,1193,2025-11-12_20-09-30,7
762,-2198,-1727,-2558,2788,-35,2025-11-12_20-09-30,8
-204,-1856,-177,-1360,-31,-535,2025-11-12_20-09-30,9
397,-1834,-285,-405,-170,-180,2025-11-12_20-09-30,10
-208,-2238,-502,-135,-1149,-184,2025-11-12_20-09-30,11
446,-2194,-1520,-2115,1586,-522,2025-11-12_20-09-30,12
-76,-856,-257,-1860,1342,-205,2025-11-12_20-09-30,13
602,-753,-1487,4830,1576,2113,2025-11-12_20-09-30,14
389,-995,-1082,1726,-878,1123,2025-11-12_20-09-30,15
912,-3529,230,-3696,870,-60,2025-11-12_20-09-30,16
204,-1765,-348,-1034,886,-224,2025-11-12_20-09-30,17
109,-1857,-95,-620,380,-422,2025-11-12_20-09-30,18
1314,-2195,-365,-962,968,21,2025-11-12_20-09-30,19
1340,-3495,2096,-1739,-2862,-439,2025-11-12_20-09-30,20
829,-2297,-1011,5355,-315,1504,2025-11-12_20-09-30,21
655,-680,-1617,2141,-721,851,2025-11-12_20-09-30,22
746,-3002,153,-3589,1092,-438,2025-11-12_20-09-30,23
-75,-1951,-324,-1205,1210,-28,2025-11-12_20-09-30,24
398,-1867,-223,-556,237,4,2025-11-12_20-09-30,25
439,-1728,-501,-810,156,-326,2025-11-12_20-09-30,26
-1436,-1846,-333,-1707,5949,1301,2025-11-12_20-09-30,27
217,-2087,-1273,104,-662,-180,2025-11-12_20-09-30,28
993,-2691,-942,-1699,239,-659,2025-11-12_20-09-30,29
187,-1876,-142,-428,417,-165,2025-11-12_20-09-30,30
599,-1892,-773,-613,-438,-447,2025-11-12_20-09-30,31
1077,-2113,-1520,-952,-2553,-248,2025-11-12_20-09-30,32
1556,-2218,-1603,6283,-632,1380,2025-11-12_20-09-30,33
408,-865,-1583,1928,-1341,418,2025-11-12_20-09-30,34
830,-3761,799,-3648,1082,-742,2025-11-12_20-09-30,35
-6,-1815,9,-833,537,-164,2025-11-12_20-09-30,36
216,-1951,-317,-392,45,-178,2025-11-12_20-09-30,37
-900,-1826,-689,-333,-740,-100,2025-11-12_20-09-30,38
-463,-1363,316,-958,2193,-376,2025-11-12_20-09-30,39
430,-657,-1423,1283,405,2322,2025-11-12_20-09-30,40
760,-2625,454,-2685,891,-637,2025-11-12_20-09-30,41
295,-1839,251,-783,-133,-439,2025-11-12_20-09-30,42
879,-1733,-241,-495,-149,-237,2025-11-12_20-09-30,43
-142,-1742,-629,-463,-1032,-495,2025-11-12_20-09-30,44
-291,-2495,-216,-810,-1738,-378,2025-11-12_20-09-30,45
785,-2938,-568,5275,1044,1478,2025-11-12_20-09-30,46
305,-795,-1391,1146,430,1284,2025-11-12_20-09-30,47
1064,-2558,219,-2669,1452,-466,2025-11-12_20-09-30,48
301,-1864,-453,-651,-132,-260,2025-11-12_20-09-30,49
192,-1907,-406,-396,334,-141,2025-11-12_20-09-30,50
3336,-1643,53,108,-1735,393,2025-11-12_20-09-30,51
1004,-1492,-1066,2742,-1753,605,2025-11-12_20-09-30,52
725,-2501,9,-2933,659,-765,2025-11-12_20-09-30,53
56,-1747,92,-971,286,-334,2025-11-12_20-09-30,54
409,-1826,-142,-580,397,-147,2025-11-12_20-09-30,55
-662,-2140,-516,-235,-2523,-866,2025-11-12_20-09-30,56
700,-730,-590,-2000,1580,-130,2025-11-12_20-10-30,0
970,-880,-1260,4500,730,2030,2025-11-12_20-10-30,1
430,-1220,-1080,160,1060,480,2025-11-12_20-10-30,2
1030,-2790,410,-2970,250,-620,2025-11-12_20-10-30,3
120,-1940,100,-1350,120,-380,2025-11-12_20-10-30,4
300,-1840,0,-790,30,-320,2025-11-12_20-10-30,5
-130,-1930,-340,700,-1320,380,2025-11-12_20-10-30,6
970,-1560,-1280,3120,-850,1190,2025-11-12_20-10-30,7
760,-2290,-1720,-2650,2880,-30,2025-11-12_20-10-30,8
-200,-1950,-170,-1460,-30,-530,2025-11-12_20-10-30,9
390,-1930,-280,-500,-170,-180,2025-11-12_20-10-30,10
-200,-2330,-500,-230,-1240,-180,2025-11-12_20-10-30,11
440,-2290,-1520,-2210,1680,-520,2025-11-12_20-10-30,12
-70,-950,-250,-1960,1440,-200,2025-11-12_20-10-30,13
600,-850,-1480,4930,1670,2110,2025-11-12_20-10-30,14
380,-1090,-1080,1820,-970,1120,2025-11-12_20-10-30,15
910,-3620,230,-3790,970,-60,2025-11-12_20-10-30,16
200,-1860,-340,-1130,980,-220,2025-11-12_20-10-30,17
100,-1950,-90,-720,480,-420,2025-11-12_20-10-30,18
1310,-2290,-360,-1060,1060,20,2025-11-12_20-10-30,19
1340,-3590,2090,-1830,-2960,-430,2025-11-12_20-10-30,20
820,-2390,-1010,5450,-310,1500,2025-11-12_20-10-30,21
650,-780,-1610,2240,-720,850,2025-11-12_20-10-30,22
740,-3090,150,-3680,1090,-430,2025-11-12_20-10-30,23
-70,-2050,-320,-1300,1310,-20,2025-11-12_20-10-30,24
390,-1960,-220,-650,230,0,2025-11-12_20-10-30,25
430,-1820,-500,-910,150,-320,2025-11-12_20-10-30,26
-1430,-1940,-330,-1800,6940,1300,2025-11-12_20-10-30,27
210,-2180,-1270,110,-660,-180,2025-11-12_20-10-30,28
990,-2790,-940,-1790,230,-650,2025-11-12_20-10-30,29
190,-1970,-140,-520,410,-160,2025-11-12_20-10-30,30
590,-1990,-770,-710,-430,-440,2025-11-12_20-10-30,31
1070,-2210,-1520,-1050,-2650,-240,2025-11-12_20-10-30,32
1550,-2310,-1600,6380,-630,1380,2025-11-12_20-10-30,33
400,-960,-1580,2020,-1340,410,2025-11-12_20-10-30,34
830,-3860,790,-3740,1080,-740,2025-11-12_20-10-30,35
0,-1910,10,-930,530,-160,2025-11-12_20-10-30,36
210,-2050,-310,-490,40,-170,2025-11-12_20-10-30,37
-900,-1920,-680,-430,-740,-100,2025-11-12_20-10-30,38
-460,-1460,310,-1050,2290,-370,2025-11-12_20-10-30,39
430,-750,-1420,1380,400,2320,2025-11-12_20-10-30,40
760,-2720,450,-2780,890,-630,2025-11-12_20-10-30,41
290,-1930,250,-880,-130,-430,2025-11-12_20-10-30,42
870,-1830,-240,-590,-140,-230,2025-11-12_20-10-30,43
-140,-1840,-620,-560,-1130,-490,2025-11-12_20-10-30,44
-290,-2590,-210,-910,-1830,-370,2025-11-12_20-10-30,45
780,-3030,-560,5370,1040,1470,2025-11-12_20-10-30,46
300,-890,-1390,1240,430,1280,2025-11-12_20-10-30,47
1060,-2650,210,-2760,1450,-460,2025-11-12_20-10-30,48
300,-1960,-450,-750,-130,-260,2025-11-12_20-10-30,49
190,-2000,-400,-490,330,-140,2025-11-12_20-10-30,50
3330,-1740,50,110,-1830,390,2025-11-12_20-10-30,51
1000,-1590,-1060,2840,-1850,600,2025-11-12_20-10-30,52
720,-2600,10,-3030,650,-760,2025-11-12_20-10-30,53
50,-1840,90,-1070,280,-330,2025-11-12_20-10-30,54
400,-1920,-140,-680,390,-140,2025-11-12_20-10-30,55
-660,-2240,-510,-330,-2620,-860,2025-11-12_20-10-30,56
692,-1860,-195,-348,35,-244,2025-11-15_11-47-03,0
351,-1627,-47,-1001,984,-673,2025-11-15_11-47-03,1
628,-1924,-506,-1226,-2119,-625,2025-11-15_11-47-03,2
220,-1937,-422,-369,376,-50,2025-11-15_11-47-03,3
549,-1924,-499,2275,1078,829,2025-11-15_11-47-03,4
89,-2803,-720,-1020,-315,202,2025-11-15_11-47-03,5
442,-1971,-473,13,-994,-349,2025-11-15_11-47-03,6
65,-1518,-1098,1260,1722,-78,2025-11-15_11-47-03,7
560,-1890,-395,-505,188,-254,2025-11-15_11-47-03,8
229,-1540,112,-871,783,-200,2025-11-15_11-47-03,9
335,-2082,-269,-997,-2477,-827,2025-11-15_11-47-03,10
378,-1937,-80,-353,-464,-281,2025-11-15_11-47-03,11
-8,-1556,182,1654,1120,153,2025-11-15_11-47-03,12
56,-2474,-325,-1550,-525,250,2025-11-15_11-47-03,13
405,-1960,-391,-359,-47,-369,2025-11-15_11-47-03,14
297,-1724,67,2694,35,646,2025-11-15_11-47-03,15
-195,-2041,-46,-1523,-340,80,2025-11-15_11-47-03,16
538,-1928,-400,-690,976,-502,2025-11-15_11-47-03,17
-31,-2315,-581,4020,317,1205,2025-11-15_11-47-03,18
729,-2193,112,-1069,-931,156,2025-11-15_11-47-03,19
1689,-1666,-451,-456,-1342,-298,2025-11-15_11-47-03,20
785,-1399,-1037,2022,1565,943,2025-11-15_11-47-03,21
415,-1982,-697,-370,190,105,2025-11-15_11-47-03,22
90,-1281,19,-565,1325,-583,2025-11-15_11-47-03,23
110,-2295,-265,-1188,-508,331,2025-11-15_11-47-03,24
486,-1945,-336,-887,1669,-590,2025-11-15_11-47-03,25
273,-2255,-815,3698,-152,1269,2025-11-15_11-47-03,26
537,-1930,-735,-596,-235,-49,2025-11-15_11-47-03,27
40,-2618,-119,-1369,-1399,-636,2025-11-15_11-47-03,28
2,-1162,-1178,744,70,-697,2025-11-15_11-47-03,29
436,-1866,-25,-308,215,-229,2025-11-15_11-47-03,30
223,-1596,-151,-884,1324,-489,2025-11-15_11-47-03,31
431,-2294,53,-1409,-1889,-421,2025-11-15_11-47-03,32
520,-1891,-255,-411,-351,-207,2025-11-15_11-47-03,33
227,-1638,-60,-953,1449,-560,2025-11-15_11-47-03,34
1028,-2007,-1552,-1669,-71,-1031,2025-11-15_11-47-03,35
452,-1882,-294,-388,99,-230,2025-11-15_11-47-03,36
-1485,-4183,871,-1205,2799,-470,2025-11-15_11-47-03,37
885,-1242,-841,812,807,637,2025-11-15_11-47-03,38
415,-1967,-304,-295,263,-219,2025-11-15_11-47-03,39
680,-1880,-215,2697,434,157,2025-11-15_11-47-03,40
275,-1969,-494,-1103,-28,321,2025-11-15_11-47-03,41
355,-1908,-608,-346,-1513,-323,2025-11-15_11-47-03,42
-282,-1474,-1507,3036,-526,-825,2025-11-15_11-47-03,43
619,-1916,-194,-582,-82,-192,2025-11-15_11-47-03,44
56,-1586,142,-443,624,-260,2025-11-15_11-47-03,45
-126,-2874,-336,-1559,-716,78,2025-11-15_11-47-03,46
212,-2046,-238,-158,-383,-341,2025-11-15_11-47-03,47
217,-2072,-664,3572,205,1427,2025-11-15_11-47-03,48
488,-2043,-508,-736,-527,54,2025-11-15_11-47-03,49
2091,-1834,-935,-1050,-1123,-879,2025-11-15_11-47-03,50
47,-1130,-1171,1015,1064,-447,2025-11-15_11-47-03,51
419,-1976,-129,-361,24,-193,2025-11-15_11-47-03,52
-164,-1427,156,-120,1255,-186,2025-11-15_11-47-03,53
45,-2425,-404,-1671,-1147,-240,2025-11-15_11-47-03,54
622,-1932,-266,-185,159,-295,2025-11-15_11-47-03,55
95,-2227,-372,3824,682,1416,2025-11-15_11-47-03,56
590,-2413,-721,-1051,71,240,2025-11-15_11-48-03,0
533,-1952,-502,-746,1261,-418,2025-11-15_11-48-03,1
574,-1577,-1048,2662,824,306,2025-11-15_11-48-03,2
556,-1963,-352,-369,33,-80,2025-11-15_11-48-03,3
238,-1634,-100,-1261,1772,-444,2025-11-15_11-48-03,4
97,-2575,-232,-1207,-1279,43,2025-11-15_11-48-03,5
141,-2019,-281,-427,533,-388,2025-11-15_11-48-03,6
307,-1611,-1192,3072,865,130,2025-11-15_11-48-03,7
500,-1903,-314,-480,106,-211,2025-11-15_11-48-03,8
355,-1653,-269,-1462,1924,-695,2025-11-15_11-48-03,9
38,-2521,-165,-1546,-611,167,2025-11-15_11-48-03,10
1306,-1785,-300,-736,214,-335,2025-11-15_11-48-03,11
378,-1580,-1111,3096,956,23,2025-11-15_11-48-03,12
609,-1924,-412,-513,117,-196,2025-11-15_11-48-03,13
359,-1880,-68,1855,1496,6,2025-11-15_11-48-03,14
254,-2020,-124,-851,-105,213,2025-11-15_11-48-03,15
-956,-3899,-85,-2005,4116,-954,2025-11-15_11-48-03,16
404,-1729,-952,-163,-552,-10,2025-11-15_11-48-03,17
1003,-1882,-645,-113,196,89,2025-11-15_11-48-03,18
-22,-2157,-412,3108,-276,911,2025-11-15_11-48-03,19
657,-1835,-454,-647,-734,-284,2025-11-15_11-48-03,20
1283,-2216,-1096,-1001,-723,-900,2025-11-15_11-48-03,21
-83,-1722,-1030,-20,384,-285,2025-11-15_11-48-03,22
481,-1901,-226,-149,-237,-205,2025-11-15_11-48-03,23
182,-1782,24,2432,723,315,2025-11-15_11-48-03,24
370,-1996,-567,-971,-430,57,2025-11-15_11-48-03,25
1643,-2167,-1250,-1201,165,-788,2025-11-15_11-48-03,26
987,-1964,-1492,-1392,477,-517,2025-11-15_11-48-03,27
420,-1929,-260,-195,-372,-157,2025-11-15_11-48-03,28
-187,-2121,-106,3072,74,954,2025-11-15_11-48-03,29
439,-2072,-372,-1028,-310,18,2025-11-15_11-48-03,30
744,-2212,-776,-1004,1021,-872,2025-11-15_11-48-03,31
1066,-1902,-1448,-1318,81,-720,2025-11-15_11-48-03,32
179,-1965,-283,-646,1205,-294,2025-11-15_11-48-03,33
444,-1940,-1013,2598,1683,1360,2025-11-15_11-48-03,34
464,-1916,-545,-548,-128,-14,2025-11-15_11-48-03,35
318,-1625,-2,-660,1192,-492,2025-11-15_11-48-03,36
170,-2354,-255,-1584,-225,180,2025-11-15_11-48-03,37
574,-1930,-521,-603,1188,-414,2025-11-15_11-48-03,38
-82,-1593,-1433,2768,-831,-663,2025-11-15_11-48-03,39
535,-1956,-244,-463,130,-249,2025-11-15_11-48-03,40
181,-1654,-33,161,512,-250,2025-11-15_11-48-03,41
259,-2474,-296,-1462,-869,105,2025-11-15_11-48-03,42
523,-1961,-140,-356,-296,-342,2025-11-15_11-48-03,43
27,-1381,-1274,2057,546,-85,2025-11-15_11-48-03,44
589,-1926,-389,-182,-2,-204,2025-11-15_11-48-03,45
522,-1487,465,1086,-230,-290,2025-11-15_11-48-03,46
228,-2025,-503,-1224,-19,135,2025-11-15_11-48-03,47
236,-2145,-806,-392,-1985,-330,2025-11-15_11-48-03,48
78,-1165,-1200,1102,-66,-619,2025-11-15_11-48-03,49
481,-1952,-299,-179,24,-141,2025-11-15_11-48-03,50
669,-2065,-649,2645,1423,851,2025-11-15_11-48-03,51
340,-1954,-531,-142,272,-81,2025-11-15_11-48-03,52
466,-1760,40,1149,1792,-86,2025-11-15_11-48-03,53
413,-1956,-588,-703,-11,247,2025-11-15_11-48-03,54
112,-1900,-680,-2066,3751,-572,2025-11-15_11-48-03,55
-127,-2077,-697,-1046,-1643,-421,2025-11-15_11-48-03,56
398,-1851,-675,-777,21,-268,2025-11-15_11-49-04,0
-713,-2215,-704,-1728,-3,-1243,2025-11-15_11-49-04,1
335,-1529,-1081,2451,230,-393,2025-11-15_11-49-04,2
491,-1962,-92,-683,20,-108,2025-11-15_11-49-04,3
-74,-2181,2583,-1501,971,-1032,2025-11-15_11-49-04,4
218,-1384,-1195,1023,726,-537,2025-11-15_11-49-04,5
596,-1953,-328,-482,59,-244,2025-11-15_11-49-04,6
409,-1554,-123,-891,1427,-307,2025-11-15_11-49-04,7
564,-2392,-563,-715,-2113,-165,2025-11-15_11-49-04,8
701,-1937,-561,-429,-389,-345,2025-11-15_11-49-04,9
46,-1303,-1080,1981,-747,-669,2025-11-15_11-49-04,10
484,-1920,41,-512,234,-200,2025-11-15_11-49-04,11
35,-1480,380,957,1504,31,2025-11-15_11-49-04,12
246,-2174,-444,-1226,-1051,155,2025-11-15_11-49-04,13
424,-1972,-171,-537,188,-361,2025-11-15_11-49-04,14
159,-1943,-1025,3432,1312,-108,2025-11-15_11-49-04,15
446,-1919,-393,-534,72,-214,2025-11-15_11-49-04,16
202,-1989,-1633,-2409,3776,-473,2025-11-15_11-49-04,17
682,-1976,-1059,-572,-630,-794,2025-11-15_11-49-04,18
579,-1903,-90,-321,-294,-288,2025-11-15_11-49-04,19
-8,-1724,168,2569,-87,599,2025-11-15_11-49-04,20
280,-2605,-407,-1164,-520,67,2025-11-15_11-49-04,21
-221,-2142,-242,-209,-1194,-745,2025-11-15_11-49-04,22
202,-1584,-1072,2639,1341,728,2025-11-15_11-49-04,23
265,-1947,-209,-704,605,-141,2025-11-15_11-49-04,24
331,-1667,-338,-342,2276,-487,2025-11-15_11-49-04,25
145,-2466,-22,-1730,-1139,58,2025-11-15_11-49-04,26
423,-2000,-328,-500,1410,-424,2025-11-15_11-49-04,27
441,-1862,-1177,1709,2035,448,2025-11-15_11-49-04,28
473,-2001,-93,-415,164,-140,2025-11-15_11-49-04,29
-651,-3536,2246,-697,717,-974,2025-11-15_11-49-04,30
820,-1844,-868,-867,-1759,-857,2025-11-15_11-49-04,31
448,-1924,-206,-213,-261,-220,2025-11-15_11-49-04,32
245,-1833,200,2970,273,600,2025-11-15_11-49-04,33
526,-2530,-940,-1169,-235,22,2025-11-15_11-49-04,34
347,-1894,-752,-679,-131,-340,2025-11-15_11-49-04,35
324,-1776,-1351,3344,1205,288,2025-11-15_11-49-04,36
563,-1901,-289,-644,-9,-153,2025-11-15_11-49-04,37
-402,-1984,-789,-1743,-168,-1183,2025-11-15_11-49-04,38
43,-1657,-1175,-49,471,-762,2025-11-15_11-49-04,39
513,-1880,-336,-287,-33,-197,2025-11-15_11-49-04,40
208,-1343,64,-765,1426,-478,2025-11-15_11-49-04,41
55,-2481,-5,-2050,-17,-69,2025-11-15_11-49-04,42
-876,-2878,-1638,-2566,4364,-843,2025-11-15_11-49-04,43
210,-1884,-187,-1366,-1216,-144,2025-11-15_11-49-04,44
755,-1961,-462,-363,262,-329,2025-11-15_11-49-04,45
113,-2113,-178,3631,152,801,2025-11-15_11-49-04,46
619,-2320,-215,-944,-921,245,2025-11-15_11-49-04,47
478,-1915,-410,-618,-599,-317,2025-11-15_11-49-04,48
135,-1576,-943,2768,742,164,2025-11-15_11-49-04,49
503,-1966,-286,-815,237,-155,2025-11-15_11-49-04,50
989,-1464,-1125,-1481,-1579,-724,2025-11-15_11-49-04,51
126,-1880,-1022,3421,408,-143,2025-11-15_11-49-04,52
549,-2004,-618,-720,168,-58,2025-11-15_11-49-04,53
870,-1951,-1179,-1403,-242,-723,2025-11-15_11-49-04,54
137,-1264,-1250,863,551,-485,2025-11-15_11-49-04,55
589,-1921,-152,-369,-46,-207,2025-11-15_11-49-04,56
378,-1594,-256,-1145,1646,-763,2025-11-15_11-50-05,0
73,-2622,-389,-1555,-1349,-457,2025-11-15_11-50-05,1
145,-2117,-311,-417,871,-389,2025-11-15_11-50-05,2
70,-2113,-1037,3597,719,944,2025-11-15_11-50-05,3
576,-1868,-437,-709,-208,-98,2025-11-15_11-50-05,4
-1867,-2183,-745,-1694,302,-1373,2025-11-15_11-50-05,5
246,-1382,-1263,238,1168,-194,2025-11-15_11-50-05,6
610,-1900,-455,-369,-271,-158,2025-11-15_11-50-05,7
318,-2043,-142,3400,311,725,2025-11-15_11-50-05,8
472,-2033,-407,-1133,-627,39,2025-11-15_11-50-05,9
1124,-2417,-598,-833,328,-933,2025-11-15_11-50-05,10
160,-1161,-1334,1496,289,-780,2025-11-15_11-50-05,11
649,-1889,-184,-343,65,-199,2025-11-15_11-50-05,12
183,-1666,211,774,249,-207,2025-11-15_11-50-05,13
414,-2127,-881,176,-2938,-285,2025-11-15_11-50-05,14
624,-2046,-719,-1267,682,-837,2025-11-15_11-50-05,15
562,-1577,-1327,-700,-90,-278,2025-11-15_11-50-05,16
424,-1961,-441,-189,-246,-226,2025-11-15_11-50-05,17
265,-1912,-154,2482,1631,783,2025-11-15_11-50-05,18
531,-2127,-276,-1207,-1031,137,2025-11-15_11-50-05,19
32,-2145,-705,-1000,-363,-278,2025-11-15_11-50-05,20
-164,-2349,-623,3061,-322,307,2025-11-15_11-50-05,21
477,-2001,-750,-853,264,-200,2025-11-15_11-50-05,22
121,-1747,-1545,-2451,4339,-208,2025-11-15_11-50-05,23
690,-1406,-1252,-897,342,-322,2025-11-15_11-50-05,24
460,-1920,-125,-401,0,-267,2025-11-15_11-50-05,25
116,-1533,202,1299,1469,184,2025-11-15_11-50-05,26
106,-2349,-25,-1814,-928,-112,2025-11-15_11-50-05,27
-16,-2085,-445,-273,341,-252,2025-11-15_11-50-05,28
594,-2203,-458,3153,2579,1443,2025-11-15_11-50-05,29
371,-1913,-169,-586,-62,0,2025-11-15_11-50-05,30
144,-2388,-250,-2417,4923,-51,2025-11-15_11-50-05,31
1133,-2222,-1189,-1282,808,-199,2025-11-15_11-50-05,32
352,-1933,-454,-170,-82,-271,2025-11-15_11-50-05,33
155,-1697,46,2532,-562,608,2025-11-15_11-50-05,34
550,-2042,-539,-908,-692,-131,2025-11-15_11-50-05,35
320,-1978,-558,-706,-157,-627,2025-11-15_11-50-05,36
294,-1295,-1235,2661,518,238,2025-11-15_11-50-05,37
430,-1889,-15,-673,23,-189,2025-11-15_11-50-05,38
-1031,-2041,-896,-2302,1687,-1585,2025-11-15_11-50-05,39
160,-1084,-1423,1283,765,-422,2025-11-15_11-50-05,40
410,-1889,-450,-508,192,-141,2025-11-15_11-50-05,41
449,-1557,-194,-1316,916,-833,2025-11-15_11-50-05,42
930,-2065,-1468,-1138,-264,-828,2025-11-15_11-50-05,43
5,-1818,1227,-251,289,-201,2025-11-15_11-50-05,44
-7,-2206,-217,3701,13,696,2025-11-15_11-50-05,45
469,-2106,-860,392,-1290,467,2025-11-15_11-50-05,46
388,-2002,-314,-345,399,-302,2025-11-15_11-50-05,47
-228,-1862,-826,2415,-836,-1153,2025-11-15_11-50-05,48
501,-1861,-426,-277,-77,-231,2025-11-15_11-50-05,49
265,-1508,36,-469,784,-307,2025-11-15_11-50-05,50
196,-2565,-472,-1440,-772,64,2025-11-15_11-50-05,51
267,-2091,-235,-381,349,-367,2025-11-15_11-50-05,52
228,-2410,-538,3468,2461,826,2025-11-15_11-50-05,53
560,-1955,-636,-358,196,-172,2025-11-15_11-50-05,54
344,-1585,-393,-832,1467,-515,2025-11-15_11-50-05,55
1275,-2017,-2021,-1017,-233,-483,2025-11-15_11-50-05,56
508,-1845,-315,1821,-341,648,2025-11-15_15-12-29,0
956,-1672,-475,611,212,-294,2025-11-15_15-12-29,1
940,-1741,-450,55,-42,-632,2025-11-15_15-12-29,2
-506,-2176,-470,-886,1144,-151,2025-11-15_15-12-29,3
840,-2001,-371,2739,241,433,2025-11-15_15-12-29,4
891,-1949,-367,-1703,1778,-171,2025-11-15_15-12-29,5
540,-1942,-385,-480,193,7,2025-11-15_15-12-29,6
306,-1435,-349,1443,-2980,242,2025-11-15_15-12-29,7
231,-1912,-531,-662,-560,-787,2025-11-15_15-12-29,8
910,-1791,-98,-486,271,131,2025-11-15_15-12-29,9
424,-1945,-1137,3416,-231,326,2025-11-15_15-12-29,10
608,-2037,53,-1609,899,-202,2025-11-15_15-12-29,11
479,-1923,-263,-596,377,91,2025-11-15_15-12-29,12
293,-1634,-413,-477,-2375,137,2025-11-15_15-12-29,13
396,-1466,-858,1012,1521,950,2025-11-15_15-12-29,14
674,-1914,-447,-802,-131,-83,2025-11-15_15-12-29,15
502,-2412,-346,-1822,700,-21,2025-11-15_15-12-29,16
944,-1749,-869,3104,650,792,2025-11-15_15-12-29,17
79,-2781,88,-1543,1060,-268,2025-11-15_15-12-29,18
-47,-1944,-202,-921,184,36,2025-11-15_15-12-29,19
471,-1208,423,36,1234,340,2025-11-15_15-12-29,20
666,-2308,160,-1375,1181,-135,2025-11-15_15-12-29,21
722,-1833,-140,-679,-95,-34,2025-11-15_15-12-29,22
74,-1533,147,641,-2075,331,2025-11-15_15-12-29,23
670,-2114,31,-1231,0,-760,2025-11-15_15-12-29,24
729,-1911,-251,-611,885,111,2025-11-15_15-12-29,25
384,-2012,-1281,4040,-1815,-803,2025-11-15_15-12-29,26
787,-1839,-637,197,-153,-418,2025-11-15_15-12-29,27
1564,-1526,-341,-993,-1035,466,2025-11-15_15-12-29,28
573,-1205,-1238,483,102,855,2025-11-15_15-12-29,29
254,-1950,-117,-650,219,130,2025-11-15_15-12-29,30
834,-1351,131,501,-1054,-428,2025-11-15_15-12-29,31
1157,-2013,-640,-1442,158,-445,2025-11-15_15-12-29,32
277,-1925,-140,-590,-954,96,2025-11-15_15-12-29,33
665,-1532,-976,2554,-158,165,2025-11-15_15-12-29,34
706,-1921,-590,-402,-200,5,2025-11-15_15-12-29,35
495,-1707,-606,-1283,-2330,205,2025-11-15_15-12-29,36
375,-1470,-1176,1180,532,497,2025-11-15_15-12-29,37
505,-1924,-392,-639,-153,-7,2025-11-15_15-12-29,38
-708,-2378,-1427,-1851,1892,388,2025-11-15_15-12-29,39
719,-1472,-981,3302,667,814,2025-11-15_15-12-29,40
