T,P,session,reading_index
29.55,908.66,2025-11-08_18-00-58,54
29.57,908.69,2025-11-08_18-00-58,55
30.6,912.4,2025-11-08_18-00-58,56
30.6,912.4,2025-11-08_18-00-58,57
29.44,909.39,2025-11-08_18-02-01,0
29.41,909.27,2025-11-08_18-02-01,1
29.42,909.25,2025-11-08_18-02-01,2
29.41,909.28,2025-11-08_18-02-01,3
29.41,909.24,2025-11-08_18-02-01,4
29.42,909.29,2025-11-08_18-02-01,5
29.41,909.32,2025-11-08_18-02-01,6
29.43,909.29,2025-11-08_18-02-01,7
29.43,909.29,2025-11-08_18-02-01,8
29.43,909.28,2025-11-08_18-02-01,9
29.42,909.14,2025-11-08_18-02-01,10
29.44,909.14,2025-11-08_18-02-01,11
29.43,909.16,2025-11-08_18-02-01,12
29.44,909.06,2025-11-08_18-02-01,13
29.45,909.18,2025-11-08_18-02-01,14
29.45,909.05,2025-11-08_18-02-01,15
29.45,908.96,2025-11-08_18-02-01,16
29.46,908.99,2025-11-08_18-02-01,17
29.47,908.95,2025-11-08_18-02-01,18
29.47,908.89,2025-11-08_18-02-01,19
29.48,908.94,2025-11-08_18-02-01,20
29.47,908.88,2025-11-08_18-02-01,21
29.48,908.82,2025-11-08_18-02-01,22
29.47,908.75,2025-11-08_18-02-01,23
29.48,908.78,2025-11-08_18-02-01,24
29.49,908.8,2025-11-08_18-02-01,25
29.5,908.73,2025-11-08_18-02-01,26
29.49,908.68,2025-11-08_18-02-01,27
29.5,908.69,2025-11-08_18-02-01,28
29.5,908.65,2025-11-08_18-02-01,29
29.5,908.57,2025-11-08_18-02-01,30
29.51,908.61,2025-11-08_18-02-01,31
29.52,908.65,2025-11-08_18-02-01,32
29.51,908.8,2025-11-08_18-02-01,33
29.51,908.72,2025-11-08_18-02-01,34
29.52,908.64,2025-11-08_18-02-01,35
29.51,908.57,2025-11-08_18-02-01,36
29.5,908.56,2025-11-08_18-02-01,37
29.51,908.66,2025-11-08_18-02-01,38
29.51,908.58,2025-11-08_18-02-01,39
29.52,908.62,2025-11-08_18-02-01,40
29.53,908.7,2025-11-08_18-02-01,41
29.51,908.66,2025-11-08_18-02-01,42
29.5,908.62,2025-11-08_18-02-01,43
29.51,908.65,2025-11-08_18-02-01,44
29.51,908.66,2025-11-08_18-02-01,45
29.52,908.69,2025-11-08_18-02-01,46
29.52,908.67,2025-11-08_18-02-01,47
29.52,908.66,2025-11-08_18-02-01,48
29.54,908.72,2025-11-08_18-02-01,49
29.53,908.67,2025-11-08_18-02-01,50
29.55,908.75,2025-11-08_18-02-01,51
29.54,908.7,2025-11-08_18-02-01,52
29.55,908.68,2025-11-08_18-02-01,53
29.55,908.66,2025-11-08_18-02-01,54
29.57,908.69,2025-11-08_18-02-01,55
30.6,912.4,2025-11-08_18-02-01,56
30.6,912.4,2025-11-08_18-02-01,57
29.44,909.39,2025-11-08_18-03-01,0
29.41,909.27,2025-11-08_18-03-01,1
29.42,909.25,2025-11-08_18-03-01,2
29.41,909.28,2025-11-08_18-03-01,3
29.41,909.24,2025-11-08_18-03-01,4
29.42,909.29,2025-11-08_18-03-01,5
29.41,909.32,2025-11-08_18-03-01,6
29.43,909.29,2025-11-08_18-03-01,7
29.43,909.29,2025-11-08_18-03-01,8
29.43,909.28,2025-11-08_18-03-01,9
29.42,909.14,2025-11-08_18-03-01,10
29.44,909.14,2025-11-08_18-03-01,11
29.43,909.16,2025-11-08_18-03-01,12
29.44,909.06,2025-11-08_18-03-01,13
29.45,909.18,2025-11-08_18-03-01,14
29.45,909.05,2025-11-08_18-03-01,15
29.45,908.96,2025-11-08_18-03-01,16
29.46,908.99,2025-11-08_18-03-01,17
29.47,908.95,2025-11-08_18-03-01,18
29.47,908.89,2025-11-08_18-03-01,19
29.48,908.94,2025-11-08_18-03-01,20
29.47,908.88,2025-11-08_18-03-01,21
29.48,908.82,2025-11-08_18-03-01,22
29.47,908.75,2025-11-08_18-03-01,23
29.48,908.78,2025-11-08_18-03-01,24
29.49,908.8,2025-11-08_18-03-01,25
29.5,908.73,2025-11-08_18-03-01,26
29.49,908.68,2025-11-08_18-03-01,27
29.5,908.69,2025-11-08_18-03-01,28
29.5,908.65,2025-11-08_18-03-01,29
29.5,908.57,2025-11-08_18-03-01,30
29.51,908.61,2025-11-08_18-03-01,31
29.52,908.65,2025-11-08_18-03-01,32
29.51,908.8,2025-11-08_18-03-01,33
29.51,908.72,2025-11-08_18-03-01,34
29.52,908.64,2025-11-08_18-03-01,35
29.51,908.57,2025-11-08_18-03-01,36
29.5,908.56,2025-11-08_18-03-01,37
29.51,908.66,2025-11-08_18-03-01,38
29.51,908.58,2025-11-08_18-03-01,39
29.52,908.62,2025-11-08_18-03-01,40
29.53,908.7,2025-11-08_18-03-01,41
29.51,908.66,2025-11-08_18-03-01,42
29.5,908.62,2025-11-08_18-03-01,43
29.51,908.65,2025-11-08_18-03-01,44
29.51,908.66,2025-11-08_18-03-01,45
29.52,908.69,2025-11-08_18-03-01,46
29.52,908.67,2025-11-08_18-03-01,47
29.52,908.66,2025-11-08_18-03-01,48
29.54,908.72,2025-11-08_18-03-01,49
29.53,908.67,2025-11-08_18-03-01,50
29.55,908.75,2025-11-08_18-03-01,51
29.54,908.7,2025-11-08_18-03-01,52
29.55,908.68,2025-11-08_18-03-01,53
29.55,908.66,2025-11-08_18-03-01,54
29.57,908.69,2025-11-08_18-03-01,55
30.6,912.4,2025-11-08_18-03-01,56
30.6,912.4,2025-11-08_18-03-01,57
29.44,909.39,2025-11-08_18-04-03,0
29.41,909.27,2025-11-08_18-04-03,1
29.42,909.25,2025-11-08_18-04-03,2
29.41,909.28,2025-11-08_18-04-03,3
29.41,909.24,2025-11-08_18-04-03,4
29.42,909.29,2025-11-08_18-04-03,5
29.41,909.32,2025-11-08_18-04-03,6
29.43,909.29,2025-11-08_18-04-03,7
29.43,909.29,2025-11-08_18-04-03,8
29.43,909.28,2025-11-08_18-04-03,9
29.42,909.14,2025-11-08_18-04-03,10
29.44,909.14,2025-11-08_18-04-03,11
29.43,909.16,2025-11-08_18-04-03,12
29.44,909.06,2025-11-08_18-04-03,13
29.45,909.18,2025-11-08_18-04-03,14
29.45,909.05,2025-11-08_18-04-03,15
29.45,908.96,2025-11-08_18-04-03,16
29.46,908.99,2025-11-08_18-04-03,17
29.47,908.95,2025-11-08_18-04-03,18
29.47,908.89,2025-11-08_18-04-03,19
29.48,908.94,2025-11-08_18-04-03,20
29.47,908.88,2025-11-08_18-04-03,21
29.48,908.82,2025-11-08_18-04-03,22
29.47,908.75,2025-11-08_18-04-03,23
29.48,908.78,2025-11-08_18-04-03,24
29.49,908.8,2025-11-08_18-04-03,25
29.5,908.73,2025-11-08_18-04-03,26
29.49,908.68,2025-11-08_18-04-03,27
29.5,908.69,2025-11-08_18-04-03,28
29.5,908.65,2025-11-08_18-04-03,29
29.5,908.57,2025-11-08_18-04-03,30
29.51,908.61,2025-11-08_18-04-03,31
29.52,908.65,2025-11-08_18-04-03,32
29.51,908.8,2025-11-08_18-04-03,33
29.51,908.72,2025-11-08_18-04-03,34
29.52,908.64,2025-11-08_18-04-03,35
29.51,908.57,2025-11-08_18-04-03,36
29.5,908.56,2025-11-08_18-04-03,37
29.51,908.66,2025-11-08_18-04-03,38
29.51,908.58,2025-11-08_18-04-03,39
29.52,908.62,2025-11-08_18-04-03,40
29.53,908.7,2025-11-08_18-04-03,41
29.51,908.66,2025-11-08_18-04-03,42
29.5,908.62,2025-11-08_18-04-03,43
29.51,908.65,2025-11-08_18-04-03,44
29.51,908.66,2025-11-08_18-04-03,45
29.52,908.69,2025-11-08_18-04-03,46
29.52,908.67,2025-11-08_18-04-03,47
29.52,908.66,2025-11-08_18-04-03,48
29.54,908.72,2025-11-08_18-04-03,49
29.53,908.67,2025-11-08_18-04-03,50
29.55,908.75,2025-11-08_18-04-03,51
29.54,908.7,2025-11-08_18-04-03,52
29.55,908.68,2025-11-08_18-04-03,53
29.55,908.66,2025-11-08_18-04-03,54
29.57,908.69,2025-11-08_18-04-03,55
30.6,912.4,2025-11-08_18-04-03,56
30.6,912.4,2025-11-08_18-04-03,57
29.44,909.39,2025-11-08_18-05-05,0
29.41,909.27,2025-11-08_18-05-05,1
29.42,909.25,2025-11-08_18-05-05,2
29.41,909.28,2025-11-08_18-05-05,3
29.41,909.24,2025-11-08_18-05-05,4
29.42,909.29,2025-11-08_18-05-05,5
29.41,909.32,2025-11-08_18-05-05,6
29.43,909.29,2025-11-08_18-05-05,7
29.43,909.29,2025-11-08_18-05-05,8
29.43,909.28,2025-11-08_18-05-05,9
29.42,909.14,2025-11-08_18-05-05,10
29.44,909.14,2025-11-08_18-05-05,11
29.43,909.16,2025-11-08_18-05-05,12
29.44,909.06,2025-11-08_18-05-05,13
29.45,909.18,2025-11-08_18-05-05,14
29.45,909.05,2025-11-08_18-05-05,15
29.45,908.96,2025-11-08_18-05-05,16
29.46,908.99,2025-11-08_18-05-05,17
29.47,908.95,2025-11-08_18-05-05,18
29.47,908.89,2025-11-08_18-05-05,19
29.48,908.94,2025-11-08_18-05-05,20
29.47,908.88,2025-11-08_18-05-05,21
29.48,908.82,2025-11-08_18-05-05,22
29.47,908.75,2025-11-08_18-05-05,23
29.48,908.78,2025-11-08_18-05-05,24
29.49,908.8,2025-11-08_18-05-05,25
29.5,908.73,2025-11-08_18-05-05,26
29.49,908.68,2025-11-08_18-05-05,27
29.5,908.69,2025-11-08_18-05-05,28
29.5,908.65,2025-11-08_18-05-05,29
29.5,908.57,2025-11-08_18-05-05,30
29.51,908.61,2025-11-08_18-05-05,31
29.52,908.65,2025-11-08_18-05-05,32
29.51,908.8,2025-11-08_18-05-05,33
29.51,908.72,2025-11-08_18-05-05,34
29.52,908.64,2025-11-08_18-05-05,35
29.51,908.57,2025-11-08_18-05-05,36
29.5,908.56,2025-11-08_18-05-05,37
29.51,908.66,2025-11-08_18-05-05,38
29.51,908.58,2025-11-08_18-05-05,39
29.52,908.62,2025-11-08_18-05-05,40
29.53,908.7,2025-11-08_18-05-05,41
29.51,908.66,2025-11-08_18-05-05,42
29.5,908.62,2025-11-08_18-05-05,43
29.51,908.65,2025-11-08_18-05-05,44
29.51,908.66,2025-11-08_18-05-05,45
29.52,908.69,2025-11-08_18-05-05,46
29.52,908.67,2025-11-08_18-05-05,47
29.52,908.66,2025-11-08_18-05-05,48
29.54,908.72,2025-11-08_18-05-05,49
29.53,908.67,2025-11-08_18-05-05,50
29.55,908.75,2025-11-08_18-05-05,51
29.54,908.7,2025-11-08_18-05-05,52
29.55,908.68,2025-11-08_18-05-05,53
29.55,908.66,2025-11-08_18-05-05,54
29.57,908.69,2025-11-08_18-05-05,55
30.6,912.4,2025-11-08_18-05-05,56
30.6,912.4,2025-11-08_18-05-05,57
29.44,909.39,2025-11-12_19-25-37,0
29.41,909.27,2025-11-12_19-25-37,1
29.42,909.25,2025-11-12_19-25-37,2
29.41,909.28,2025-11-12_19-25-37,3
29.41,909.24,2025-11-12_19-25-37,4
29.42,909.29,2025-11-12_19-25-37,5
29.41,909.32,2025-11-12_19-25-37,6
29.43,909.29,2025-11-12_19-25-37,7
29.43,909.29,2025-11-12_19-25-37,8
29.43,909.28,2025-11-12_19-25-37,9
29.42,909.14,2025-11-12_19-25-37,10
29.44,909.14,2025-11-12_19-25-37,11
29.43,909.16,2025-11-12_19-25-37,12
29.44,909.06,2025-11-12_19-25-37,13
29.45,909.18,2025-11-12_19-25-37,14
29.45,909.05,2025-11-12_19-25-37,15
29.45,908.96,2025-11-12_19-25-37,16
29.46,908.99,2025-11-12_19-25-37,17
29.47,908.95,2025-11-12_19-25-37,18
29.47,908.89,2025-11-12_19-25-37,19
29.48,908.94,2025-11-12_19-25-37,20
29.47,908.88,2025-11-12_19-25-37,21
29.48,908.82,2025-11-12_19-25-37,22
29.47,908.75,2025-11-12_19-25-37,23
29.48,908.78,2025-11-12_19-25-37,24
29.49,908.8,2025-11-12_19-25-37,25
29.5,908.73,2025-11-12_19-25-37,26
29.49,908.68,2025-11-12_19-25-37,27
29.5,908.69,2025-11-12_19-25-37,28
29.5,908.65,2025-11-12_19-25-37,29
29.5,908.57,2025-11-12_19-25-37,30
29.51,908.61,2025-11-12_19-25-37,31
29.52,908.65,2025-11-12_19-25-37,32
29.51,908.8,2025-11-12_19-25-37,33
29.51,908.72,2025-11-12_19-25-37,34
29.52,908.64,2025-11-12_19-25-37,35
29.51,908.57,2025-11-12_19-25-37,36
29.5,908.56,2025-11-12_19-25-37,37
29.51,908.66,2025-11-12_19-25-37,38
29.51,908.58,2025-11-12_19-25-37,39
29.52,908.62,2025-11-12_19-25-37,40
29.53,908.7,2025-11-12_19-25-37,41
29.51,908.66,2025-11-12_19-25-37,42
29.5,908.62,2025-11-12_19-25-37,43
29.51,908.65,2025-11-12_19-25-37,44
29.51,908.66,2025-11-12_19-25-37,45
29.52,908.69,2025-11-12_19-25-37,46
29.52,908.67,2025-11-12_19-25-37,47
29.52,908.66,2025-11-12_19-25-37,48
29.54,908.72,2025-11-12_19-25-37,49
29.53,908.67,2025-11-12_19-25-37,50
29.55,908.75,2025-11-12_19-25-37,51
29.54,908.7,2025-11-12_19-25-37,52
29.55,908.68,2025-11-12_19-25-37,53
29.55,908.66,2025-11-12_19-25-37,54
29.57,908.69,2025-11-12_19-25-37,55
30.6,912.4,2025-11-12_19-25-37,56
30.6,912.4,2025-11-12_19-25-37,57
29.44,909.39,2025-11-12_19-26-39,0
29.41,909.27,2025-11-12_19-26-39,1
29.42,909.25,2025-11-12_19-26-39,2
29.41,909.28,2025-11-12_19-26-39,3
29.41,909.24,2025-11-12_19-26-39,4
29.42,909.29,2025-11-12_19-26-39,5
29.41,909.32,2025-11-12_19-26-39,6
29.43,909.29,2025-11-12_19-26-39,7
29.43,909.29,2025-11-12_19-26-39,8
29.43,909.28,2025-11-12_19-26-39,9
29.42,909.14,2025-11-12_19-26-39,10
29.44,909.14,2025-11-12_19-26-39,11
29.43,909.16,2025-11-12_19-26-39,12
29.44,909.06,2025-11-12_19-26-39,13
29.45,909.18,2025-11-12_19-26-39,14
29.45,909.05,2025-11-12_19-26-39,15
29.45,908.96,2025-11-12_19-26-39,16
29.46,908.99,2025-11-12_19-26-39,17
29.47,908.95,2025-11-12_19-26-39,18
29.47,908.89,2025-11-12_19-26-39,19
29.48,908.94,2025-11-12_19-26-39,20
29.47,908.88,2025-11-12_19-26-39,21
29.48,908.82,2025-11-12_19-26-39,22
29.47,908.75,2025-11-12_19-26-39,23
29.48,908.78,2025-11-12_19-26-39,24
29.49,908.8,2025-11-12_19-26-39,25
29.5,908.73,2025-11-12_19-26-39,26
29.49,908.68,2025-11-12_19-26-39,27
29.5,908.69,2025-11-12_19-26-39,28
29.5,908.65,2025-11-12_19-26-39,29
29.5,908.57,2025-11-12_19-26-39,30
29.51,908.61,2025-11-12_19-26-39,31
29.52,908.65,2025-11-12_19-26-39,32
29.51,908.8,2025-11-12_19-26-39,33
29.51,908.72,2025-11-12_19-26-39,34
29.52,908.64,2025-11-12_19-26-39,35
29.51,908.57,2025-11-12_19-26-39,36
29.5,908.56,2025-11-12_19-26-39,37
29.51,908.66,2025-11-12_19-26-39,38
29.51,908.58,2025-11-12_19-26-39,39
29.52,908.62,2025-11-12_19-26-39,40
29.53,908.7,2025-11-12_19-26-39,41
29.51,908.66,2025-11-12_19-26-39,42
29.5,908.62,2025-11-12_19-26-39,43
29.51,908.65,2025-11-12_19-26-39,44
29.51,908.66,2025-11-12_19-26-39,45
29.52,908.69,2025-11-12_19-26-39,46
29.52,908.67,2025-11-12_19-26-39,47
29.52,908.66,2025-11-12_19-26-39,48
29.54,908.72,2025-11-12_19-26-39,49
29.53,908.67,2025-11-12_19-26-39,50
29.55,908.75,2025-11-12_19-26-39,51
29.54,908.7,2025-11-12_19-26-39,52
29.55,908.68,2025-11-12_19-26-39,53
29.55,908.66,2025-11-12_19-26-39,54
29.57,908.69,2025-11-12_19-26-39,55
30.6,912.4,2025-11-12_19-26-39,56
30.6,912.4,2025-11-12_19-26-39,57
29.44,909.39,2025-11-12_19-27-40,0
29.41,909.27,2025-11-12_19-27-40,1
29.42,909.25,2025-11-12_19-27-40,2
29.41,909.28,2025-11-12_19-27-40,3
29.41,909.24,2025-11-12_19-27-40,4
29.42,909.29,2025-11-12_19-27-40,5
29.41,909.32,2025-11-12_19-27-40,6
29.43,909.29,2025-11-12_19-27-40,7
29.43,909.29,2025-11-12_19-27-40,8
29.43,909.28,2025-11-12_19-27-40,9
29.42,909.14,2025-11-12_19-27-40,10
29.44,909.14,2025-11-12_19-27-40,11
29.43,909.16,2025-11-12_19-27-40,12
29.44,909.06,2025-11-12_19-27-40,13
29.45,909.18,2025-11-12_19-27-40,14
29.45,909.05,2025-11-12_19-27-40,15
29.45,908.96,2025-11-12_19-27-40,16
29.46,908.99,2025-11-12_19-27-40,17
29.47,908.95,2025-11-12_19-27-40,18
29.47,908.89,2025-11-12_19-27-40,19
29.48,908.94,2025-11-12_19-27-40,20
29.47,908.88,2025-11-12_19-27-40,21
29.48,908.82,2025-11-12_19-27-40,22
29.47,908.75,2025-11-12_19-27-40,23
29.48,908.78,2025-11-12_19-27-40,24
29.49,908.8,2025-11-12_19-27-40,25
29.5,908.73,2025-11-12_19-27-40,26
29.49,908.68,2025-11-12_19-27-40,27
29.5,908.69,2025-11-12_19-27-40,28
29.5,908.65,2025-11-12_19-27-40,29
29.5,908.57,2025-11-12_19-27-40,30
29.51,908.61,2025-11-12_19-27-40,31
29.52,908.65,2025-11-12_19-27-40,32
29.51,908.8,2025-11-12_19-27-40,33
29.51,908.72,2025-11-12_19-27-40,34
29.52,908.64,2025-11-12_19-27-40,35
29.51,908.57,2025-11-12_19-27-40,36
29.5,908.56,2025-11-12_19-27-40,37
29.51,908.66,2025-11-12_19-27-40,38
29.51,908.58,2025-11-12_19-27-40,39
29.52,908.62,2025-11-12_19-27-40,40
29.53,908.7,2025-11-12_19-27-40,41
29.51,908.66,2025-11-12_19-27-40,42
29.5,908.62,2025-11-12_19-27-40,43
29.51,908.65,2025-11-12_19-27-40,44
29.51,908.66,2025-11-12_19-27-40,45
29.52,908.69,2025-11-12_19-27-40,46
29.52,908.67,2025-11-12_19-27-40,47
29.52,908.66,2025-11-12_19-27-40,48
29.54,908.72,2025-11-12_19-27-40,49
29.53,908.67,2025-11-12_19-27-40,50
29.55,908.75,2025-11-12_19-27-40,51
29.54,908.7,2025-11-12_19-27-40,52
29.55,908.68,2025-11-12_19-27-40,53
29.55,908.66,2025-11-12_19-27-40,54
29.57,908.69,2025-11-12_19-27-40,55
30.6,912.4,2025-11-12_19-27-40,56
30.6,912.4,2025-11-12_19-27-40,57
29.44,909.39,2025-11-12_19-32-34,0
29.41,909.27,2025-11-12_19-32-34,1
29.42,909.25,2025-11-12_19-32-34,2
29.41,909.28,2025-11-12_19-32-34,3
29.41,909.24,2025-11-12_19-32-34,4
29.42,909.29,2025-11-12_19-32-34,5
29.41,909.32,2025-11-12_19-32-34,6
29.43,909.29,2025-11-12_19-32-34,7
29.43,909.29,2025-11-12_19-32-34,8
29.43,909.28,2025-11-12_19-32-34,9
29.42,909.14,2025-11-12_19-32-34,10
29.44,909.14,2025-11-12_19-32-34,11
29.43,909.16,2025-11-12_19-32-34,12
29.44,909.06,2025-11-12_19-32-34,13
29.45,909.18,2025-11-12_19-32-34,14
29.45,909.05,2025-11-12_19-32-34,15
29.45,908.96,2025-11-12_19-32-34,16
29.46,908.99,2025-11-12_19-32-34,17
29.47,908.95,2025-11-12_19-32-34,18
29.47,908.89,2025-11-12_19-32-34,19
29.48,908.94,2025-11-12_19-32-34,20
29.47,908.88,2025-11-12_19-32-34,21
29.48,908.82,2025-11-12_19-32-34,22
29.47,908.75,2025-11-12_19-32-34,23
29.48,908.78,2025-11-12_19-32-34,24
29.49,908.8,2025-11-12_19-32-34,25
29.5,908.73,2025-11-12_19-32-34,26
29.49,908.68,2025-11-12_19-32-34,27
29.5,908.69,2025-11-12_19-32-34,28
29.5,908.65,2025-11-12_19-32-34,29
29.5,908.57,2025-11-12_19-32-34,30
29.51,908.61,2025-11-12_19-32-34,31
29.52,908.65,2025-11-12_19-32-34,32
29.51,908.8,2025-11-12_19-32-34,33
29.51,908.72,2025-11-12_19-32-34,34
29.52,908.64,2025-11-12_19-32-34,35
29.51,908.57,2025-11-12_19-32-34,36
29.5,908.56,2025-11-12_19-32-34,37
29.51,908.66,2025-11-12_19-32-34,38
29.51,908.58,2025-11-12_19-32-34,39
29.52,908.62,2025-11-12_19-32-34,40
29.53,908.7,2025-11-12_19-32-34,41
29.51,908.66,2025-11-12_19-32-34,42
29.5,908.62,2025-11-12_19-32-34,43
29.51,908.65,2025-11-12_19-32-34,44
29.51,908.66,2025-11-12_19-32-34,45
29.52,908.69,2025-11-12_19-32-34,46
29.52,908.67,2025-11-12_19-32-34,47
29.52,908.66,2025-11-12_19-32-34,48
29.54,908.72,2025-11-12_19-32-34,49
29.53,908.67,2025-11-12_19-32-34,50
29.55,908.75,2025-11-12_19-32-34,51
29.54,908.7,2025-11-12_19-32-34,52
29.55,908.68,2025-11-12_19-32-34,53
29.55,908.66,2025-11-12_19-32-34,54
29.57,908.69,2025-11-12_19-32-34,55
30.6,912.4,2025-11-12_19-32-34,56
30.6,912.4,2025-11-12_19-32-34,57
29.44,909.39,2025-11-12_19-33-37,0
29.41,909.27,2025-11-12_19-33-37,1
29.42,909.25,2025-11-12_19-33-37,2
29.41,909.28,2025-11-12_19-33-37,3
29.41,909.24,2025-11-12_19-33-37,4
29.42,909.29,2025-11-12_19-33-37,5
29.41,909.32,2025-11-12_19-33-37,6
29.43,909.29,2025-11-12_19-33-37,7
29.43,909.29,2025-11-12_19-33-37,8
29.43,909.28,2025-11-12_19-33-37,9
29.42,909.14,2025-11-12_19-33-37,10
29.44,909.14,2025-11-12_19-33-37,11
29.43,909.16,2025-11-12_19-33-37,12
29.44,909.06,2025-11-12_19-33-37,13
29.45,909.18,2025-11-12_19-33-37,14
29.45,909.05,2025-11-12_19-33-37,15
29.45,908.96,2025-11-12_19-33-37,16
29.46,908.99,2025-11-12_19-33-37,17
29.47,908.95,2025-11-12_19-33-37,18
29.47,908.89,2025-11-12_19-33-37,19
29.48,908.94,2025-11-12_19-33-37,20
29.47,908.88,2025-11-12_19-33-37,21
29.48,908.82,2025-11-12_19-33-37,22
29.47,908.75,2025-11-12_19-33-37,23
29.48,908.78,2025-11-12_19-33-37,24
29.49,908.8,2025-11-12_19-33-37,25
29.5,908.73,2025-11-12_19-33-37,26
29.49,908.68,2025-11-12_19-33-37,27
29.5,908.69,2025-11-12_19-33-37,28
29.5,908.65,2025-11-12_19-33-37,29
29.5,908.57,2025-11-12_19-33-37,30
29.51,908.61,2025-11-12_19-33-37,31
29.52,908.65,2025-11-12_19-33-37,32
29.51,908.8,2025-11-12_19-33-37,33
29.51,908.72,2025-11-12_19-33-37,34
29.52,908.64,2025-11-12_19-33-37,35
29.51,908.57,2025-11-12_19-33-37,36
29.5,908.56,2025-11-12_19-33-37,37
29.51,908.66,2025-11-12_19-33-37,38
29.51,908.58,2025-11-12_19-33-37,39
29.52,908.62,2025-11-12_19-33-37,40
29.53,908.7,2025-11-12_19-33-37,41
29.51,908.66,2025-11-12_19-33-37,42
29.5,908.62,2025-11-12_19-33-37,43
29.51,908.65,2025-11-12_19-33-37,44
29.51,908.66,2025-11-12_19-33-37,45
29.52,908.69,2025-11-12_19-33-37,46
29.52,908.67,2025-11-12_19-33-37,47
29.52,908.66,2025-11-12_19-33-37,48
29.54,908.72,2025-11-12_19-33-37,49
29.53,908.67,2025-11-12_19-33-37,50
29.55,908.75,2025-11-12_19-33-37,51
29.54,908.7,2025-11-12_19-33-37,52
29.55,908.68,2025-11-12_19-33-37,53
29.55,908.66,2025-11-12_19-33-37,54
29.57,908.69,2025-11-12_19-33-37,55
30.6,912.4,2025-11-12_19-33-37,56
30.6,912.4,2025-11-12_19-33-37,57
29.44,909.39,2025-11-12_19-34-38,0
29.41,909.27,2025-11-12_19-34-38,1
29.42,909.25,2025-11-12_19-34-38,2
29.41,909.28,2025-11-12_19-34-38,3
29.41,909.24,2025-11-12_19-34-38,4
29.42,909.29,2025-11-12_19-34-38,5
29.41,909.32,2025-11-12_19-34-38,6
29.43,909.29,2025-11-12_19-34-38,7
29.43,909.29,2025-11-12_19-34-38,8
29.43,909.28,2025-11-12_19-34-38,9
29.42,909.14,2025-11-12_19-34-38,10
29.44,909.14,2025-11-12_19-34-38,11
29.43,909.16,2025-11-12_19-34-38,12
29.44,909.06,2025-11-12_19-34-38,13
29.45,909.18,2025-11-12_19-34-38,14
29.45,909.05,2025-11-12_19-34-38,15
29.45,908.96,2025-11-12_19-34-38,16
29.46,908.99,2025-11-12_19-34-38,17
29.47,908.95,2025-11-12_19-34-38,18
29.47,908.89,2025-11-12_19-34-38,19
29.48,908.94,2025-11-12_19-34-38,20
29.47,908.88,2025-11-12_19-34-38,21
29.48,908.82,2025-11-12_19-34-38,22
29.47,908.75,2025-11-12_19-34-38,23
29.48,908.78,2025-11-12_19-34-38,24
29.49,908.8,2025-11-12_19-34-38,25
29.5,908.73,2025-11-12_19-34-38,26
29.49,908.68,2025-11-12_19-34-38,27
29.5,908.69,2025-11-12_19-34-38,28
29.5,908.65,2025-11-12_19-34-38,29
29.5,908.57,2025-11-12_19-34-38,30
29.51,908.61,2025-11-12_19-34-38,31
29.52,908.65,2025-11-12_19-34-38,32
29.51,908.8,2025-11-12_19-34-38,33
29.51,908.72,2025-11-12_19-34-38,34
29.52,908.64,2025-11-12_19-34-38,35
29.51,908.57,2025-11-12_19-34-38,36
29.5,908.56,2025-11-12_19-34-38,37
29.51,908.66,2025-11-12_19-34-38,38
29.51,908.58,2025-11-12_19-34-38,39
29.52,908.62,2025-11-12_19-34-38,40
29.53,908.7,2025-11-12_19-34-38,41
29.51,908.66,2025-11-12_19-34-38,42
29.5,908.62,2025-11-12_19-34-38,43
29.51,908.65,2025-11-12_19-34-38,44
29.51,908.66,2025-11-12_19-34-38,45
29.52,908.69,2025-11-12_19-34-38,46
29.52,908.67,2025-11-12_19-34-38,47
29.52,908.66,2025-11-12_19-34-38,48
29.54,908.72,2025-11-12_19-34-38,49
29.53,908.67,2025-11-12_19-34-38,50
29.55,908.75,2025-11-12_19-34-38,51
29.54,908.7,2025-11-12_19-34-38,52
29.55,908.68,2025-11-12_19-34-38,53
29.55,908.66,2025-11-12_19-34-38,54
29.57,908.69,2025-11-12_19-34-38,55
30.6,912.4,2025-11-12_19-34-38,56
30.6,912.4,2025-11-12_19-34-38,57
29.44,909.39,2025-11-15_11-53-06,0
29.41,909.27,2025-11-15_11-53-06,1
29.42,909.25,2025-11-15_11-53-06,2
29.41,909.28,2025-11-15_11-53-06,3
29.41,909.24,2025-11-15_11-53-06,4
29.42,909.29,2025-11-15_11-53-06,5
29.41,909.32,2025-11-15_11-53-06,6
29.43,909.29,2025-11-15_11-53-06,7
29.43,909.29,2025-11-15_11-53-06,8
29.43,909.28,2025-11-15_11-53-06,9
29.42,909.14,2025-11-15_11-53-06,10
29.44,909.14,2025-11-15_11-53-06,11
29.43,909.16,2025-11-15_11-53-06,12
29.44,909.06,2025-11-15_11-53-06,13
29.45,909.18,2025-11-15_11-53-06,14
29.45,909.05,2025-11-15_11-53-06,15
29.45,908.96,2025-11-15_11-53-06,16
29.46,908.99,2025-11-15_11-53-06,17
29.47,908.95,2025-11-15_11-53-06,18
29.47,908.89,2025-11-15_11-53-06,19
29.48,908.94,2025-11-15_11-53-06,20
29.47,908.88,2025-11-15_11-53-06,21
29.48,908.82,2025-11-15_11-53-06,22
29.47,908.75,2025-11-15_11-53-06,23
