T,P,session,reading_index
29.5,908.73,2025-11-03_19-01-00,26
29.49,908.68,2025-11-03_19-01-00,27
29.5,908.69,2025-11-03_19-01-00,28
29.5,908.65,2025-11-03_19-01-00,29
29.5,908.57,2025-11-03_19-01-00,30
29.51,908.61,2025-11-03_19-01-00,31
29.52,908.65,2025-11-03_19-01-00,32
29.51,908.8,2025-11-03_19-01-00,33
29.51,908.72,2025-11-03_19-01-00,34
29.52,908.64,2025-11-03_19-01-00,35
29.51,908.57,2025-11-03_19-01-00,36
29.5,908.56,2025-11-03_19-01-00,37
29.51,908.66,2025-11-03_19-01-00,38
29.51,908.58,2025-11-03_19-01-00,39
29.52,908.62,2025-11-03_19-01-00,40
29.53,908.7,2025-11-03_19-01-00,41
29.51,908.66,2025-11-03_19-01-00,42
29.5,908.62,2025-11-03_19-01-00,43
29.51,908.65,2025-11-03_19-01-00,44
29.51,908.66,2025-11-03_19-01-00,45
29.52,908.69,2025-11-03_19-01-00,46
29.52,908.67,2025-11-03_19-01-00,47
29.52,908.66,2025-11-03_19-01-00,48
29.54,908.72,2025-11-03_19-01-00,49
29.53,908.67,2025-11-03_19-01-00,50
29.55,908.75,2025-11-03_19-01-00,51
29.54,908.7,2025-11-03_19-01-00,52
29.55,908.68,2025-11-03_19-01-00,53
29.55,908.66,2025-11-03_19-01-00,54
29.57,908.69,2025-11-03_19-01-00,55
30.6,912.4,2025-11-03_19-01-00,56
30.6,912.4,2025-11-03_19-01-00,57
29.44,909.39,2025-11-08_13-48-18,0
29.41,909.27,2025-11-08_13-48-18,1
29.42,909.25,2025-11-08_13-48-18,2
29.41,909.28,2025-11-08_13-48-18,3
29.41,909.24,2025-11-08_13-48-18,4
29.42,909.29,2025-11-08_13-48-18,5
29.41,909.32,2025-11-08_13-48-18,6
29.43,909.29,2025-11-08_13-48-18,7
29.43,909.29,2025-11-08_13-48-18,8
29.43,909.28,2025-11-08_13-48-18,9
29.42,909.14,2025-11-08_13-48-18,10
29.44,909.14,2025-11-08_13-48-18,11
29.43,909.16,2025-11-08_13-48-18,12
29.44,909.06,2025-11-08_13-48-18,13
29.45,909.18,2025-11-08_13-48-18,14
29.45,909.05,2025-11-08_13-48-18,15
29.45,908.96,2025-11-08_13-48-18,16
29.46,908.99,2025-11-08_13-48-18,17
29.47,908.95,2025-11-08_13-48-18,18
29.47,908.89,2025-11-08_13-48-18,19
29.48,908.94,2025-11-08_13-48-18,20
29.47,908.88,2025-11-08_13-48-18,21
29.48,908.82,2025-11-08_13-48-18,22
29.47,908.75,2025-11-08_13-48-18,23
29.48,908.78,2025-11-08_13-48-18,24
29.49,908.8,2025-11-08_13-48-18,25
29.5,908.73,2025-11-08_13-48-18,26
29.49,908.68,2025-11-08_13-48-18,27
29.5,908.69,2025-11-08_13-48-18,28
29.5,908.65,2025-11-08_13-48-18,29
29.5,908.57,2025-11-08_13-48-18,30
29.51,908.61,2025-11-08_13-48-18,31
29.52,908.65,2025-11-08_13-48-18,32
29.51,908.8,2025-11-08_13-48-18,33
29.51,908.72,2025-11-08_13-48-18,34
29.52,908.64,2025-11-08_13-48-18,35
29.51,908.57,2025-11-08_13-48-18,36
29.5,908.56,2025-11-08_13-48-18,37
29.51,908.66,2025-11-08_13-48-18,38
29.51,908.58,2025-11-08_13-48-18,39
29.52,908.62,2025-11-08_13-48-18,40
29.53,908.7,2025-11-08_13-48-18,41
29.51,908.66,2025-11-08_13-48-18,42
29.5,908.62,2025-11-08_13-48-18,43
29.51,908.65,2025-11-08_13-48-18,44
29.51,908.66,2025-11-08_13-48-18,45
29.52,908.69,2025-11-08_13-48-18,46
29.52,908.67,2025-11-08_13-48-18,47
29.52,908.66,2025-11-08_13-48-18,48
29.54,908.72,2025-11-08_13-48-18,49
29.53,908.67,2025-11-08_13-48-18,50
29.55,908.75,2025-11-08_13-48-18,51
29.54,908.7,2025-11-08_13-48-18,52
29.55,908.68,2025-11-08_13-48-18,53
29.55,908.66,2025-11-08_13-48-18,54
29.57,908.69,2025-11-08_13-48-18,55
30.6,912.4,2025-11-08_13-48-18,56
30.6,912.4,2025-11-08_13-48-18,57
29.44,909.39,2025-11-08_13-52-18,0
29.41,909.27,2025-11-08_13-52-18,1
29.42,909.25,2025-11-08_13-52-18,2
29.41,909.28,2025-11-08_13-52-18,3
29.41,909.24,2025-11-08_13-52-18,4
29.42,909.29,2025-11-08_13-52-18,5
29.41,909.32,2025-11-08_13-52-18,6
29.43,909.29,2025-11-08_13-52-18,7
29.43,909.29,2025-11-08_13-52-18,8
29.43,909.28,2025-11-08_13-52-18,9
29.42,909.14,2025-11-08_13-52-18,10
29.44,909.14,2025-11-08_13-52-18,11
29.43,909.16,2025-11-08_13-52-18,12
29.44,909.06,2025-11-08_13-52-18,13
29.45,909.18,2025-11-08_13-52-18,14
29.45,909.05,2025-11-08_13-52-18,15
29.45,908.96,2025-11-08_13-52-18,16
29.46,908.99,2025-11-08_13-52-18,17
29.47,908.95,2025-11-08_13-52-18,18
29.47,908.89,2025-11-08_13-52-18,19
29.48,908.94,2025-11-08_13-52-18,20
29.47,908.88,2025-11-08_13-52-18,21
29.48,908.82,2025-11-08_13-52-18,22
29.47,908.75,2025-11-08_13-52-18,23
29.48,908.78,2025-11-08_13-52-18,24
29.49,908.8,2025-11-08_13-52-18,25
29.5,908.73,2025-11-08_13-52-18,26
29.49,908.68,2025-11-08_13-52-18,27
29.5,908.69,2025-11-08_13-52-18,28
29.5,908.65,2025-11-08_13-52-18,29
29.5,908.57,2025-11-08_13-52-18,30
29.51,908.61,2025-11-08_13-52-18,31
29.52,908.65,2025-11-08_13-52-18,32
29.51,908.8,2025-11-08_13-52-18,33
29.51,908.72,2025-11-08_13-52-18,34
29.52,908.64,2025-11-08_13-52-18,35
29.51,908.57,2025-11-08_13-52-18,36
29.5,908.56,2025-11-08_13-52-18,37
29.51,908.66,2025-11-08_13-52-18,38
29.51,908.58,2025-11-08_13-52-18,39
29.52,908.62,2025-11-08_13-52-18,40
29.53,908.7,2025-11-08_13-52-18,41
29.51,908.66,2025-11-08_13-52-18,42
29.5,908.62,2025-11-08_13-52-18,43
29.51,908.65,2025-11-08_13-52-18,44
29.51,908.66,2025-11-08_13-52-18,45
29.52,908.69,2025-11-08_13-52-18,46
29.52,908.67,2025-11-08_13-52-18,47
29.52,908.66,2025-11-08_13-52-18,48
29.54,908.72,2025-11-08_13-52-18,49
29.53,908.67,2025-11-08_13-52-18,50
29.55,908.75,2025-11-08_13-52-18,51
29.54,908.7,2025-11-08_13-52-18,52
29.55,908.68,2025-11-08_13-52-18,53
29.55,908.66,2025-11-08_13-52-18,54
29.57,908.69,2025-11-08_13-52-18,55
30.6,912.4,2025-11-08_13-52-18,56
30.6,912.4,2025-11-08_13-52-18,57
29.44,909.39,2025-11-08_13-53-21,0
29.41,909.27,2025-11-08_13-53-21,1
29.42,909.25,2025-11-08_13-53-21,2
29.41,909.28,2025-11-08_13-53-21,3
29.41,909.24,2025-11-08_13-53-21,4
29.42,909.29,2025-11-08_13-53-21,5
29.41,909.32,2025-11-08_13-53-21,6
29.43,909.29,2025-11-08_13-53-21,7
29.43,909.29,2025-11-08_13-53-21,8
29.43,909.28,2025-11-08_13-53-21,9
29.42,909.14,2025-11-08_13-53-21,10
29.44,909.14,2025-11-08_13-53-21,11
29.43,909.16,2025-11-08_13-53-21,12
29.44,909.06,2025-11-08_13-53-21,13
29.45,909.18,2025-11-08_13-53-21,14
29.45,909.05,2025-11-08_13-53-21,15
29.45,908.96,2025-11-08_13-53-21,16
29.46,908.99,2025-11-08_13-53-21,17
29.47,908.95,2025-11-08_13-53-21,18
29.47,908.89,2025-11-08_13-53-21,19
29.48,908.94,2025-11-08_13-53-21,20
29.47,908.88,2025-11-08_13-53-21,21
29.48,908.82,2025-11-08_13-53-21,22
29.47,908.75,2025-11-08_13-53-21,23
29.48,908.78,2025-11-08_13-53-21,24
29.49,908.8,2025-11-08_13-53-21,25
29.5,908.73,2025-11-08_13-53-21,26
29.49,908.68,2025-11-08_13-53-21,27
29.5,908.69,2025-11-08_13-53-21,28
29.5,908.65,2025-11-08_13-53-21,29
29.5,908.57,2025-11-08_13-53-21,30
29.51,908.61,2025-11-08_13-53-21,31
29.52,908.65,2025-11-08_13-53-21,32
29.51,908.8,2025-11-08_13-53-21,33
29.51,908.72,2025-11-08_13-53-21,34
29.52,908.64,2025-11-08_13-53-21,35
29.51,908.57,2025-11-08_13-53-21,36
29.5,908.56,2025-11-08_13-53-21,37
29.51,908.66,2025-11-08_13-53-21,38
29.51,908.58,2025-11-08_13-53-21,39
29.52,908.62,2025-11-08_13-53-21,40
29.53,908.7,2025-11-08_13-53-21,41
29.51,908.66,2025-11-08_13-53-21,42
29.5,908.62,2025-11-08_13-53-21,43
29.51,908.65,2025-11-08_13-53-21,44
29.51,908.66,2025-11-08_13-53-21,45
29.52,908.69,2025-11-08_13-53-21,46
29.52,908.67,2025-11-08_13-53-21,47
29.52,908.66,2025-11-08_13-53-21,48
29.54,908.72,2025-11-08_13-53-21,49
29.53,908.67,2025-11-08_13-53-21,50
29.55,908.75,2025-11-08_13-53-21,51
29.54,908.7,2025-11-08_13-53-21,52
29.55,908.68,2025-11-08_13-53-21,53
29.55,908.66,2025-11-08_13-53-21,54
29.57,908.69,2025-11-08_13-53-21,55
30.6,912.4,2025-11-08_13-53-21,56
30.6,912.4,2025-11-08_13-53-21,57
29.44,909.39,2025-11-08_13-54-22,0
29.41,909.27,2025-11-08_13-54-22,1
29.42,909.25,2025-11-08_13-54-22,2
29.41,909.28,2025-11-08_13-54-22,3
29.41,909.24,2025-11-08_13-54-22,4
29.42,909.29,2025-11-08_13-54-22,5
29.41,909.32,2025-11-08_13-54-22,6
29.43,909.29,2025-11-08_13-54-22,7
29.43,909.29,2025-11-08_13-54-22,8
29.43,909.28,2025-11-08_13-54-22,9
29.42,909.14,2025-11-08_13-54-22,10
29.44,909.14,2025-11-08_13-54-22,11
29.43,909.16,2025-11-08_13-54-22,12
29.44,909.06,2025-11-08_13-54-22,13
29.45,909.18,2025-11-08_13-54-22,14
29.45,909.05,2025-11-08_13-54-22,15
29.45,908.96,2025-11-08_13-54-22,16
29.46,908.99,2025-11-08_13-54-22,17
29.47,908.95,2025-11-08_13-54-22,18
29.47,908.89,2025-11-08_13-54-22,19
29.48,908.94,2025-11-08_13-54-22,20
29.47,908.88,2025-11-08_13-54-22,21
29.48,908.82,2025-11-08_13-54-22,22
29.47,908.75,2025-11-08_13-54-22,23
29.48,908.78,2025-11-08_13-54-22,24
29.49,908.8,2025-11-08_13-54-22,25
29.5,908.73,2025-11-08_13-54-22,26
29.49,908.68,2025-11-08_13-54-22,27
29.5,908.69,2025-11-08_13-54-22,28
29.5,908.65,2025-11-08_13-54-22,29
29.5,908.57,2025-11-08_13-54-22,30
29.51,908.61,2025-11-08_13-54-22,31
29.52,908.65,2025-11-08_13-54-22,32
29.51,908.8,2025-11-08_13-54-22,33
29.51,908.72,2025-11-08_13-54-22,34
29.52,908.64,2025-11-08_13-54-22,35
29.51,908.57,2025-11-08_13-54-22,36
29.5,908.56,2025-11-08_13-54-22,37
29.51,908.66,2025-11-08_13-54-22,38
29.51,908.58,2025-11-08_13-54-22,39
29.52,908.62,2025-11-08_13-54-22,40
29.53,908.7,2025-11-08_13-54-22,41
29.51,908.66,2025-11-08_13-54-22,42
29.5,908.62,2025-11-08_13-54-22,43
29.51,908.65,2025-11-08_13-54-22,44
29.51,908.66,2025-11-08_13-54-22,45
29.52,908.69,2025-11-08_13-54-22,46
29.52,908.67,2025-11-08_13-54-22,47
29.52,908.66,2025-11-08_13-54-22,48
29.54,908.72,2025-11-08_13-54-22,49
29.53,908.67,2025-11-08_13-54-22,50
29.55,908.75,2025-11-08_13-54-22,51
29.54,908.7,2025-11-08_13-54-22,52
29.55,908.68,2025-11-08_13-54-22,53
29.55,908.66,2025-11-08_13-54-22,54
29.57,908.69,2025-11-08_13-54-22,55
30.6,912.4,2025-11-08_13-54-22,56
30.6,912.4,2025-11-08_13-54-22,57
29.44,909.39,2025-11-08_14-08-58,0
29.41,909.27,2025-11-08_14-08-58,1
29.42,909.25,2025-11-08_14-08-58,2
29.41,909.28,2025-11-08_14-08-58,3
29.41,909.24,2025-11-08_14-08-58,4
29.42,909.29,2025-11-08_14-08-58,5
29.41,909.32,2025-11-08_14-08-58,6
29.43,909.29,2025-11-08_14-08-58,7
29.43,909.29,2025-11-08_14-08-58,8
29.43,909.28,2025-11-08_14-08-58,9
29.42,909.14,2025-11-08_14-08-58,10
29.44,909.14,2025-11-08_14-08-58,11
29.43,909.16,2025-11-08_14-08-58,12
29.44,909.06,2025-11-08_14-08-58,13
29.45,909.18,2025-11-08_14-08-58,14
29.45,909.05,2025-11-08_14-08-58,15
29.45,908.96,2025-11-08_14-08-58,16
29.46,908.99,2025-11-08_14-08-58,17
29.47,908.95,2025-11-08_14-08-58,18
29.47,908.89,2025-11-08_14-08-58,19
29.48,908.94,2025-11-08_14-08-58,20
29.47,908.88,2025-11-08_14-08-58,21
29.48,908.82,2025-11-08_14-08-58,22
29.47,908.75,2025-11-08_14-08-58,23
29.48,908.78,2025-11-08_14-08-58,24
29.49,908.8,2025-11-08_14-08-58,25
29.5,908.73,2025-11-08_14-08-58,26
29.49,908.68,2025-11-08_14-08-58,27
29.5,908.69,2025-11-08_14-08-58,28
29.5,908.65,2025-11-08_14-08-58,29
29.5,908.57,2025-11-08_14-08-58,30
29.51,908.61,2025-11-08_14-08-58,31
29.52,908.65,2025-11-08_14-08-58,32
29.51,908.8,2025-11-08_14-08-58,33
29.51,908.72,2025-11-08_14-08-58,34
29.52,908.64,2025-11-08_14-08-58,35
29.51,908.57,2025-11-08_14-08-58,36
29.5,908.56,2025-11-08_14-08-58,37
29.51,908.66,2025-11-08_14-08-58,38
29.51,908.58,2025-11-08_14-08-58,39
29.52,908.62,2025-11-08_14-08-58,40
29.53,908.7,2025-11-08_14-08-58,41
29.51,908.66,2025-11-08_14-08-58,42
29.5,908.62,2025-11-08_14-08-58,43
29.51,908.65,2025-11-08_14-08-58,44
29.51,908.66,2025-11-08_14-08-58,45
29.52,908.69,2025-11-08_14-08-58,46
29.52,908.67,2025-11-08_14-08-58,47
29.52,908.66,2025-11-08_14-08-58,48
29.54,908.72,2025-11-08_14-08-58,49
29.53,908.67,2025-11-08_14-08-58,50
29.55,908.75,2025-11-08_14-08-58,51
29.54,908.7,2025-11-08_14-08-58,52
29.55,908.68,2025-11-08_14-08-58,53
29.55,908.66,2025-11-08_14-08-58,54
29.57,908.69,2025-11-08_14-08-58,55
30.6,912.4,2025-11-08_14-08-58,56
30.6,912.4,2025-11-08_14-08-58,57
29.44,909.39,2025-11-08_14-10-01,0
29.41,909.27,2025-11-08_14-10-01,1
29.42,909.25,2025-11-08_14-10-01,2
29.41,909.28,2025-11-08_14-10-01,3
29.41,909.24,2025-11-08_14-10-01,4
29.42,909.29,2025-11-08_14-10-01,5
29.41,909.32,2025-11-08_14-10-01,6
29.43,909.29,2025-11-08_14-10-01,7
29.43,909.29,2025-11-08_14-10-01,8
29.43,909.28,2025-11-08_14-10-01,9
29.42,909.14,2025-11-08_14-10-01,10
29.44,909.14,2025-11-08_14-10-01,11
29.43,909.16,2025-11-08_14-10-01,12
29.44,909.06,2025-11-08_14-10-01,13
29.45,909.18,2025-11-08_14-10-01,14
29.45,909.05,2025-11-08_14-10-01,15
29.45,908.96,2025-11-08_14-10-01,16
29.46,908.99,2025-11-08_14-10-01,17
29.47,908.95,2025-11-08_14-10-01,18
29.47,908.89,2025-11-08_14-10-01,19
29.48,908.94,2025-11-08_14-10-01,20
29.47,908.88,2025-11-08_14-10-01,21
29.48,908.82,2025-11-08_14-10-01,22
29.47,908.75,2025-11-08_14-10-01,23
29.48,908.78,2025-11-08_14-10-01,24
29.49,908.8,2025-11-08_14-10-01,25
29.5,908.73,2025-11-08_14-10-01,26
29.49,908.68,2025-11-08_14-10-01,27
29.5,908.69,2025-11-08_14-10-01,28
29.5,908.65,2025-11-08_14-10-01,29
29.5,908.57,2025-11-08_14-10-01,30
29.51,908.61,2025-11-08_14-10-01,31
29.52,908.65,2025-11-08_14-10-01,32
29.51,908.8,2025-11-08_14-10-01,33
29.51,908.72,2025-11-08_14-10-01,34
29.52,908.64,2025-11-08_14-10-01,35
29.51,908.57,2025-11-08_14-10-01,36
29.5,908.56,2025-11-08_14-10-01,37
29.51,908.66,2025-11-08_14-10-01,38
29.51,908.58,2025-11-08_14-10-01,39
29.52,908.62,2025-11-08_14-10-01,40
29.53,908.7,2025-11-08_14-10-01,41
29.51,908.66,2025-11-08_14-10-01,42
29.5,908.62,2025-11-08_14-10-01,43
29.51,908.65,2025-11-08_14-10-01,44
29.51,908.66,2025-11-08_14-10-01,45
29.52,908.69,2025-11-08_14-10-01,46
29.52,908.67,2025-11-08_14-10-01,47
29.52,908.66,2025-11-08_14-10-01,48
29.54,908.72,2025-11-08_14-10-01,49
29.53,908.67,2025-11-08_14-10-01,50
29.55,908.75,2025-11-08_14-10-01,51
29.54,908.7,2025-11-08_14-10-01,52
29.55,908.68,2025-11-08_14-10-01,53
29.55,908.66,2025-11-08_14-10-01,54
29.57,908.69,2025-11-08_14-10-01,55
30.6,912.4,2025-11-08_14-10-01,56
30.6,912.4,2025-11-08_14-10-01,57
29.44,909.39,2025-11-08_14-11-03,0
29.41,909.27,2025-11-08_14-11-03,1
29.42,909.25,2025-11-08_14-11-03,2
29.41,909.28,2025-11-08_14-11-03,3
29.41,909.24,2025-11-08_14-11-03,4
29.42,909.29,2025-11-08_14-11-03,5
29.41,909.32,2025-11-08_14-11-03,6
29.43,909.29,2025-11-08_14-11-03,7
29.43,909.29,2025-11-08_14-11-03,8
29.43,909.28,2025-11-08_14-11-03,9
29.42,909.14,2025-11-08_14-11-03,10
29.44,909.14,2025-11-08_14-11-03,11
29.43,909.16,2025-11-08_14-11-03,12
29.44,909.06,2025-11-08_14-11-03,13
29.45,909.18,2025-11-08_14-11-03,14
29.45,909.05,2025-11-08_14-11-03,15
29.45,908.96,2025-11-08_14-11-03,16
29.46,908.99,2025-11-08_14-11-03,17
29.47,908.95,2025-11-08_14-11-03,18
29.47,908.89,2025-11-08_14-11-03,19
29.48,908.94,2025-11-08_14-11-03,20
29.47,908.88,2025-11-08_14-11-03,21
29.48,908.82,2025-11-08_14-11-03,22
29.47,908.75,2025-11-08_14-11-03,23
29.48,908.78,2025-11-08_14-11-03,24
29.49,908.8,2025-11-08_14-11-03,25
29.5,908.73,2025-11-08_14-11-03,26
29.49,908.68,2025-11-08_14-11-03,27
29.5,908.69,2025-11-08_14-11-03,28
29.5,908.65,2025-11-08_14-11-03,29
29.5,908.57,2025-11-08_14-11-03,30
29.51,908.61,2025-11-08_14-11-03,31
29.52,908.65,2025-11-08_14-11-03,32
29.51,908.8,2025-11-08_14-11-03,33
29.51,908.72,2025-11-08_14-11-03,34
29.52,908.64,2025-11-08_14-11-03,35
29.51,908.57,2025-11-08_14-11-03,36
29.5,908.56,2025-11-08_14-11-03,37
29.51,908.66,2025-11-08_14-11-03,38
29.51,908.58,2025-11-08_14-11-03,39
29.52,908.62,2025-11-08_14-11-03,40
29.53,908.7,2025-11-08_14-11-03,41
29.51,908.66,2025-11-08_14-11-03,42
29.5,908.62,2025-11-08_14-11-03,43
29.51,908.65,2025-11-08_14-11-03,44
29.51,908.66,2025-11-08_14-11-03,45
29.52,908.69,2025-11-08_14-11-03,46
29.52,908.67,2025-11-08_14-11-03,47
29.52,908.66,2025-11-08_14-11-03,48
29.54,908.72,2025-11-08_14-11-03,49
29.53,908.67,2025-11-08_14-11-03,50
29.55,908.75,2025-11-08_14-11-03,51
29.54,908.7,2025-11-08_14-11-03,52
29.55,908.68,2025-11-08_14-11-03,53
29.55,908.66,2025-11-08_14-11-03,54
29.57,908.69,2025-11-08_14-11-03,55
30.6,912.4,2025-11-08_14-11-03,56
30.6,912.4,2025-11-08_14-11-03,57
29.44,909.39,2025-11-08_14-12-02,0
29.41,909.27,2025-11-08_14-12-02,1
29.42,909.25,2025-11-08_14-12-02,2
29.41,909.28,2025-11-08_14-12-02,3
29.41,909.24,2025-11-08_14-12-02,4
29.42,909.29,2025-11-08_14-12-02,5
29.41,909.32,2025-11-08_14-12-02,6
29.43,909.29,2025-11-08_14-12-02,7
29.43,909.29,2025-11-08_14-12-02,8
29.43,909.28,2025-11-08_14-12-02,9
29.42,909.14,2025-11-08_14-12-02,10
29.44,909.14,2025-11-08_14-12-02,11
29.43,909.16,2025-11-08_14-12-02,12
29.44,909.06,2025-11-08_14-12-02,13
29.45,909.18,2025-11-08_14-12-02,14
29.45,909.05,2025-11-08_14-12-02,15
29.45,908.96,2025-11-08_14-12-02,16
29.46,908.99,2025-11-08_14-12-02,17
29.47,908.95,2025-11-08_14-12-02,18
29.47,908.89,2025-11-08_14-12-02,19
29.48,908.94,2025-11-08_14-12-02,20
29.47,908.88,2025-11-08_14-12-02,21
29.48,908.82,2025-11-08_14-12-02,22
29.47,908.75,2025-11-08_14-12-02,23
29.48,908.78,2025-11-08_14-12-02,24
29.49,908.8,2025-11-08_14-12-02,25
29.5,908.73,2025-11-08_14-12-02,26
29.49,908.68,2025-11-08_14-12-02,27
29.5,908.69,2025-11-08_14-12-02,28
29.5,908.65,2025-11-08_14-12-02,29
29.5,908.57,2025-11-08_14-12-02,30
29.51,908.61,2025-11-08_14-12-02,31
29.52,908.65,2025-11-08_14-12-02,32
29.51,908.8,2025-11-08_14-12-02,33
29.51,908.72,2025-11-08_14-12-02,34
29.52,908.64,2025-11-08_14-12-02,35
29.51,908.57,2025-11-08_14-12-02,36
29.5,908.56,2025-11-08_14-12-02,37
29.51,908.66,2025-11-08_14-12-02,38
29.51,908.58,2025-11-08_14-12-02,39
29.52,908.62,2025-11-08_14-12-02,40
29.53,908.7,2025-11-08_14-12-02,41
29.51,908.66,2025-11-08_14-12-02,42
29.5,908.62,2025-11-08_14-12-02,43
29.51,908.65,2025-11-08_14-12-02,44
29.51,908.66,2025-11-08_14-12-02,45
29.52,908.69,2025-11-08_14-12-02,46
29.52,908.67,2025-11-08_14-12-02,47
29.52,908.66,2025-11-08_14-12-02,48
29.54,908.72,2025-11-08_14-12-02,49
29.53,908.67,2025-11-08_14-12-02,50
29.55,908.75,2025-11-08_14-12-02,51
29.54,908.7,2025-11-08_14-12-02,52
29.55,908.68,2025-11-08_14-12-02,53
29.55,908.66,2025-11-08_14-12-02,54
29.57,908.69,2025-11-08_14-12-02,55
30.6,912.4,2025-11-08_14-12-02,56
30.6,912.4,2025-11-08_14-12-02,57
29.44,909.39,2025-11-08_14-13-03,0
29.41,909.27,2025-11-08_14-13-03,1
29.42,909.25,2025-11-08_14-13-03,2
29.41,909.28,2025-11-08_14-13-03,3
29.41,909.24,2025-11-08_14-13-03,4
29.42,909.29,2025-11-08_14-13-03,5
29.41,909.32,2025-11-08_14-13-03,6
29.43,909.29,2025-11-08_14-13-03,7
29.43,909.29,2025-11-08_14-13-03,8
29.43,909.28,2025-11-08_14-13-03,9
29.42,909.14,2025-11-08_14-13-03,10
29.44,909.14,2025-11-08_14-13-03,11
29.43,909.16,2025-11-08_14-13-03,12
29.44,909.06,2025-11-08_14-13-03,13
29.45,909.18,2025-11-08_14-13-03,14
29.45,909.05,2025-11-08_14-13-03,15
29.45,908.96,2025-11-08_14-13-03,16
29.46,908.99,2025-11-08_14-13-03,17
29.47,908.95,2025-11-08_14-13-03,18
29.47,908.89,2025-11-08_14-13-03,19
29.48,908.94,2025-11-08_14-13-03,20
29.47,908.88,2025-11-08_14-13-03,21
29.48,908.82,2025-11-08_14-13-03,22
29.47,908.75,2025-11-08_14-13-03,23
29.48,908.78,2025-11-08_14-13-03,24
29.49,908.8,2025-11-08_14-13-03,25
29.5,908.73,2025-11-08_14-13-03,26
29.49,908.68,2025-11-08_14-13-03,27
29.5,908.69,2025-11-08_14-13-03,28
29.5,908.65,2025-11-08_14-13-03,29
29.5,908.57,2025-11-08_14-13-03,30
29.51,908.61,2025-11-08_14-13-03,31
29.52,908.65,2025-11-08_14-13-03,32
29.51,908.8,2025-11-08_14-13-03,33
29.51,908.72,2025-11-08_14-13-03,34
29.52,908.64,2025-11-08_14-13-03,35
29.51,908.57,2025-11-08_14-13-03,36
29.5,908.56,2025-11-08_14-13-03,37
29.51,908.66,2025-11-08_14-13-03,38
29.51,908.58,2025-11-08_14-13-03,39
29.52,908.62,2025-11-08_14-13-03,40
29.53,908.7,2025-11-08_14-13-03,41
29.51,908.66,2025-11-08_14-13-03,42
29.5,908.62,2025-11-08_14-13-03,43
29.51,908.65,2025-11-08_14-13-03,44
29.51,908.66,2025-11-08_14-13-03,45
29.52,908.69,2025-11-08_14-13-03,46
29.52,908.67,2025-11-08_14-13-03,47
29.52,908.66,2025-11-08_14-13-03,48
29.54,908.72,2025-11-08_14-13-03,49
29.53,908.67,2025-11-08_14-13-03,50
29.55,908.75,2025-11-08_14-13-03,51
29.54,908.7,2025-11-08_14-13-03,52
29.55,908.68,2025-11-08_14-13-03,53
29.55,908.66,2025-11-08_14-13-03,54
29.57,908.69,2025-11-08_14-13-03,55
30.6,912.4,2025-11-08_14-13-03,56
30.6,912.4,2025-11-08_14-13-03,57
29.44,909.39,2025-11-08_18-00-58,0
29.41,909.27,2025-11-08_18-00-58,1
29.42,909.25,2025-11-08_18-00-58,2
29.41,909.28,2025-11-08_18-00-58,3
29.41,909.24,2025-11-08_18-00-58,4
29.42,909.29,2025-11-08_18-00-58,5
29.41,909.32,2025-11-08_18-00-58,6
29.43,909.29,2025-11-08_18-00-58,7
29.43,909.29,2025-11-08_18-00-58,8
29.43,909.28,2025-11-08_18-00-58,9
29.42,909.14,2025-11-08_18-00-58,10
29.44,909.14,2025-11-08_18-00-58,11
29.43,909.16,2025-11-08_18-00-58,12
29.44,909.06,2025-11-08_18-00-58,13
29.45,909.18,2025-11-08_18-00-58,14
29.45,909.05,2025-11-08_18-00-58,15
29.45,908.96,2025-11-08_18-00-58,16
29.46,908.99,2025-11-08_18-00-58,17
29.47,908.95,2025-11-08_18-00-58,18
29.47,908.89,2025-11-08_18-00-58,19
29.48,908.94,2025-11-08_18-00-58,20
29.47,908.88,2025-11-08_18-00-58,21
29.48,908.82,2025-11-08_18-00-58,22
29.47,908.75,2025-11-08_18-00-58,23
29.48,908.78,2025-11-08_18-00-58,24
29.49,908.8,2025-11-08_18-00-58,25
29.5,908.73,2025-11-08_18-00-58,26
29.49,908.68,2025-11-08_18-00-58,27
29.5,908.69,2025-11-08_18-00-58,28
29.5,908.65,2025-11-08_18-00-58,29
29.5,908.57,2025-11-08_18-00-58,30
29.51,908.61,2025-11-08_18-00-58,31
29.52,908.65,2025-11-08_18-00-58,32
29.51,908.8,2025-11-08_18-00-58,33
29.51,908.72,2025-11-08_18-00-58,34
29.52,908.64,2025-11-08_18-00-58,35
29.51,908.57,2025-11-08_18-00-58,36
29.5,908.56,2025-11-08_18-00-58,37
29.51,908.66,2025-11-08_18-00-58,38
29.51,908.58,2025-11-08_18-00-58,39
29.52,908.62,2025-11-08_18-00-58,40
29.53,908.7,2025-11-08_18-00-58,41
29.51,908.66,2025-11-08_18-00-58,42
29.5,908.62,2025-11-08_18-00-58,43
29.51,908.65,2025-11-08_18-00-58,44
29.51,908.66,2025-11-08_18-00-58,45
29.52,908.69,2025-11-08_18-00-58,46
29.52,908.67,2025-11-08_18-00-58,47
29.52,908.66,2025-11-08_18-00-58,48
29.54,908.72,2025-11-08_18-00-58,49
29.53,908.67,2025-11-08_18-00-58,50
29.55,908.75,2025-11-08_18-00-58,51
29.54,908.7,2025-11-08_18-00-58,52
29.55,908.68,2025-11-08_18-00-58,53
