ax,ay,az,gx,gy,gz,session,reading_index
173,-1408,-325,824,1240,2037,2025-11-03_15-25-08,8
772,-2997,-289,-2369,3033,-683,2025-11-03_15-25-08,9
-25,-1960,-659,-1224,2167,-174,2025-11-03_15-25-08,10
555,-1991,-159,-741,560,-350,2025-11-03_15-25-08,11
1733,-1989,-451,-1153,-559,-336,2025-11-03_15-25-08,12
1158,-3139,1261,-532,-2298,-783,2025-11-03_15-25-08,13
1066,-2166,-382,3280,1331,1638,2025-11-03_15-25-08,14
431,-1901,-848,1708,262,1702,2025-11-03_15-25-08,15
233,-2950,-83,-2432,3096,-815,2025-11-03_15-25-08,16
185,-2128,-615,-1288,1856,-304,2025-11-03_15-25-08,17
391,-1959,-119,-760,827,-487,2025-11-03_15-25-08,18
1646,-2130,-618,-1077,-1458,-187,2025-11-03_15-25-08,19
445,-1525,-126,-1272,1390,-493,2025-11-03_15-25-08,20
1004,-1722,-280,2535,2227,2233,2025-11-03_15-25-08,21
716,-2614,-170,-706,691,125,2025-11-03_15-25-08,22
841,-2280,-494,-1536,955,-960,2025-11-03_15-25-08,23
398,-1939,-465,-794,741,-224,2025-11-03_15-25-08,24
291,-2000,-214,-676,628,-198,2025-11-03_15-25-08,25
1564,-2656,1160,-1442,-1442,-564,2025-11-03_15-25-08,26
1029,-2160,-662,2963,953,2477,2025-11-03_15-25-08,27
778,-1524,-314,670,1189,3429,2025-11-03_15-25-08,28
1245,-2621,687,-2192,1134,-1085,2025-11-03_15-25-08,29
311,-1963,-300,-939,563,-466,2025-11-03_15-25-08,30
336,-1937,-424,-283,113,-95,2025-11-03_15-25-08,31
1159,-2229,-1311,-1899,1948,-408,2025-11-03_15-25-08,32
1333,-1952,-833,3086,1336,2426,2025-11-03_15-25-08,33
1167,-1663,-848,3223,-1271,2447,2025-11-03_15-25-08,34
1723,-2723,-809,-1444,61,-289,2025-11-03_15-25-08,35
601,-1927,-178,306,-392,-559,2025-11-03_15-25-08,36
607,-1909,-367,-748,192,-163,2025-11-03_15-25-08,37
1029,-2274,-172,-1912,3903,-859,2025-11-03_15-25-08,38
2064,-1839,-1142,-2427,-1778,-463,2025-11-03_15-25-08,39
448,-1654,-1337,2250,-437,1453,2025-11-03_15-25-08,40
1838,-1653,-598,3024,2232,3008,2025-11-03_15-25-08,41
1385,-1713,-547,-1242,3386,1792,2025-11-03_15-25-08,42
654,-2276,-462,-1567,1421,-816,2025-11-03_15-25-08,43
311,-1903,-294,-756,652,-333,2025-11-03_15-25-08,44
821,-2059,-419,-1482,2878,-398,2025-11-03_15-25-08,45
275,-1339,-42,-459,1273,-344,2025-11-03_15-25-08,46
1167,-1763,-340,2272,1115,2760,2025-11-03_15-25-08,47
685,-2136,-1583,-1112,764,357,2025-11-03_15-25-08,48
298,-2124,-443,-1486,912,-670,2025-11-03_15-25-08,49
-103,-1974,-262,-572,861,-59,2025-11-03_15-25-08,50
604,-2061,-689,-1166,-1079,-713,2025-11-03_15-25-08,51
807,-1902,-497,2496,-56,1657,2025-11-03_15-25-08,52
1025,-1614,-629,1594,-226,3156,2025-11-03_15-25-08,53
1444,-2249,137,-1924,2039,-591,2025-11-03_15-25-08,54
-5,-1985,-395,-447,933,-233,2025-11-03_15-25-08,55
928,-2050,-478,-1546,2642,-540,2025-11-03_15-25-08,56
295,-2294,-27,-1543,163,-1032,2025-11-03_15-25-08,57
1408,-1797,-484,2472,1339,2383,2025-11-03_15-25-08,58
-362,-2979,32,-2164,2262,-1115,2025-11-03_15-25-08,59
1506,-1588,-940,2392,806,776,2025-11-03_18-58-54,0
563,-2476,-30,-1928,496,199,2025-11-03_18-58-54,1
495,-1886,-489,-402,187,-354,2025-11-03_18-58-54,2
1127,-1491,-1165,-1374,-436,-829,2025-11-03_18-58-54,3
1119,-2037,-1067,2302,3658,-261,2025-11-03_18-58-54,4
1638,-1372,-977,2099,2130,1737,2025-11-03_18-58-54,5
234,-2129,-275,-1871,-636,-251,2025-11-03_18-58-54,6
444,-1893,-229,-424,-291,-194,2025-11-03_18-58-54,7
-2540,-3656,-1218,-2680,5706,-631,2025-11-03_18-58-54,8
1021,-1797,-1078,3394,1852,1141,2025-11-03_18-58-54,9
-88,-3115,442,-2141,-1727,-130,2025-11-03_18-58-54,10
282,-1854,-100,-979,234,-194,2025-11-03_18-58-54,11
-92,-3868,-1935,-2132,2819,-787,2025-11-03_18-58-54,12
383,-2103,-1058,4106,916,1022,2025-11-03_18-58-54,13
331,-1995,-811,264,292,-337,2025-11-03_18-58-54,14
-51,-2313,85,-2002,-402,89,2025-11-03_18-58-54,15
206,-1875,-374,-291,316,-56,2025-11-03_18-58-54,16
177,-2448,-466,-1209,1633,-1591,2025-11-03_18-58-54,17
691,-843,-824,-346,2537,-427,2025-11-03_18-58-54,18
1901,-1425,-1404,2851,3649,1344,2025-11-03_18-58-54,19
1061,-2328,-128,-1998,-165,-154,2025-11-03_18-58-54,20
418,-1863,134,-918,-79,-81,2025-11-03_18-58-54,21
-42,-2173,-521,-633,1691,-189,2025-11-03_18-58-54,22
289,-2239,-570,176,-2639,-447,2025-11-03_18-58-54,23
541,-1367,-964,1588,1559,215,2025-11-03_18-58-54,24
1044,-1357,-1050,2824,1775,348,2025-11-03_18-58-54,25
3733,-1407,-1849,-1197,2503,903,2025-11-03_18-58-54,26
331,-2011,-551,-603,433,-138,2025-11-03_18-58-54,27
1481,-1825,-801,-730,-1762,-125,2025-11-03_18-58-54,28
392,-1859,204,-2255,6462,-912,2025-11-03_18-58-54,29
1557,-1980,-812,2955,3309,1104,2025-11-03_18-58-54,30
1260,-3041,423,-2037,-1722,-106,2025-11-03_18-58-54,31
541,-1982,-132,-831,164,-156,2025-11-03_18-58-54,32
-253,-2159,-982,-1088,2816,-287,2025-11-03_18-58-54,33
-1304,-4403,-63,-2274,3380,-671,2025-11-03_18-58-54,34
401,-2217,-990,4273,657,1084,2025-11-03_18-58-54,35
984,-1132,-703,800,734,1014,2025-11-03_18-58-54,36
14,-2093,-105,-1570,332,200,2025-11-03_18-58-54,37
160,-2050,-339,-453,-649,-168,2025-11-03_18-58-54,38
1653,-2045,-1406,-1286,-1716,-1004,2025-11-03_18-58-54,39
1265,-2354,-849,3042,2828,-202,2025-11-03_18-58-54,40
1105,-1407,-880,217,858,-147,2025-11-03_18-58-54,41
240,-2120,-207,-1492,-1154,-415,2025-11-03_18-58-54,42
249,-1870,-299,-730,378,-106,2025-11-03_18-58-54,43
932,-1808,-985,-105,-2250,-220,2025-11-03_18-58-54,44
645,-1698,-815,2050,1226,-104,2025-11-03_18-58-54,45
743,-1270,-1176,3295,1574,274,2025-11-03_18-58-54,46
3322,-3362,325,-1349,-555,504,2025-11-03_18-58-54,47
431,-1920,-286,-388,259,-198,2025-11-03_18-58-54,48
1535,-1972,-1210,-1317,-585,-1149,2025-11-03_18-58-54,49
1054,-675,-838,313,3374,-147,2025-11-03_18-58-54,50
757,-1370,-1361,5095,1833,1259,2025-11-03_18-58-54,51
322,-1905,-1004,262,548,-359,2025-11-03_18-58-54,52
490,-2784,369,-2016,-1152,-702,2025-11-03_18-58-54,53
1368,-1693,-875,-358,-2779,-1114,2025-11-03_18-58-54,54
1336,-1685,-314,-167,-429,-21,2025-11-03_18-58-54,55
1648,-1228,-1376,-2403,721,-809,2025-11-03_18-58-54,56
706,-1283,-94,-1959,657,-799,2025-11-03_18-58-54,57
358,-2162,-1035,4870,292,1055,2025-11-03_18-58-54,58
625,-1383,-1137,3718,-533,-349,2025-11-03_18-58-54,59
613,-2159,-429,-856,-1586,-578,2025-11-03_18-59-58,0
697,-1831,-145,-300,-591,-136,2025-11-03_18-59-58,1
-210,-2220,-205,-1034,-160,-965,2025-11-03_18-59-58,2
108,-1467,-345,85,-1269,-278,2025-11-03_18-59-58,3
318,-1681,-1035,3341,-1646,-1080,2025-11-03_18-59-58,4
16,-2934,-62,-2407,-250,-661,2025-11-03_18-59-58,5
772,-1793,-164,-501,157,-361,2025-11-03_18-59-58,6
625,-1846,-777,-635,-1726,-413,2025-11-03_18-59-58,7
153,-1074,-379,305,342,-5,2025-11-03_18-59-58,8
346,-1687,-960,3792,1542,571,2025-11-03_18-59-58,9
1067,-2623,-541,-1587,-1443,-482,2025-11-03_18-59-58,10
1259,-1795,-466,-348,-1611,-442,2025-11-03_18-59-58,11
756,-1932,-378,-759,-89,-272,2025-11-03_18-59-58,12
205,-2008,-1502,-2672,2614,-694,2025-11-03_18-59-58,13
117,-2405,-872,4804,-329,523,2025-11-03_18-59-58,14
54,-2052,-812,1415,-773,-1507,2025-11-03_18-59-58,15
942,-2066,-210,-1059,-978,-478,2025-11-03_18-59-58,16
674,-1924,-201,-413,-374,-204,2025-11-03_18-59-58,17
1561,-1739,-1312,-1834,1853,-1192,2025-11-03_18-59-58,18
281,-1829,-241,1416,-1310,-152,2025-11-03_18-59-58,19
757,-1603,-935,3081,122,-799,2025-11-03_18-59-58,20
-347,-3415,-250,-1827,-3075,-755,2025-11-03_18-59-58,21
401,-1870,-85,-812,-174,-344,2025-11-03_18-59-58,22
1161,-1960,-502,-556,-267,-429,2025-11-03_18-59-58,23
-401,-2465,2690,-1623,-620,-292,2025-11-03_18-59-58,24
144,-1861,-1023,4162,1794,922,2025-11-03_18-59-58,25
1187,-2515,-147,-1438,-1251,-579,2025-11-03_18-59-58,26
825,-1840,-319,-462,-1892,-554,2025-11-03_18-59-58,27
710,-1924,-403,-559,-365,-265,2025-11-03_18-59-58,28
332,-1340,-556,90,1580,-124,2025-11-03_18-59-58,29
125,-1616,-1220,3702,2420,20,2025-11-03_18-59-58,30
2198,-2084,-1523,-802,-1244,-728,2025-11-03_18-59-58,31
904,-1997,-294,-786,-1355,-442,2025-11-03_18-59-58,32
776,-1903,-121,-290,-394,-182,2025-11-03_18-59-58,33
129,-1239,-599,-1840,-121,-663,2025-11-03_18-59-58,34
179,-2338,-435,3945,-874,337,2025-11-03_18-59-58,35
42,-1533,-855,2022,-1604,-1449,2025-11-03_18-59-58,36
1011,-2558,-393,-1867,-789,-277,2025-11-03_18-59-58,37
619,-1780,-89,-300,-462,-406,2025-11-03_18-59-58,38
660,-1976,-549,-792,-1742,-413,2025-11-03_18-59-58,39
283,-701,-592,-757,821,-28,2025-11-03_18-59-58,40
-4,-1880,-1002,3711,1619,353,2025-11-03_18-59-58,41
1019,-3003,540,-1729,-2838,-399,2025-11-03_18-59-58,42
972,-1820,-345,-399,-1719,-490,2025-11-03_18-59-58,43
528,-1968,-573,-556,-324,-229,2025-11-03_18-59-58,44
-983,-4883,251,-1298,2081,-335,2025-11-03_18-59-58,45
-139,-2363,-847,4953,-490,392,2025-11-03_18-59-58,46
29,-1433,-1062,1939,-1998,-2202,2025-11-03_18-59-58,47
-75,-2999,-325,-1716,-1843,-539,2025-11-03_18-59-58,48
414,-1858,-153,-764,-320,-335,2025-11-03_18-59-58,49
1864,-1864,-563,-469,-770,-418,2025-11-03_18-59-58,50
1,-1651,-179,-1858,-354,-259,2025-11-03_18-59-58,51
30,-2072,-807,3832,1143,212,2025-11-03_18-59-58,52
1555,-1547,-2534,-1060,-946,-756,2025-11-03_18-59-58,53
775,-1868,-307,-895,-1141,-544,2025-11-03_18-59-58,54
913,-1761,-151,-80,-773,-311,2025-11-03_18-59-58,55
580,-1860,-280,3450,-270,630,2025-11-03_19-01-00,0
730,-1655,-810,1075,3290,2160,2025-11-03_19-01-00,1
500,-1990,-610,-1330,1840,100,2025-11-03_19-01-00,2
-145,-2000,-200,-810,1400,-180,2025-11-03_19-01-00,3
-210,-2710,-1120,-1965,270,250,2025-11-03_19-01-00,4
135,-1580,-560,2275,-70,430,2025-11-03_19-01-00,5
470,-1770,-980,3650,-740,840,2025-11-03_19-01-00,6
480,-2230,-300,-950,1125,320,2025-11-03_19-01-00,7
180,-2130,-550,-1100,2095,-60,2025-11-03_19-01-00,8
100,-1970,-200,-910,970,50,2025-11-03_19-01-00,9
-15,-2730,170,-1330,1625,-220,2025-11-03_19-01-00,10
310,-1990,-730,2940,-590,890,2025-11-03_19-01-00,11
630,-2610,710,-1830,-120,-810,2025-11-03_19-01-00,12
270,-1910,-60,-920,-60,-110,2025-11-03_19-01-00,13
80,-2010,-420,-850,-250,-115,2025-11-03_19-01-00,14
410,-1830,-1080,-1210,-1160,-760,2025-11-03_19-01-00,15
650,-1860,-430,3290,110,910,2025-11-03_19-01-00,16
840,-1740,-620,1160,1170,1560,2025-11-03_19-01-00,17
100,-2100,-310,-1180,1670,-20,2025-11-03_19-01-00,18
60,-1900,-10,-770,300,-130,2025-11-03_19-01-00,19
50,-2540,-1470,-1760,1090,220,2025-11-03_19-01-00,20
190,-1510,-130,-160,-480,450,2025-11-03_19-01-00,21
420,-1910,-760,3830,-980,1070,2025-11-03_19-01-00,22
350,-1660,-660,380,2180,420,2025-11-03_19-01-00,23
450,-2210,-600,-1940,1770,-180,2025-11-03_19-01-00,24
-260,-2080,40,-720,1250,70,2025-11-03_19-01-00,25
-110,-1280,-230,-1000,-600,-150,2025-11-03_19-01-00,26
490,-1960,-610,3810,-1270,930,2025-11-03_19-01-00,27
350,-2160,-570,230,1400,-160,2025-11-03_19-01-00,28
-30,-2410,210,-2110,610,-650,2025-11-03_19-01-00,29
250,-2000,-200,-930,-70,0,2025-11-03_19-01-00,30
-190,-2080,-200,-840,-290,-160,2025-11-03_19-01-00,31
1140,-2220,-790,-1470,-1150,-780,2025-11-03_19-01-00,32
850,-1780,300,3030,1020,640,2025-11-03_19-01-00,33
890,-1850,-400,620,3180,1860,2025-11-03_19-01-00,34
290,-2160,-280,-1400,1100,-470,2025-11-03_19-01-00,35
180,-1930,0,-710,260,-130,2025-11-03_19-01-00,36
40,-1970,-1360,-1640,540,190,2025-11-03_19-01-00,37
230,-1670,-330,-1560,-400,150,2025-11-03_19-01-00,38
820,-1870,-520,4040,-1350,1110,2025-11-03_19-01-00,39
380,-1960,-480,1340,2770,1840,2025-11-03_19-01-00,40
90,-2070,-510,-1500,1600,-130,2025-11-03_19-01-00,41
-80,-1930,-10,-660,980,0,2025-11-03_19-01-00,42
870,-1370,-180,-1410,-750,410,2025-11-03_19-01-00,43
310,-2000,-830,3360,-2570,1070,2025-11-03_19-01-00,44
250,-2060,-770,1130,1160,140,2025-11-03_19-01-00,45
190,-2060,-120,-1300,1220,-320,2025-11-03_19-01-00,46
130,-1970,-140,-850,490,-170,2025-11-03_19-01-00,47
210,-1550,-1180,-1460,600,150,2025-11-03_19-01-00,48
660,-1770,290,1500,2200,250,2025-11-03_19-01-00,49
970,-1860,-590,-380,3080,1590,2025-11-03_19-01-00,50
200,-2050,-270,-1110,1630,-200,2025-11-03_19-01-00,51
620,-1980,0,-870,-940,0,2025-11-03_19-01-00,52
1740,-3490,300,-1650,-2520,130,2025-11-03_19-01-00,53
530,-1980,-580,3550,-1420,1120,2025-11-03_19-01-00,54
750,-2390,-180,-400,1710,500,2025-11-03_19-01-00,55
350,-2030,-240,-1410,1690,-270,2025-11-03_19-01-00,56
110,-1950,100,-850,1180,0,2025-11-03_19-01-00,57
310,-2920,1140,-350,630,30,2025-11-03_19-01-00,58
310,-2060,-830,2120,490,1280,2025-11-03_19-01-00,59
490,-1747,-1158,4600,442,1250,2025-11-08_13-48-18,0
484,-623,-1579,5068,2061,1223,2025-11-08_13-48-18,1
1323,-769,-1701,2770,1415,1597,2025-11-08_13-48-18,2
2289,-841,-1630,1232,1693,3394,2025-11-08_13-48-18,3
649,-3548,1321,-3291,-60,421,2025-11-08_13-48-18,4
1322,-1419,367,-1625,-917,-68,2025-11-08_13-48-18,5
595,-1794,372,-557,-92,-113,2025-11-08_13-48-18,6
160,-2131,-589,-684,467,-121,2025-11-08_13-48-18,7
783,-2656,-968,-1175,-1584,-653,2025-11-08_13-48-18,8
-130,-858,-420,-1950,-1920,-703,2025-11-08_13-48-18,9
567,-642,-1770,5665,1581,1210,2025-11-08_13-48-18,10
1010,-1129,-2184,-570,966,940,2025-11-08_13-48-18,11
925,-1888,3,-1288,649,248,2025-11-08_13-48-18,12
432,-1867,-121,-355,430,-53,2025-11-08_13-48-18,13
803,-2139,-457,-520,-570,-120,2025-11-08_13-48-18,14
1065,-1690,-1106,-1904,1371,-128,2025-11-08_13-48-18,15
570,-2225,-674,4364,2004,958,2025-11-08_13-48-18,16
475,-541,-1542,3936,1790,523,2025-11-08_13-48-18,17
1534,-1378,-2645,-823,1632,1106,2025-11-08_13-48-18,18
119,-2732,420,-2925,435,183,2025-11-08_13-48-18,19
554,-1643,1083,-947,-379,14,2025-11-08_13-48-18,20
308,-1934,14,-713,967,-90,2025-11-08_13-48-18,21
615,-1708,-773,-873,-934,-177,2025-11-08_13-48-18,22
278,-1546,-1895,-2476,5404,-314,2025-11-08_13-48-18,23
10,645,2247,599,-5002,-9,2025-11-08_13-48-18,24
472,-1983,-1349,6374,1232,1030,2025-11-08_13-48-18,25
629,-1124,-1688,326,-780,119,2025-11-08_13-48-18,26
-344,-3295,129,-2335,-813,-260,2025-11-08_13-48-18,27
327,-1841,520,-966,301,-179,2025-11-08_13-48-18,28
403,-1955,-207,-520,232,-53,2025-11-08_13-48-18,29
-492,-1692,-499,-856,358,-724,2025-11-08_13-48-18,30
61,-1845,-852,-2967,3658,140,2025-11-08_13-48-18,31
512,-1300,-1274,5854,1433,418,2025-11-08_13-48-18,32
84,-926,-1420,1077,-2401,-1227,2025-11-08_13-48-18,33
1684,-1861,-317,-963,-1209,-788,2025-11-08_13-48-18,34
344,-1901,-84,-402,-23,-3,2025-11-08_13-48-18,35
-8,-1998,-244,-463,-61,-63,2025-11-08_13-48-18,36
1032,-2598,-905,-845,1367,-551,2025-11-08_13-48-18,37
185,56,2647,826,-1183,-310,2025-11-08_13-48-18,38
305,-720,-1556,4994,824,245,2025-11-08_13-48-18,39
142,-1343,-1241,308,-1198,-647,2025-11-08_13-48-18,40
319,-3162,506,-3125,-1932,-199,2025-11-08_13-48-18,41
600,-1896,178,-1278,-91,-162,2025-11-08_13-48-18,42
40,-2013,-223,-549,1101,-70,2025-11-08_13-48-18,43
583,-1959,-326,39,-597,-227,2025-11-08_13-48-18,44
1656,-1761,-735,-1228,164,-575,2025-11-08_13-48-18,45
-1290,-3458,-1134,-1746,6354,-352,2025-11-08_13-48-18,46
196,-1727,-1805,5519,3261,1197,2025-11-08_13-48-18,47
715,-871,-1618,1825,-34,-382,2025-11-08_13-48-18,48
-502,-4564,495,-1766,-2075,-1542,2025-11-08_13-48-18,49
605,-2066,-282,-627,-169,-112,2025-11-08_13-48-18,50
-261,-2051,-568,-918,-675,-339,2025-11-08_13-48-18,51
157,-2613,-1353,-1409,-1106,-313,2025-11-08_13-48-18,52
419,-795,305,-1001,-1131,-657,2025-11-08_13-48-18,53
857,-1138,-1659,5584,1612,979,2025-11-08_13-48-18,54
182,-710,-1575,2501,1571,49,2025-11-08_13-48-18,55
1707,-2743,-2146,-1598,-1388,-527,2025-11-08_13-48-18,56
502,-2423,-409,-1116,-1712,-592,2025-11-08_13-48-18,57
562,-1846,149,-357,449,-54,2025-11-08_13-48-18,58
1090,-2040,-901,-911,267,-226,2025-11-08_13-48-18,59
150,-3175,675,-2954,-431,-360,2025-11-08_13-52-18,0
978,-1647,516,-1804,-417,-223,2025-11-08_13-52-18,1
336,-1977,145,-948,502,-172,2025-11-08_13-52-18,2
160,-1978,-335,-757,704,-165,2025-11-08_13-52-18,3
601,-1774,-586,-926,-484,-200,2025-11-08_13-52-18,4
812,-2727,-73,733,-2121,-566,2025-11-08_13-52-18,5
324,-1872,-1049,169,1599,-436,2025-11-08_13-52-18,6
-282,-3216,-28,-2202,-399,-138,2025-11-08_13-52-18,7
278,-1964,-248,-588,57,127,2025-11-08_13-52-18,8
839,-1864,53,-692,-164,-53,2025-11-08_13-52-18,9
227,-1734,356,-452,-1324,-299,2025-11-08_13-52-18,10
199,-2205,-1101,4556,-182,921,2025-11-08_13-52-18,11
243,-1377,-2054,-836,1116,-58,2025-11-08_13-52-18,12
791,-1707,328,-1329,308,41,2025-11-08_13-52-18,13
299,-1920,-186,-977,645,-58,2025-11-08_13-52-18,14
666,-2071,230,-735,540,-236,2025-11-08_13-52-18,15
905,-1099,1,2213,-1904,-326,2025-11-08_13-52-18,16
478,-868,-1548,2402,1265,330,2025-11-08_13-52-18,17
-198,-2961,40,-2575,-1275,-247,2025-11-08_13-52-18,18
491,-1902,-234,-773,19,-126,2025-11-08_13-52-18,19
664,-2035,-80,-656,452,-206,2025-11-08_13-52-18,20
811,-993,599,1044,-3419,-178,2025-11-08_13-52-18,21
74,-1110,-1185,2198,-612,-810,2025-11-08_13-52-18,22
489,-1862,216,-1626,62,-44,2025-11-08_13-52-18,23
429,-1894,-209,-825,328,-27,2025-11-08_13-52-18,24
-359,-1876,-285,-686,-1092,-321,2025-11-08_13-52-18,25
377,-1538,-153,3291,-1419,-51,2025-11-08_13-52-18,26
289,-885,-1384,3043,269,-306,2025-11-08_13-52-18,27
-140,-2963,132,-2190,-1884,-904,2025-11-08_13-52-18,28
441,-1987,-209,-591,-202,-41,2025-11-08_13-52-18,29
396,-1961,-15,-494,-108,52,2025-11-08_13-52-18,30
173,-1729,-131,877,-1337,-542,2025-11-08_13-52-18,31
308,-2041,28,70,1018,192,2025-11-08_13-52-18,32
718,-2149,-118,-343,848,430,2025-11-08_13-52-18,33
905,-2004,-284,-531,657,-45,2025-11-08_13-52-18,34
-499,-2932,737,-795,2544,-1227,2025-11-08_13-52-18,35
588,-1960,-1320,4957,1648,1326,2025-11-08_13-52-18,36
1368,-416,-1635,3008,1955,2322,2025-11-08_13-52-18,37
190,-2083,-1446,3637,3433,751,2025-11-08_13-52-18,38
-597,-939,-696,588,-3174,-405,2025-11-08_13-52-18,39
593,-963,-354,-1848,1385,-764,2025-11-08_13-52-18,40
-364,-769,113,-589,-1207,-438,2025-11-08_13-52-18,41
932,-843,608,2266,-1645,431,2025-11-08_13-52-18,42
475,-2067,-1313,4347,2795,1656,2025-11-08_13-52-18,43
542,-925,-1438,2881,1808,406,2025-11-08_13-52-18,44
228,-947,-1088,1224,-882,-956,2025-11-08_13-52-18,45
325,-3757,227,-3646,-53,-261,2025-11-08_13-52-18,46
231,-1916,-31,-72,935,548,2025-11-08_13-52-18,47
331,-1907,-297,-551,86,-66,2025-11-08_13-52-18,48
586,-1954,-253,-470,-537,17,2025-11-08_13-52-18,49
-229,-1683,-771,-968,361,-242,2025-11-08_13-52-18,50
-5,-953,-1066,-1791,411,-119,2025-11-08_13-52-18,51
240,-1081,-98,-875,-2001,-458,2025-11-08_13-52-18,52
472,-2372,-917,5812,326,658,2025-11-08_13-52-18,53
301,-881,-1487,2645,1934,587,2025-11-08_13-52-18,54
1054,-2670,-1666,-2019,1014,495,2025-11-08_13-52-18,55
-221,-3097,314,-2417,-335,16,2025-11-08_13-52-18,56
576,-1719,498,-1085,-64,-70,2025-11-08_13-52-18,57
307,-1921,21,-508,804,-79,2025-11-08_13-52-18,58
-65,-2119,-215,-775,966,-492,2025-11-08_13-52-18,59
208,-2001,-1434,-1938,3795,-261,2025-11-08_13-53-21,0
-436,-3270,-1707,4551,4051,974,2025-11-08_13-53-21,1
1067,-862,-1470,2819,1945,1165,2025-11-08_13-53-21,2
368,-3393,996,-3485,-437,21,2025-11-08_13-53-21,3
540,-1536,268,-1420,-659,-286,2025-11-08_13-53-21,4
248,-2034,60,-371,-151,-116,2025-11-08_13-53-21,5
-29,-1992,-1099,-692,895,104,2025-11-08_13-53-21,6
2446,-2994,511,-1200,-795,-442,2025-11-08_13-53-21,7
93,-2297,-1282,6266,1188,1405,2025-11-08_13-53-21,8
349,-640,-1544,2749,930,172,2025-11-08_13-53-21,9
1105,-3289,-1179,-2515,-1539,-604,2025-11-08_13-53-21,10
-350,-3245,1103,-3224,-1629,-1233,2025-11-08_13-53-21,11
539,-2157,59,-2062,-1372,-487,2025-11-08_13-53-21,12
270,-1818,122,-831,-62,-57,2025-11-08_13-53-21,13
346,-1950,-345,-396,293,-192,2025-11-08_13-53-21,14
814,-1659,-762,-974,-682,-23,2025-11-08_13-53-21,15
469,-1360,-1500,-1392,-104,-821,2025-11-08_13-53-21,16
949,-1211,179,-720,789,-838,2025-11-08_13-53-21,17
1052,-1022,-1624,4892,531,364,2025-11-08_13-53-21,18
644,-1199,-1460,2061,-1420,-738,2025-11-08_13-53-21,19
-633,-3433,250,-3053,-1529,-1330,2025-11-08_13-53-21,20
1033,-1725,149,-1385,344,-135,2025-11-08_13-53-21,21
215,-1983,-247,-459,393,-49,2025-11-08_13-53-21,22
1551,-1712,-776,-885,-686,-75,2025-11-08_13-53-21,23
528,-1807,-1755,-3326,3427,-397,2025-11-08_13-53-21,24
92,-1382,-1625,5150,2061,1178,2025-11-08_13-53-21,25
1396,-2372,-2458,-1631,-878,-867,2025-11-08_13-53-21,26
714,-1646,-397,-1089,-441,-122,2025-11-08_13-53-21,27
543,-1897,165,-351,-1288,13,2025-11-08_13-53-21,28
713,-2517,-1215,-1224,-1157,-500,2025-11-08_13-53-21,29
136,-2391,-1239,4318,-369,419,2025-11-08_13-53-21,30
33,-863,-1575,5403,-58,485,2025-11-08_13-53-21,31
-85,-716,-1402,2896,393,-1156,2025-11-08_13-53-21,32
631,-2614,-1532,-2737,-1259,-960,2025-11-08_13-53-21,33
1048,-2618,-324,-1853,-320,-266,2025-11-08_13-53-21,34
450,-1833,141,-846,128,-118,2025-11-08_13-53-21,35
240,-1953,-336,-420,60,11,2025-11-08_13-53-21,36
1367,-2022,-727,-962,498,-204,2025-11-08_13-53-21,37
341,-1204,-876,-1731,190,-1031,2025-11-08_13-53-21,38
569,-2109,-1711,4862,-515,-654,2025-11-08_13-53-21,39
2035,-1401,-1780,4079,4981,1996,2025-11-08_13-53-21,40
696,-992,-1245,1400,-1883,-555,2025-11-08_13-53-21,41
-282,-3358,176,-2867,-2806,-1424,2025-11-08_13-53-21,42
587,-1848,510,-904,-165,-44,2025-11-08_13-53-21,43
492,-1981,-166,-600,410,-84,2025-11-08_13-53-21,44
-88,-1843,-463,-1099,1275,-212,2025-11-08_13-53-21,45
-1095,-3182,2412,-2767,1912,-526,2025-11-08_13-53-21,46
640,-2231,-1345,6144,1171,776,2025-11-08_13-53-21,47
308,-728,-1561,2758,1473,413,2025-11-08_13-53-21,48
320,-3416,216,-3269,-2350,-995,2025-11-08_13-53-21,49
-38,-3253,-692,-2705,-734,-595,2025-11-08_13-53-21,50
709,-1487,575,-1528,-12,-227,2025-11-08_13-53-21,51
382,-1893,-177,-868,-356,-153,2025-11-08_13-53-21,52
484,-2022,-418,-511,-621,29,2025-11-08_13-53-21,53
1592,-2186,-792,-1189,776,-662,2025-11-08_13-53-21,54
373,-1414,-906,-1985,-4448,-750,2025-11-08_13-53-21,55
987,-3204,-957,6580,306,855,2025-11-08_13-53-21,56
-913,-3206,1706,-2401,3333,-586,2025-11-08_13-54-22,0
105,-1546,-620,3646,1653,662,2025-11-08_13-54-22,1
854,-1056,-1511,2530,3828,3357,2025-11-08_13-54-22,2
1246,-2177,-882,-2503,1948,1033,2025-11-08_13-54-22,3
381,-1815,343,-1163,-48,165,2025-11-08_13-54-22,4
619,-1943,0,-265,-394,-152,2025-11-08_13-54-22,5
860,-1911,-438,-129,-954,-157,2025-11-08_13-54-22,6
953,-1570,-1152,-1172,-1205,-183,2025-11-08_13-54-22,7
-983,-298,789,-44,-1015,-390,2025-11-08_13-54-22,8
538,-999,-1392,4279,1018,599,2025-11-08_13-54-22,9
451,-2389,-1659,-1552,900,25,2025-11-08_13-54-22,10
170,-2934,-159,-2110,-109,-84,2025-11-08_13-54-22,11
323,-1879,-94,-490,488,-122,2025-11-08_13-54-22,12
