T,P,session,reading_index
32.09,910.03,2025-11-15_14-55-28,56
32.1,909.97,2025-11-15_14-55-28,57
30.15,910.1,2025-11-15_14-56-29,0
30.18,910.0,2025-11-15_14-56-29,1
30.2,910.05,2025-11-15_14-56-29,2
30.24,910.05,2025-11-15_14-56-29,3
30.27,910.06,2025-11-15_14-56-29,4
30.3,910.09,2025-11-15_14-56-29,5
30.34,910.02,2025-11-15_14-56-29,6
30.38,910.03,2025-11-15_14-56-29,7
30.42,910.01,2025-11-15_14-56-29,8
30.45,910.06,2025-11-15_14-56-29,9
30.5,910.01,2025-11-15_14-56-29,10
30.54,910.0,2025-11-15_14-56-29,11
30.59,910.04,2025-11-15_14-56-29,12
30.63,909.97,2025-11-15_14-56-29,13
30.68,910.0,2025-11-15_14-56-29,14
30.72,909.99,2025-11-15_14-56-29,15
30.77,910.07,2025-11-15_14-56-29,16
30.81,910.02,2025-11-15_14-56-29,17
30.86,910.01,2025-11-15_14-56-29,18
30.9,909.99,2025-11-15_14-56-29,19
30.95,909.99,2025-11-15_14-56-29,20
31.0,910.03,2025-11-15_14-56-29,21
31.04,910.03,2025-11-15_14-56-29,22
31.08,910.01,2025-11-15_14-56-29,23
31.12,910.0,2025-11-15_14-56-29,24
31.16,910.02,2025-11-15_14-56-29,25
31.2,909.96,2025-11-15_14-56-29,26
31.24,909.97,2025-11-15_14-56-29,27
31.28,910.05,2025-11-15_14-56-29,28
31.32,910.05,2025-11-15_14-56-29,29
31.36,910.06,2025-11-15_14-56-29,30
31.4,910.03,2025-11-15_14-56-29,31
31.43,910.03,2025-11-15_14-56-29,32
31.47,910.06,2025-11-15_14-56-29,33
31.5,909.97,2025-11-15_14-56-29,34
31.54,909.99,2025-11-15_14-56-29,35
31.57,910.02,2025-11-15_14-56-29,36
31.6,910.02,2025-11-15_14-56-29,37
31.64,910.02,2025-11-15_14-56-29,38
31.67,909.97,2025-11-15_14-56-29,39
31.7,909.97,2025-11-15_14-56-29,40
31.73,910.0,2025-11-15_14-56-29,41
31.76,910.01,2025-11-15_14-56-29,42
31.79,910.0,2025-11-15_14-56-29,43
31.82,910.02,2025-11-15_14-56-29,44
31.85,910.02,2025-11-15_14-56-29,45
31.88,910.0,2025-11-15_14-56-29,46
31.91,910.01,2025-11-15_14-56-29,47
31.94,910.02,2025-11-15_14-56-29,48
31.97,910.0,2025-11-15_14-56-29,49
32.0,909.98,2025-11-15_14-56-29,50
32.02,909.98,2025-11-15_14-56-29,51
32.04,910.01,2025-11-15_14-56-29,52
32.06,910.08,2025-11-15_14-56-29,53
32.07,909.99,2025-11-15_14-56-29,54
32.08,910.0,2025-11-15_14-56-29,55
32.09,910.03,2025-11-15_14-56-29,56
32.1,909.97,2025-11-15_14-56-29,57
29.44,909.39,2025-11-15_22-21-14,0
29.41,909.27,2025-11-15_22-21-14,1
29.42,909.25,2025-11-15_22-21-14,2
29.41,909.28,2025-11-15_22-21-14,3
29.41,909.24,2025-11-15_22-21-14,4
29.42,909.29,2025-11-15_22-21-14,5
29.41,909.32,2025-11-15_22-21-14,6
29.43,909.29,2025-11-15_22-21-14,7
29.43,909.29,2025-11-15_22-21-14,8
29.43,909.28,2025-11-15_22-21-14,9
29.42,909.14,2025-11-15_22-21-14,10
29.44,909.14,2025-11-15_22-21-14,11
29.43,909.16,2025-11-15_22-21-14,12
29.44,909.06,2025-11-15_22-21-14,13
29.45,909.18,2025-11-15_22-21-14,14
29.45,909.05,2025-11-15_22-21-14,15
29.45,908.96,2025-11-15_22-21-14,16
29.46,908.99,2025-11-15_22-21-14,17
29.47,908.95,2025-11-15_22-21-14,18
29.47,908.89,2025-11-15_22-21-14,19
29.48,908.94,2025-11-15_22-21-14,20
29.47,908.88,2025-11-15_22-21-14,21
29.48,908.82,2025-11-15_22-21-14,22
29.47,908.75,2025-11-15_22-21-14,23
29.48,908.78,2025-11-15_22-21-14,24
29.49,908.8,2025-11-15_22-21-14,25
29.5,908.73,2025-11-15_22-21-14,26
29.49,908.68,2025-11-15_22-21-14,27
29.5,908.69,2025-11-15_22-21-14,28
29.5,908.65,2025-11-15_22-21-14,29
29.5,908.57,2025-11-15_22-21-14,30
29.51,908.61,2025-11-15_22-21-14,31
29.52,908.65,2025-11-15_22-21-14,32
29.51,908.8,2025-11-15_22-21-14,33
29.51,908.72,2025-11-15_22-21-14,34
29.52,908.64,2025-11-15_22-21-14,35
29.51,908.57,2025-11-15_22-21-14,36
29.5,908.56,2025-11-15_22-21-14,37
29.51,908.66,2025-11-15_22-21-14,38
29.51,908.58,2025-11-15_22-21-14,39
29.52,908.62,2025-11-15_22-21-14,40
29.53,908.7,2025-11-15_22-21-14,41
29.51,908.66,2025-11-15_22-21-14,42
29.5,908.62,2025-11-15_22-21-14,43
29.51,908.65,2025-11-15_22-21-14,44
29.51,908.66,2025-11-15_22-21-14,45
29.52,908.69,2025-11-15_22-21-14,46
29.52,908.67,2025-11-15_22-21-14,47
29.52,908.66,2025-11-15_22-21-14,48
29.54,908.72,2025-11-15_22-21-14,49
29.53,908.67,2025-11-15_22-21-14,50
29.55,908.75,2025-11-15_22-21-14,51
29.54,908.7,2025-11-15_22-21-14,52
29.55,908.68,2025-11-15_22-21-14,53
29.55,908.66,2025-11-15_22-21-14,54
29.57,908.69,2025-11-15_22-21-14,55
30.6,912.4,2025-11-15_22-21-14,56
30.6,912.4,2025-11-15_22-21-14,57
