T,P,session,reading_index
29.5,908.73,2025-11-15_11-47-03,26
29.49,908.68,2025-11-15_11-47-03,27
29.5,908.69,2025-11-15_11-47-03,28
29.5,908.65,2025-11-15_11-47-03,29
29.5,908.57,2025-11-15_11-47-03,30
29.51,908.61,2025-11-15_11-47-03,31
29.52,908.65,2025-11-15_11-47-03,32
29.51,908.8,2025-11-15_11-47-03,33
29.51,908.72,2025-11-15_11-47-03,34
29.52,908.64,2025-11-15_11-47-03,35
29.51,908.57,2025-11-15_11-47-03,36
29.5,908.56,2025-11-15_11-47-03,37
29.51,908.66,2025-11-15_11-47-03,38
29.51,908.58,2025-11-15_11-47-03,39
29.52,908.62,2025-11-15_11-47-03,40
29.53,908.7,2025-11-15_11-47-03,41
29.51,908.66,2025-11-15_11-47-03,42
29.5,908.62,2025-11-15_11-47-03,43
29.51,908.65,2025-11-15_11-47-03,44
29.51,908.66,2025-11-15_11-47-03,45
29.52,908.69,2025-11-15_11-47-03,46
29.52,908.67,2025-11-15_11-47-03,47
29.52,908.66,2025-11-15_11-47-03,48
29.54,908.72,2025-11-15_11-47-03,49
29.53,908.67,2025-11-15_11-47-03,50
29.55,908.75,2025-11-15_11-47-03,51
29.54,908.7,2025-11-15_11-47-03,52
29.55,908.68,2025-11-15_11-47-03,53
29.55,908.66,2025-11-15_11-47-03,54
29.57,908.69,2025-11-15_11-47-03,55
30.6,912.4,2025-11-15_11-47-03,56
30.6,912.4,2025-11-15_11-47-03,57
29.44,909.39,2025-11-15_11-48-03,0
29.41,909.27,2025-11-15_11-48-03,1
29.42,909.25,2025-11-15_11-48-03,2
29.41,909.28,2025-11-15_11-48-03,3
29.41,909.24,2025-11-15_11-48-03,4
29.42,909.29,2025-11-15_11-48-03,5
29.41,909.32,2025-11-15_11-48-03,6
29.43,909.29,2025-11-15_11-48-03,7
29.43,909.29,2025-11-15_11-48-03,8
29.43,909.28,2025-11-15_11-48-03,9
29.42,909.14,2025-11-15_11-48-03,10
29.44,909.14,2025-11-15_11-48-03,11
29.43,909.16,2025-11-15_11-48-03,12
29.44,909.06,2025-11-15_11-48-03,13
29.45,909.18,2025-11-15_11-48-03,14
29.45,909.05,2025-11-15_11-48-03,15
29.45,908.96,2025-11-15_11-48-03,16
29.46,908.99,2025-11-15_11-48-03,17
29.47,908.95,2025-11-15_11-48-03,18
29.47,908.89,2025-11-15_11-48-03,19
29.48,908.94,2025-11-15_11-48-03,20
29.47,908.88,2025-11-15_11-48-03,21
29.48,908.82,2025-11-15_11-48-03,22
29.47,908.75,2025-11-15_11-48-03,23
29.48,908.78,2025-11-15_11-48-03,24
29.49,908.8,2025-11-15_11-48-03,25
29.5,908.73,2025-11-15_11-48-03,26
29.49,908.68,2025-11-15_11-48-03,27
29.5,908.69,2025-11-15_11-48-03,28
29.5,908.65,2025-11-15_11-48-03,29
29.5,908.57,2025-11-15_11-48-03,30
29.51,908.61,2025-11-15_11-48-03,31
29.52,908.65,2025-11-15_11-48-03,32
29.51,908.8,2025-11-15_11-48-03,33
29.51,908.72,2025-11-15_11-48-03,34
29.52,908.64,2025-11-15_11-48-03,35
29.51,908.57,2025-11-15_11-48-03,36
29.5,908.56,2025-11-15_11-48-03,37
29.51,908.66,2025-11-15_11-48-03,38
29.51,908.58,2025-11-15_11-48-03,39
29.52,908.62,2025-11-15_11-48-03,40
29.53,908.7,2025-11-15_11-48-03,41
29.51,908.66,2025-11-15_11-48-03,42
29.5,908.62,2025-11-15_11-48-03,43
29.51,908.65,2025-11-15_11-48-03,44
29.51,908.66,2025-11-15_11-48-03,45
29.52,908.69,2025-11-15_11-48-03,46
29.52,908.67,2025-11-15_11-48-03,47
29.52,908.66,2025-11-15_11-48-03,48
29.54,908.72,2025-11-15_11-48-03,49
29.53,908.67,2025-11-15_11-48-03,50
29.55,908.75,2025-11-15_11-48-03,51
29.54,908.7,2025-11-15_11-48-03,52
29.55,908.68,2025-11-15_11-48-03,53
29.55,908.66,2025-11-15_11-48-03,54
29.57,908.69,2025-11-15_11-48-03,55
30.6,912.4,2025-11-15_11-48-03,56
30.6,912.4,2025-11-15_11-48-03,57
29.44,909.39,2025-11-15_11-49-04,0
29.41,909.27,2025-11-15_11-49-04,1
29.42,909.25,2025-11-15_11-49-04,2
29.41,909.28,2025-11-15_11-49-04,3
29.41,909.24,2025-11-15_11-49-04,4
29.42,909.29,2025-11-15_11-49-04,5
29.41,909.32,2025-11-15_11-49-04,6
29.43,909.29,2025-11-15_11-49-04,7
29.43,909.29,2025-11-15_11-49-04,8
29.43,909.28,2025-11-15_11-49-04,9
29.42,909.14,2025-11-15_11-49-04,10
29.44,909.14,2025-11-15_11-49-04,11
29.43,909.16,2025-11-15_11-49-04,12
29.44,909.06,2025-11-15_11-49-04,13
29.45,909.18,2025-11-15_11-49-04,14
29.45,909.05,2025-11-15_11-49-04,15
29.45,908.96,2025-11-15_11-49-04,16
29.46,908.99,2025-11-15_11-49-04,17
29.47,908.95,2025-11-15_11-49-04,18
29.47,908.89,2025-11-15_11-49-04,19
29.48,908.94,2025-11-15_11-49-04,20
29.47,908.88,2025-11-15_11-49-04,21
29.48,908.82,2025-11-15_11-49-04,22
29.47,908.75,2025-11-15_11-49-04,23
29.48,908.78,2025-11-15_11-49-04,24
29.49,908.8,2025-11-15_11-49-04,25
29.5,908.73,2025-11-15_11-49-04,26
29.49,908.68,2025-11-15_11-49-04,27
29.5,908.69,2025-11-15_11-49-04,28
29.5,908.65,2025-11-15_11-49-04,29
29.5,908.57,2025-11-15_11-49-04,30
29.51,908.61,2025-11-15_11-49-04,31
29.52,908.65,2025-11-15_11-49-04,32
29.51,908.8,2025-11-15_11-49-04,33
29.51,908.72,2025-11-15_11-49-04,34
29.52,908.64,2025-11-15_11-49-04,35
29.51,908.57,2025-11-15_11-49-04,36
29.5,908.56,2025-11-15_11-49-04,37
29.51,908.66,2025-11-15_11-49-04,38
29.51,908.58,2025-11-15_11-49-04,39
29.52,908.62,2025-11-15_11-49-04,40
29.53,908.7,2025-11-15_11-49-04,41
29.51,908.66,2025-11-15_11-49-04,42
29.5,908.62,2025-11-15_11-49-04,43
29.51,908.65,2025-11-15_11-49-04,44
29.51,908.66,2025-11-15_11-49-04,45
29.52,908.69,2025-11-15_11-49-04,46
29.52,908.67,2025-11-15_11-49-04,47
29.52,908.66,2025-11-15_11-49-04,48
29.54,908.72,2025-11-15_11-49-04,49
29.53,908.67,2025-11-15_11-49-04,50
29.55,908.75,2025-11-15_11-49-04,51
29.54,908.7,2025-11-15_11-49-04,52
29.55,908.68,2025-11-15_11-49-04,53
29.55,908.66,2025-11-15_11-49-04,54
29.57,908.69,2025-11-15_11-49-04,55
30.6,912.4,2025-11-15_11-49-04,56
30.6,912.4,2025-11-15_11-49-04,57
29.44,909.39,2025-11-15_11-50-05,0
29.41,909.27,2025-11-15_11-50-05,1
29.42,909.25,2025-11-15_11-50-05,2
29.41,909.28,2025-11-15_11-50-05,3
29.41,909.24,2025-11-15_11-50-05,4
29.42,909.29,2025-11-15_11-50-05,5
29.41,909.32,2025-11-15_11-50-05,6
29.43,909.29,2025-11-15_11-50-05,7
29.43,909.29,2025-11-15_11-50-05,8
29.43,909.28,2025-11-15_11-50-05,9
29.42,909.14,2025-11-15_11-50-05,10
29.44,909.14,2025-11-15_11-50-05,11
29.43,909.16,2025-11-15_11-50-05,12
29.44,909.06,2025-11-15_11-50-05,13
29.45,909.18,2025-11-15_11-50-05,14
29.45,909.05,2025-11-15_11-50-05,15
29.45,908.96,2025-11-15_11-50-05,16
29.46,908.99,2025-11-15_11-50-05,17
29.47,908.95,2025-11-15_11-50-05,18
29.47,908.89,2025-11-15_11-50-05,19
29.48,908.94,2025-11-15_11-50-05,20
29.47,908.88,2025-11-15_11-50-05,21
29.48,908.82,2025-11-15_11-50-05,22
29.47,908.75,2025-11-15_11-50-05,23
29.48,908.78,2025-11-15_11-50-05,24
29.49,908.8,2025-11-15_11-50-05,25
29.5,908.73,2025-11-15_11-50-05,26
29.49,908.68,2025-11-15_11-50-05,27
29.5,908.69,2025-11-15_11-50-05,28
29.5,908.65,2025-11-15_11-50-05,29
29.5,908.57,2025-11-15_11-50-05,30
29.51,908.61,2025-11-15_11-50-05,31
29.52,908.65,2025-11-15_11-50-05,32
29.51,908.8,2025-11-15_11-50-05,33
29.51,908.72,2025-11-15_11-50-05,34
29.52,908.64,2025-11-15_11-50-05,35
29.51,908.57,2025-11-15_11-50-05,36
29.5,908.56,2025-11-15_11-50-05,37
29.51,908.66,2025-11-15_11-50-05,38
29.51,908.58,2025-11-15_11-50-05,39
29.52,908.62,2025-11-15_11-50-05,40
29.53,908.7,2025-11-15_11-50-05,41
29.51,908.66,2025-11-15_11-50-05,42
29.5,908.62,2025-11-15_11-50-05,43
29.51,908.65,2025-11-15_11-50-05,44
29.51,908.66,2025-11-15_11-50-05,45
29.52,908.69,2025-11-15_11-50-05,46
29.52,908.67,2025-11-15_11-50-05,47
29.52,908.66,2025-11-15_11-50-05,48
29.54,908.72,2025-11-15_11-50-05,49
29.53,908.67,2025-11-15_11-50-05,50
29.55,908.75,2025-11-15_11-50-05,51
29.54,908.7,2025-11-15_11-50-05,52
29.55,908.68,2025-11-15_11-50-05,53
29.55,908.66,2025-11-15_11-50-05,54
29.57,908.69,2025-11-15_11-50-05,55
30.6,912.4,2025-11-15_11-50-05,56
30.6,912.4,2025-11-15_11-50-05,57
29.44,909.39,2025-11-15_15-12-29,0
29.41,909.27,2025-11-15_15-12-29,1
29.42,909.25,2025-11-15_15-12-29,2
29.41,909.28,2025-11-15_15-12-29,3
29.41,909.24,2025-11-15_15-12-29,4
29.42,909.29,2025-11-15_15-12-29,5
29.41,909.32,2025-11-15_15-12-29,6
29.43,909.29,2025-11-15_15-12-29,7
29.43,909.29,2025-11-15_15-12-29,8
29.43,909.28,2025-11-15_15-12-29,9
29.42,909.14,2025-11-15_15-12-29,10
29.44,909.14,2025-11-15_15-12-29,11
29.43,909.16,2025-11-15_15-12-29,12
29.44,909.06,2025-11-15_15-12-29,13
29.45,909.18,2025-11-15_15-12-29,14
29.45,909.05,2025-11-15_15-12-29,15
29.45,908.96,2025-11-15_15-12-29,16
29.46,908.99,2025-11-15_15-12-29,17
29.47,908.95,2025-11-15_15-12-29,18
29.47,908.89,2025-11-15_15-12-29,19
29.48,908.94,2025-11-15_15-12-29,20
29.47,908.88,2025-11-15_15-12-29,21
29.48,908.82,2025-11-15_15-12-29,22
29.47,908.75,2025-11-15_15-12-29,23
29.48,908.78,2025-11-15_15-12-29,24
29.49,908.8,2025-11-15_15-12-29,25
29.5,908.73,2025-11-15_15-12-29,26
29.49,908.68,2025-11-15_15-12-29,27
29.5,908.69,2025-11-15_15-12-29,28
29.5,908.65,2025-11-15_15-12-29,29
29.5,908.57,2025-11-15_15-12-29,30
29.51,908.61,2025-11-15_15-12-29,31
29.52,908.65,2025-11-15_15-12-29,32
29.51,908.8,2025-11-15_15-12-29,33
29.51,908.72,2025-11-15_15-12-29,34
29.52,908.64,2025-11-15_15-12-29,35
29.51,908.57,2025-11-15_15-12-29,36
29.5,908.56,2025-11-15_15-12-29,37
29.51,908.66,2025-11-15_15-12-29,38
29.51,908.58,2025-11-15_15-12-29,39
29.52,908.62,2025-11-15_15-12-29,40
29.53,908.7,2025-11-15_15-12-29,41
29.51,908.66,2025-11-15_15-12-29,42
29.5,908.62,2025-11-15_15-12-29,43
29.51,908.65,2025-11-15_15-12-29,44
29.51,908.66,2025-11-15_15-12-29,45
29.52,908.69,2025-11-15_15-12-29,46
29.52,908.67,2025-11-15_15-12-29,47
29.52,908.66,2025-11-15_15-12-29,48
29.54,908.72,2025-11-15_15-12-29,49
29.53,908.67,2025-11-15_15-12-29,50
29.55,908.75,2025-11-15_15-12-29,51
29.54,908.7,2025-11-15_15-12-29,52
29.55,908.68,2025-11-15_15-12-29,53
29.55,908.66,2025-11-15_15-12-29,54
29.57,908.69,2025-11-15_15-12-29,55
30.6,912.4,2025-11-15_15-12-29,56
30.6,912.4,2025-11-15_15-12-29,57
29.44,909.39,2025-11-15_15-13-30,0
29.41,909.27,2025-11-15_15-13-30,1
29.42,909.25,2025-11-15_15-13-30,2
29.41,909.28,2025-11-15_15-13-30,3
29.41,909.24,2025-11-15_15-13-30,4
29.42,909.29,2025-11-15_15-13-30,5
29.41,909.32,2025-11-15_15-13-30,6
29.43,909.29,2025-11-15_15-13-30,7
29.43,909.29,2025-11-15_15-13-30,8
29.43,909.28,2025-11-15_15-13-30,9
29.42,909.14,2025-11-15_15-13-30,10
29.44,909.14,2025-11-15_15-13-30,11
29.43,909.16,2025-11-15_15-13-30,12
29.44,909.06,2025-11-15_15-13-30,13
29.45,909.18,2025-11-15_15-13-30,14
29.45,909.05,2025-11-15_15-13-30,15
29.45,908.96,2025-11-15_15-13-30,16
29.46,908.99,2025-11-15_15-13-30,17
29.47,908.95,2025-11-15_15-13-30,18
29.47,908.89,2025-11-15_15-13-30,19
29.48,908.94,2025-11-15_15-13-30,20
29.47,908.88,2025-11-15_15-13-30,21
29.48,908.82,2025-11-15_15-13-30,22
29.47,908.75,2025-11-15_15-13-30,23
29.48,908.78,2025-11-15_15-13-30,24
29.49,908.8,2025-11-15_15-13-30,25
29.5,908.73,2025-11-15_15-13-30,26
29.49,908.68,2025-11-15_15-13-30,27
29.5,908.69,2025-11-15_15-13-30,28
29.5,908.65,2025-11-15_15-13-30,29
29.5,908.57,2025-11-15_15-13-30,30
29.51,908.61,2025-11-15_15-13-30,31
29.52,908.65,2025-11-15_15-13-30,32
29.51,908.8,2025-11-15_15-13-30,33
29.51,908.72,2025-11-15_15-13-30,34
29.52,908.64,2025-11-15_15-13-30,35
29.51,908.57,2025-11-15_15-13-30,36
29.5,908.56,2025-11-15_15-13-30,37
29.51,908.66,2025-11-15_15-13-30,38
29.51,908.58,2025-11-15_15-13-30,39
29.52,908.62,2025-11-15_15-13-30,40
29.53,908.7,2025-11-15_15-13-30,41
29.51,908.66,2025-11-15_15-13-30,42
29.5,908.62,2025-11-15_15-13-30,43
29.51,908.65,2025-11-15_15-13-30,44
29.51,908.66,2025-11-15_15-13-30,45
29.52,908.69,2025-11-15_15-13-30,46
29.52,908.67,2025-11-15_15-13-30,47
29.52,908.66,2025-11-15_15-13-30,48
29.54,908.72,2025-11-15_15-13-30,49
29.53,908.67,2025-11-15_15-13-30,50
29.55,908.75,2025-11-15_15-13-30,51
29.54,908.7,2025-11-15_15-13-30,52
29.55,908.68,2025-11-15_15-13-30,53
29.55,908.66,2025-11-15_15-13-30,54
29.57,908.69,2025-11-15_15-13-30,55
30.6,912.4,2025-11-15_15-13-30,56
30.6,912.4,2025-11-15_15-13-30,57
29.44,909.39,2025-11-15_15-15-36,0
29.41,909.27,2025-11-15_15-15-36,1
29.42,909.25,2025-11-15_15-15-36,2
29.41,909.28,2025-11-15_15-15-36,3
29.41,909.24,2025-11-15_15-15-36,4
29.42,909.29,2025-11-15_15-15-36,5
29.41,909.32,2025-11-15_15-15-36,6
29.43,909.29,2025-11-15_15-15-36,7
29.43,909.29,2025-11-15_15-15-36,8
29.43,909.28,2025-11-15_15-15-36,9
29.42,909.14,2025-11-15_15-15-36,10
29.44,909.14,2025-11-15_15-15-36,11
29.43,909.16,2025-11-15_15-15-36,12
29.44,909.06,2025-11-15_15-15-36,13
29.45,909.18,2025-11-15_15-15-36,14
29.45,909.05,2025-11-15_15-15-36,15
29.45,908.96,2025-11-15_15-15-36,16
29.46,908.99,2025-11-15_15-15-36,17
29.47,908.95,2025-11-15_15-15-36,18
29.47,908.89,2025-11-15_15-15-36,19
29.48,908.94,2025-11-15_15-15-36,20
29.47,908.88,2025-11-15_15-15-36,21
29.48,908.82,2025-11-15_15-15-36,22
29.47,908.75,2025-11-15_15-15-36,23
29.48,908.78,2025-11-15_15-15-36,24
29.49,908.8,2025-11-15_15-15-36,25
29.5,908.73,2025-11-15_15-15-36,26
29.49,908.68,2025-11-15_15-15-36,27
29.5,908.69,2025-11-15_15-15-36,28
29.5,908.65,2025-11-15_15-15-36,29
29.5,908.57,2025-11-15_15-15-36,30
29.51,908.61,2025-11-15_15-15-36,31
29.52,908.65,2025-11-15_15-15-36,32
29.51,908.8,2025-11-15_15-15-36,33
29.51,908.72,2025-11-15_15-15-36,34
29.52,908.64,2025-11-15_15-15-36,35
29.51,908.57,2025-11-15_15-15-36,36
29.5,908.56,2025-11-15_15-15-36,37
29.51,908.66,2025-11-15_15-15-36,38
29.51,908.58,2025-11-15_15-15-36,39
29.52,908.62,2025-11-15_15-15-36,40
29.53,908.7,2025-11-15_15-15-36,41
29.51,908.66,2025-11-15_15-15-36,42
29.5,908.62,2025-11-15_15-15-36,43
29.51,908.65,2025-11-15_15-15-36,44
29.51,908.66,2025-11-15_15-15-36,45
29.52,908.69,2025-11-15_15-15-36,46
29.52,908.67,2025-11-15_15-15-36,47
29.52,908.66,2025-11-15_15-15-36,48
29.54,908.72,2025-11-15_15-15-36,49
29.53,908.67,2025-11-15_15-15-36,50
29.55,908.75,2025-11-15_15-15-36,51
29.54,908.7,2025-11-15_15-15-36,52
29.55,908.68,2025-11-15_15-15-36,53
29.55,908.66,2025-11-15_15-15-36,54
29.57,908.69,2025-11-15_15-15-36,55
30.6,912.4,2025-11-15_15-15-36,56
30.6,912.4,2025-11-15_15-15-36,57
29.44,909.39,2025-11-15_15-16-31,0
29.41,909.27,2025-11-15_15-16-31,1
29.42,909.25,2025-11-15_15-16-31,2
29.41,909.28,2025-11-15_15-16-31,3
29.41,909.24,2025-11-15_15-16-31,4
29.42,909.29,2025-11-15_15-16-31,5
29.41,909.32,2025-11-15_15-16-31,6
29.43,909.29,2025-11-15_15-16-31,7
29.43,909.29,2025-11-15_15-16-31,8
29.43,909.28,2025-11-15_15-16-31,9
29.42,909.14,2025-11-15_15-16-31,10
29.44,909.14,2025-11-15_15-16-31,11
29.43,909.16,2025-11-15_15-16-31,12
29.44,909.06,2025-11-15_15-16-31,13
29.45,909.18,2025-11-15_15-16-31,14
29.45,909.05,2025-11-15_15-16-31,15
29.45,908.96,2025-11-15_15-16-31,16
29.46,908.99,2025-11-15_15-16-31,17
29.47,908.95,2025-11-15_15-16-31,18
29.47,908.89,2025-11-15_15-16-31,19
29.48,908.94,2025-11-15_15-16-31,20
29.47,908.88,2025-11-15_15-16-31,21
29.48,908.82,2025-11-15_15-16-31,22
29.47,908.75,2025-11-15_15-16-31,23
29.48,908.78,2025-11-15_15-16-31,24
29.49,908.8,2025-11-15_15-16-31,25
29.5,908.73,2025-11-15_15-16-31,26
29.49,908.68,2025-11-15_15-16-31,27
29.5,908.69,2025-11-15_15-16-31,28
29.5,908.65,2025-11-15_15-16-31,29
29.5,908.57,2025-11-15_15-16-31,30
29.51,908.61,2025-11-15_15-16-31,31
29.52,908.65,2025-11-15_15-16-31,32
29.51,908.8,2025-11-15_15-16-31,33
29.51,908.72,2025-11-15_15-16-31,34
29.52,908.64,2025-11-15_15-16-31,35
29.51,908.57,2025-11-15_15-16-31,36
29.5,908.56,2025-11-15_15-16-31,37
29.51,908.66,2025-11-15_15-16-31,38
29.51,908.58,2025-11-15_15-16-31,39
29.52,908.62,2025-11-15_15-16-31,40
29.53,908.7,2025-11-15_15-16-31,41
29.51,908.66,2025-11-15_15-16-31,42
29.5,908.62,2025-11-15_15-16-31,43
29.51,908.65,2025-11-15_15-16-31,44
29.51,908.66,2025-11-15_15-16-31,45
29.52,908.69,2025-11-15_15-16-31,46
29.52,908.67,2025-11-15_15-16-31,47
29.52,908.66,2025-11-15_15-16-31,48
29.54,908.72,2025-11-15_15-16-31,49
29.53,908.67,2025-11-15_15-16-31,50
29.55,908.75,2025-11-15_15-16-31,51
29.54,908.7,2025-11-15_15-16-31,52
29.55,908.68,2025-11-15_15-16-31,53
29.55,908.66,2025-11-15_15-16-31,54
29.57,908.69,2025-11-15_15-16-31,55
30.6,912.4,2025-11-15_15-16-31,56
30.6,912.4,2025-11-15_15-16-31,57
29.44,909.39,2025-11-15_15-17-32,0
29.41,909.27,2025-11-15_15-17-32,1
29.42,909.25,2025-11-15_15-17-32,2
29.41,909.28,2025-11-15_15-17-32,3
29.41,909.24,2025-11-15_15-17-32,4
29.42,909.29,2025-11-15_15-17-32,5
29.41,909.32,2025-11-15_15-17-32,6
29.43,909.29,2025-11-15_15-17-32,7
29.43,909.29,2025-11-15_15-17-32,8
29.43,909.28,2025-11-15_15-17-32,9
29.42,909.14,2025-11-15_15-17-32,10
29.44,909.14,2025-11-15_15-17-32,11
29.43,909.16,2025-11-15_15-17-32,12
29.44,909.06,2025-11-15_15-17-32,13
29.45,909.18,2025-11-15_15-17-32,14
29.45,909.05,2025-11-15_15-17-32,15
29.45,908.96,2025-11-15_15-17-32,16
29.46,908.99,2025-11-15_15-17-32,17
29.47,908.95,2025-11-15_15-17-32,18
29.47,908.89,2025-11-15_15-17-32,19
29.48,908.94,2025-11-15_15-17-32,20
29.47,908.88,2025-11-15_15-17-32,21
29.48,908.82,2025-11-15_15-17-32,22
29.47,908.75,2025-11-15_15-17-32,23
29.48,908.78,2025-11-15_15-17-32,24
29.49,908.8,2025-11-15_15-17-32,25
29.5,908.73,2025-11-15_15-17-32,26
29.49,908.68,2025-11-15_15-17-32,27
29.5,908.69,2025-11-15_15-17-32,28
29.5,908.65,2025-11-15_15-17-32,29
29.5,908.57,2025-11-15_15-17-32,30
29.51,908.61,2025-11-15_15-17-32,31
29.52,908.65,2025-11-15_15-17-32,32
29.51,908.8,2025-11-15_15-17-32,33
29.51,908.72,2025-11-15_15-17-32,34
29.52,908.64,2025-11-15_15-17-32,35
29.51,908.57,2025-11-15_15-17-32,36
29.5,908.56,2025-11-15_15-17-32,37
29.51,908.66,2025-11-15_15-17-32,38
29.51,908.58,2025-11-15_15-17-32,39
29.52,908.62,2025-11-15_15-17-32,40
29.53,908.7,2025-11-15_15-17-32,41
29.51,908.66,2025-11-15_15-17-32,42
29.5,908.62,2025-11-15_15-17-32,43
29.51,908.65,2025-11-15_15-17-32,44
29.51,908.66,2025-11-15_15-17-32,45
29.52,908.69,2025-11-15_15-17-32,46
29.52,908.67,2025-11-15_15-17-32,47
29.52,908.66,2025-11-15_15-17-32,48
29.54,908.72,2025-11-15_15-17-32,49
29.53,908.67,2025-11-15_15-17-32,50
29.55,908.75,2025-11-15_15-17-32,51
29.54,908.7,2025-11-15_15-17-32,52
29.55,908.68,2025-11-15_15-17-32,53
29.55,908.66,2025-11-15_15-17-32,54
29.57,908.69,2025-11-15_15-17-32,55
30.6,912.4,2025-11-15_15-17-32,56
30.6,912.4,2025-11-15_15-17-32,57
29.44,909.39,2025-11-15_15-18-33,0
29.41,909.27,2025-11-15_15-18-33,1
29.42,909.25,2025-11-15_15-18-33,2
29.41,909.28,2025-11-15_15-18-33,3
29.41,909.24,2025-11-15_15-18-33,4
29.42,909.29,2025-11-15_15-18-33,5
29.41,909.32,2025-11-15_15-18-33,6
29.43,909.29,2025-11-15_15-18-33,7
29.43,909.29,2025-11-15_15-18-33,8
29.43,909.28,2025-11-15_15-18-33,9
29.42,909.14,2025-11-15_15-18-33,10
29.44,909.14,2025-11-15_15-18-33,11
29.43,909.16,2025-11-15_15-18-33,12
29.44,909.06,2025-11-15_15-18-33,13
29.45,909.18,2025-11-15_15-18-33,14
29.45,909.05,2025-11-15_15-18-33,15
29.45,908.96,2025-11-15_15-18-33,16
29.46,908.99,2025-11-15_15-18-33,17
29.47,908.95,2025-11-15_15-18-33,18
29.47,908.89,2025-11-15_15-18-33,19
29.48,908.94,2025-11-15_15-18-33,20
29.47,908.88,2025-11-15_15-18-33,21
29.48,908.82,2025-11-15_15-18-33,22
29.47,908.75,2025-11-15_15-18-33,23
29.48,908.78,2025-11-15_15-18-33,24
29.49,908.8,2025-11-15_15-18-33,25
29.5,908.73,2025-11-15_15-18-33,26
29.49,908.68,2025-11-15_15-18-33,27
29.5,908.69,2025-11-15_15-18-33,28
29.5,908.65,2025-11-15_15-18-33,29
29.5,908.57,2025-11-15_15-18-33,30
29.51,908.61,2025-11-15_15-18-33,31
29.52,908.65,2025-11-15_15-18-33,32
29.51,908.8,2025-11-15_15-18-33,33
29.51,908.72,2025-11-15_15-18-33,34
29.52,908.64,2025-11-15_15-18-33,35
29.51,908.57,2025-11-15_15-18-33,36
29.5,908.56,2025-11-15_15-18-33,37
29.51,908.66,2025-11-15_15-18-33,38
29.51,908.58,2025-11-15_15-18-33,39
29.52,908.62,2025-11-15_15-18-33,40
29.53,908.7,2025-11-15_15-18-33,41
29.51,908.66,2025-11-15_15-18-33,42
29.5,908.62,2025-11-15_15-18-33,43
29.51,908.65,2025-11-15_15-18-33,44
29.51,908.66,2025-11-15_15-18-33,45
29.52,908.69,2025-11-15_15-18-33,46
29.52,908.67,2025-11-15_15-18-33,47
29.52,908.66,2025-11-15_15-18-33,48
29.54,908.72,2025-11-15_15-18-33,49
29.53,908.67,2025-11-15_15-18-33,50
29.55,908.75,2025-11-15_15-18-33,51
29.54,908.7,2025-11-15_15-18-33,52
29.55,908.68,2025-11-15_15-18-33,53
29.55,908.66,2025-11-15_15-18-33,54
29.57,908.69,2025-11-15_15-18-33,55
30.6,912.4,2025-11-15_15-18-33,56
30.6,912.4,2025-11-15_15-18-33,57
29.44,909.39,2025-11-15_22-20-16,0
29.41,909.27,2025-11-15_22-20-16,1
29.42,909.25,2025-11-15_22-20-16,2
29.41,909.28,2025-11-15_22-20-16,3
29.41,909.24,2025-11-15_22-20-16,4
29.42,909.29,2025-11-15_22-20-16,5
29.41,909.32,2025-11-15_22-20-16,6
29.43,909.29,2025-11-15_22-20-16,7
29.43,909.29,2025-11-15_22-20-16,8
29.43,909.28,2025-11-15_22-20-16,9
29.42,909.14,2025-11-15_22-20-16,10
29.44,909.14,2025-11-15_22-20-16,11
29.43,909.16,2025-11-15_22-20-16,12
29.44,909.06,2025-11-15_22-20-16,13
29.45,909.18,2025-11-15_22-20-16,14
29.45,909.05,2025-11-15_22-20-16,15
29.45,908.96,2025-11-15_22-20-16,16
29.46,908.99,2025-11-15_22-20-16,17
29.47,908.95,2025-11-15_22-20-16,18
29.47,908.89,2025-11-15_22-20-16,19
29.48,908.94,2025-11-15_22-20-16,20
29.47,908.88,2025-11-15_22-20-16,21
29.48,908.82,2025-11-15_22-20-16,22
29.47,908.75,2025-11-15_22-20-16,23
29.48,908.78,2025-11-15_22-20-16,24
29.49,908.8,2025-11-15_22-20-16,25
29.5,908.73,2025-11-15_22-20-16,26
29.49,908.68,2025-11-15_22-20-16,27
29.5,908.69,2025-11-15_22-20-16,28
29.5,908.65,2025-11-15_22-20-16,29
29.5,908.57,2025-11-15_22-20-16,30
29.51,908.61,2025-11-15_22-20-16,31
29.52,908.65,2025-11-15_22-20-16,32
29.51,908.8,2025-11-15_22-20-16,33
29.51,908.72,2025-11-15_22-20-16,34
29.52,908.64,2025-11-15_22-20-16,35
29.51,908.57,2025-11-15_22-20-16,36
29.5,908.56,2025-11-15_22-20-16,37
29.51,908.66,2025-11-15_22-20-16,38
29.51,908.58,2025-11-15_22-20-16,39
29.52,908.62,2025-11-15_22-20-16,40
29.53,908.7,2025-11-15_22-20-16,41
29.51,908.66,2025-11-15_22-20-16,42
29.5,908.62,2025-11-15_22-20-16,43
29.51,908.65,2025-11-15_22-20-16,44
29.51,908.66,2025-11-15_22-20-16,45
29.52,908.69,2025-11-15_22-20-16,46
29.52,908.67,2025-11-15_22-20-16,47
29.52,908.66,2025-11-15_22-20-16,48
29.54,908.72,2025-11-15_22-20-16,49
29.53,908.67,2025-11-15_22-20-16,50
29.55,908.75,2025-11-15_22-20-16,51
29.54,908.7,2025-11-15_22-20-16,52
29.55,908.68,2025-11-15_22-20-16,53
