session_id,qc_pass,qc_fail_reason,pace_spm,acc_mag_rms,gyro_mag_mean,dom_freq_hz,dom_freq_power,dom_freq_power_log,gyro_acc_ratio,acc_mag_mean,gyro_mag_std
session_1_2025-11-29_11-02-04,True,,24.0,2042.9470420612147,744.2813073357884,0.2,631069.0991470345,13.355172227503683,0.36431747471265213,2031.3599840278982,1041.002272364636
